Desc	HOG	A_obtectus	A_verrucosus	B_siliquastri	C_chinensis	C_maculatus	C_septempunctata	D_melanogaster	D_ponderosae	I_luminosus	P_pyralis	R_ferrugineus	T_castaneum	T_molitor	Z_morio
(null)	N0.HOG0000000	681	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000001	477	0	0	0	0	0	0	0	4	0	2	0	0	0
(null)	N0.HOG0000002	8	0	19	52	135	109	0	0	24	0	0	5	2	9
(null)	N0.HOG0000003	7	1	28	61	121	9	0	18	20	6	6	2	21	58
(null)	N0.HOG0000004	88	2	7	57	23	7	0	6	71	44	5	0	10	34
(null)	N0.HOG0000005	0	1	0	7	0	0	1	0	2	0	0	0	0	0
(null)	N0.HOG0000006	9	2	0	300	2	1	1	0	7	0	0	1	6	11
(null)	N0.HOG0000007	0	0	2	1	0	0	0	0	0	0	330	0	0	2
(null)	N0.HOG0000008	7	4	0	13	3	1	1	4	4	2	11	1	5	0
(null)	N0.HOG0000009	26	16	16	46	23	1	1	38	37	1	33	1	9	9
(null)	N0.HOG0000010	0	8	0	0	0	0	3	0	0	0	0	0	0	0
(null)	N0.HOG0000011	0	1	0	0	0	0	4	0	0	0	0	0	0	0
(null)	N0.HOG0000012	0	0	0	0	0	0	0	0	0	0	0	0	0	2
(null)	N0.HOG0000013	4	137	8	9	4	5	0	0	0	0	7	20	42	61
(null)	N0.HOG0000014	9	29	17	7	11	7	12	3	60	17	22	27	45	40
(null)	N0.HOG0000015	26	100	25	7	5	12	0	5	14	0	43	4	16	39
(null)	N0.HOG0000016	57	13	4	30	44	14	1	6	4	46	0	1	12	55
(null)	N0.HOG0000017	49	1	1	114	31	4	1	7	43	24	3	0	1	4
(null)	N0.HOG0000018	7	0	7	29	71	54	0	21	87	1	0	0	0	5
(null)	N0.HOG0000019	2	2	2	2	3	2	7	2	4	10	1	2	2	2
(null)	N0.HOG0000020	7	34	6	9	11	6	3	9	13	10	12	14	23	25
(null)	N0.HOG0000021	4	2	5	4	2	8	1	3	5	5	4	4	3	6
(null)	N0.HOG0000022	1	2	1	1	1	1	1	0	3	1	0	4	6	5
(null)	N0.HOG0000023	6	31	11	2	6	5	8	12	38	0	8	14	36	69
(null)	N0.HOG0000024	0	0	0	270	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000025	18	0	2	67	80	24	0	7	15	14	0	2	12	5
(null)	N0.HOG0000026	3	0	2	5	6	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000027	3	3	2	2	2	3	1	0	2	0	0	3	2	1
(null)	N0.HOG0000028	0	0	0	0	0	0	1	1	0	0	1	0	0	0
(null)	N0.HOG0000029	1	1	2	1	1	1	1	1	1	0	1	1	1	1
(null)	N0.HOG0000030	0	1	0	0	0	1	1	1	1	0	1	1	1	0
(null)	N0.HOG0000031	1	1	1	0	0	1	1	0	1	0	1	1	1	1
(null)	N0.HOG0000032	7	12	8	2	5	8	0	9	8	9	13	12	15	19
(null)	N0.HOG0000033	3	2	4	3	3	3	1	1	7	0	5	2	5	4
(null)	N0.HOG0000034	38	2	1	8	49	21	0	1	41	59	3	6	7	6
(null)	N0.HOG0000035	7	24	3	6	5	7	6	11	44	25	6	18	23	48
(null)	N0.HOG0000036	122	0	3	16	32	4	0	5	35	6	2	0	0	4
(null)	N0.HOG0000037	84	1	14	36	9	9	1	2	25	39	2	1	0	4
(null)	N0.HOG0000038	2	36	9	3	6	3	0	0	34	39	1	4	40	50
(null)	N0.HOG0000039	50	1	9	6	15	9	0	1	68	47	2	0	5	13
(null)	N0.HOG0000040	219	0	2	1	0	0	0	1	0	0	1	1	1	0
(null)	N0.HOG0000041	9	23	13	9	12	14	3	7	35	10	5	14	33	37
(null)	N0.HOG0000042	0	0	0	0	0	0	0	0	0	0	0	0	217	5
(null)	N0.HOG0000043	61	26	2	68	3	1	0	1	6	0	1	1	40	8
(null)	N0.HOG0000044	22	17	3	107	9	0	0	0	15	4	0	0	6	30
(null)	N0.HOG0000045	37	1	0	16	32	23	1	5	20	35	0	1	4	38
(null)	N0.HOG0000046	0	0	0	213	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000047	72	2	1	65	13	5	1	3	26	4	2	0	5	10
(null)	N0.HOG0000048	9	14	0	10	35	4	0	7	44	16	12	5	15	36
(null)	N0.HOG0000049	6	23	10	6	6	4	4	10	15	2	33	12	39	36
(null)	N0.HOG0000050	9	0	4	31	54	21	0	0	9	57	0	7	2	11
(null)	N0.HOG0000051	205	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000052	15	18	15	9	17	5	1	10	24	8	13	16	15	28
(null)	N0.HOG0000053	28	15	6	43	8	2	0	2	41	14	2	0	17	15
(null)	N0.HOG0000054	0	0	0	193	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000055	3	0	0	0	1	0	0	0	184	0	0	0	0	0
(null)	N0.HOG0000056	23	7	2	72	10	5	0	5	31	21	1	0	6	3
(null)	N0.HOG0000057	1	1	1	1	1	0	0	1	1	2	1	1	1	1
(null)	N0.HOG0000058	0	1	0	0	0	0	10	1	6	4	1	1	2	1
(null)	N0.HOG0000059	1	1	1	2	0	1	1	1	1	0	2	0	0	0
(null)	N0.HOG0000060	2	1	3	4	2	0	10	4	2	2	5	0	1	1
(null)	N0.HOG0000061	0	11	0	0	0	3	3	0	25	6	1	10	17	22
(null)	N0.HOG0000062	31	0	5	105	42	0	0	0	0	0	1	0	0	2
(null)	N0.HOG0000063	1	1	1	1	1	1	1	1	1	0	1	1	1	1
(null)	N0.HOG0000064	2	31	3	2	4	4	2	2	13	11	5	11	52	30
(null)	N0.HOG0000065	35	0	6	29	35	10	0	3	35	4	1	0	7	19
(null)	N0.HOG0000066	0	2	0	0	0	0	4	2	0	0	1	0	3	1
(null)	N0.HOG0000067	0	0	0	0	0	0	17	1	0	0	0	0	0	0
(null)	N0.HOG0000068	0	1	1	1	1	0	4	0	1	0	0	0	1	1
(null)	N0.HOG0000069	3	6	6	3	8	6	1	2	33	29	5	6	13	18
(null)	N0.HOG0000070	2	2	4	9	14	47	0	17	32	10	12	4	8	20
(null)	N0.HOG0000071	2	54	2	2	2	2	0	1	25	12	1	13	33	31
(null)	N0.HOG0000072	3	5	2	2	3	3	18	0	10	3	2	8	6	6
(null)	N0.HOG0000073	4	6	2	6	5	10	1	6	9	12	4	10	10	22
(null)	N0.HOG0000074	2	5	2	3	2	2	2	2	12	3	2	4	6	4
(null)	N0.HOG0000075	0	0	0	0	0	0	0	2	4	7	4	0	0	0
(null)	N0.HOG0000076	0	0	0	0	0	0	1	0	1	1	0	0	0	0
(null)	N0.HOG0000077	1	0	1	0	1	1	3	0	1	1	1	1	1	1
(null)	N0.HOG0000078	1	1	1	1	1	1	0	1	2	2	1	2	1	3
(null)	N0.HOG0000079	1	2	1	1	1	1	5	1	33	10	2	3	2	13
(null)	N0.HOG0000080	3	3	3	2	3	1	1	2	1	1	1	1	3	1
(null)	N0.HOG0000081	1	1	1	1	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000082	1	0	0	0	1	0	1	0	0	0	2	0	0	1
(null)	N0.HOG0000083	0	0	1	1	0	3	1	0	2	2	2	3	2	1
(null)	N0.HOG0000084	1	0	1	1	1	1	2	2	1	1	2	1	1	1
(null)	N0.HOG0000085	5	1	4	4	1	1	1	1	1	0	1	1	1	2
(null)	N0.HOG0000086	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000087	2	2	2	1	2	1	1	0	1	1	1	1	0	2
(null)	N0.HOG0000088	0	1	0	0	0	1	1	0	1	1	1	1	1	1
(null)	N0.HOG0000089	3	2	1	4	1	2	1	3	3	1	4	2	2	0
(null)	N0.HOG0000090	0	4	2	4	2	0	0	1	0	0	1	0	0	0
(null)	N0.HOG0000091	5	8	5	3	4	2	6	0	16	5	3	4	4	8
(null)	N0.HOG0000092	2	2	2	2	1	4	5	3	47	5	4	2	5	16
(null)	N0.HOG0000093	42	1	7	35	15	12	1	0	14	3	1	4	16	20
(null)	N0.HOG0000094	0	0	0	0	0	1	1	2	1	0	1	1	1	1
(null)	N0.HOG0000095	6	12	14	6	12	3	13	4	20	4	4	8	27	25
(null)	N0.HOG0000096	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000097	2	4	5	28	28	25	0	7	21	17	1	1	25	5
(null)	N0.HOG0000098	27	1	1	28	24	4	0	2	38	20	1	0	1	16
(null)	N0.HOG0000099	10	2	2	30	12	6	0	2	15	9	0	58	7	10
(null)	N0.HOG0000100	6	0	2	10	53	1	0	0	3	7	10	32	21	17
(null)	N0.HOG0000101	6	0	1	8	0	4	4	1	1	1	2	1	1	3
(null)	N0.HOG0000102	5	0	0	5	0	1	0	0	0	0	0	0	3	1
(null)	N0.HOG0000103	2	0	0	1	0	0	0	0	0	4	0	0	0	0
(null)	N0.HOG0000104	0	0	0	1	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000105	1	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000106	2	0	0	3	0	4	2	0	0	0	7	0	0	1
(null)	N0.HOG0000107	0	0	0	0	0	1	1	0	0	0	0	0	0	1
(null)	N0.HOG0000108	0	0	0	1	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000109	2	0	0	2	0	1	2	0	0	0	0	0	0	1
(null)	N0.HOG0000110	1	0	0	0	0	1	1	0	0	0	0	0	0	1
(null)	N0.HOG0000111	1	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000112	1	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000113	0	0	0	0	0	1	1	0	0	0	1	0	0	0
(null)	N0.HOG0000114	1	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000115	1	1	1	7	2	1	2	0	0	0	8	3	1	2
(null)	N0.HOG0000116	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000117	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000118	32	0	5	21	24	5	0	1	27	30	2	0	2	6
(null)	N0.HOG0000119	8	8	7	6	7	5	6	9	27	33	12	8	3	15
(null)	N0.HOG0000120	154	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000121	5	0	1	33	9	7	0	2	24	6	0	58	4	5
(null)	N0.HOG0000122	6	1	65	23	26	11	0	0	0	4	2	1	9	6
(null)	N0.HOG0000123	49	1	1	10	54	16	0	0	12	0	1	0	0	5
(null)	N0.HOG0000124	0	0	0	146	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000125	63	0	7	29	29	3	0	3	0	1	0	3	1	5
(null)	N0.HOG0000126	0	1	0	0	0	0	1	0	4	2	0	4	2	22
(null)	N0.HOG0000127	0	19	1	0	0	0	2	5	1	2	0	14	28	36
(null)	N0.HOG0000128	37	2	1	23	14	4	1	8	11	13	1	1	12	7
(null)	N0.HOG0000129	1	0	0	0	0	0	1	2	1	0	0	0	0	0
(null)	N0.HOG0000130	5	27	3	2	3	1	0	4	5	2	3	5	29	51
(null)	N0.HOG0000131	9	7	6	4	11	9	0	3	22	32	6	5	10	15
(null)	N0.HOG0000132	2	3	4	3	4	2	1	9	2	1	6	5	1	2
(null)	N0.HOG0000133	2	3	2	1	2	3	1	3	1	2	8	4	2	3
(null)	N0.HOG0000134	0	0	0	0	0	6	8	0	1	0	0	0	0	0
(null)	N0.HOG0000135	0	1	0	0	0	1	0	0	0	0	0	1	0	0
(null)	N0.HOG0000136	2	3	3	1	4	3	2	4	1	0	7	2	2	2
(null)	N0.HOG0000137	0	1	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000138	0	0	0	0	0	0	5	0	2	0	1	0	0	2
(null)	N0.HOG0000139	5	7	4	3	3	6	3	5	15	8	9	11	11	38
(null)	N0.HOG0000140	12	3	6	5	5	5	3	2	4	2	4	3	3	3
(null)	N0.HOG0000141	4	3	2	3	1	2	1	1	4	1	1	3	3	3
(null)	N0.HOG0000142	0	3	0	0	0	0	1	0	1	0	1	2	1	1
(null)	N0.HOG0000143	1	1	1	0	1	0	1	0	1	0	0	1	1	1
(null)	N0.HOG0000144	1	2	1	1	1	1	0	0	1	0	10	3	3	2
(null)	N0.HOG0000145	7	3	10	18	11	0	0	6	0	0	11	18	15	38
(null)	N0.HOG0000146	48	0	1	22	24	5	0	1	4	14	0	4	3	10
(null)	N0.HOG0000147	1	0	1	132	0	0	0	0	0	0	0	0	1	0
(null)	N0.HOG0000148	10	17	9	6	9	3	2	4	22	16	5	7	14	11
(null)	N0.HOG0000149	0	0	135	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000150	131	0	0	2	0	0	0	0	0	0	0	0	1	0
(null)	N0.HOG0000151	29	1	0	11	6	3	0	0	0	2	2	1	0	1
(null)	N0.HOG0000152	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(null)	N0.HOG0000153	1	0	1	4	0	0	2	0	1	0	0	0	1	0
(null)	N0.HOG0000154	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000155	5	0	5	26	4	1	1	0	0	3	0	0	2	0
(null)	N0.HOG0000156	0	1	1	2	4	3	1	0	0	0	1	1	1	1
(null)	N0.HOG0000157	1	1	0	0	0	4	0	1	14	5	0	56	20	31
(null)	N0.HOG0000158	0	0	0	133	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000159	2	8	1	4	8	20	0	0	0	0	0	0	18	71
(null)	N0.HOG0000160	9	10	2	6	10	0	1	1	39	10	1	3	14	7
(null)	N0.HOG0000161	1	1	1	1	1	1	1	2	3	1	2	1	1	1
(null)	N0.HOG0000162	3	10	3	2	3	3	13	4	6	12	7	10	26	27
(null)	N0.HOG0000163	6	24	8	2	4	1	0	14	0	2	12	8	20	27
(null)	N0.HOG0000164	1	0	0	4	34	22	0	5	46	7	0	2	6	0
(null)	N0.HOG0000165	63	6	0	36	0	2	0	0	1	1	0	0	1	16
(null)	N0.HOG0000166	34	7	5	13	18	11	0	1	10	17	0	2	2	6
(null)	N0.HOG0000167	1	44	1	3	1	1	0	0	3	0	3	12	10	45
(null)	N0.HOG0000168	33	3	1	3	0	21	23	0	0	2	11	12	4	11
(null)	N0.HOG0000169	31	1	0	32	12	1	0	4	22	4	1	9	2	2
(null)	N0.HOG0000170	6	7	8	8	12	9	1	6	2	4	7	15	14	22
(null)	N0.HOG0000171	0	1	0	0	0	0	0	0	118	1	0	1	0	0
(null)	N0.HOG0000172	43	0	24	29	22	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000173	4	5	8	4	6	9	0	8	12	10	2	7	7	35
(null)	N0.HOG0000174	23	0	3	21	20	11	0	1	26	2	0	1	2	6
(null)	N0.HOG0000175	11	6	12	8	11	13	1	7	9	2	14	5	9	8
(null)	N0.HOG0000176	5	9	34	16	13	0	0	2	6	1	10	1	12	7
(null)	N0.HOG0000177	9	0	1	3	14	4	0	0	25	2	5	0	31	21
(null)	N0.HOG0000178	0	0	1	0	114	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000179	1	2	0	8	21	21	0	0	27	12	0	0	9	13
(null)	N0.HOG0000180	63	21	0	8	1	0	0	0	4	0	0	0	9	7
(null)	N0.HOG0000181	4	9	3	1	5	5	6	4	24	7	7	7	18	13
(null)	N0.HOG0000182	50	0	1	35	0	6	0	2	3	15	0	0	0	0
(null)	N0.HOG0000183	16	1	9	42	28	7	0	0	3	1	0	0	0	5
(null)	N0.HOG0000184	3	0	5	47	38	2	0	0	2	9	0	2	0	4
(null)	N0.HOG0000185	17	0	2	40	35	0	0	1	10	5	0	0	2	0
(null)	N0.HOG0000186	63	0	0	9	2	11	0	6	9	3	0	2	0	6
(null)	N0.HOG0000187	26	0	5	24	34	5	0	3	7	2	1	0	2	2
(null)	N0.HOG0000188	12	0	0	4	36	1	1	1	38	0	1	1	2	14
(null)	N0.HOG0000189	9	5	5	5	7	2	4	10	22	0	6	5	11	19
(null)	N0.HOG0000190	2	0	0	11	0	8	0	3	45	4	35	0	0	2
(null)	N0.HOG0000191	3	0	79	0	2	0	0	0	23	1	1	0	0	1
(null)	N0.HOG0000192	1	0	0	1	103	0	0	0	0	0	0	1	3	1
(null)	N0.HOG0000193	0	106	0	0	0	0	0	0	0	0	0	0	1	3
(null)	N0.HOG0000194	6	0	12	68	11	0	0	1	1	3	0	1	0	6
(null)	N0.HOG0000195	2	6	2	2	4	4	11	1	18	14	1	13	20	11
(null)	N0.HOG0000196	3	3	3	2	2	2	5	0	1	1	4	4	4	7
(null)	N0.HOG0000197	6	4	4	4	6	2	1	3	7	4	4	4	8	6
(null)	N0.HOG0000198	0	0	0	0	0	0	1	0	2	1	0	0	0	0
(null)	N0.HOG0000199	3	3	4	5	10	7	0	1	40	21	1	3	4	6
(null)	N0.HOG0000200	11	2	0	12	7	0	0	1	47	1	0	0	14	12
(null)	N0.HOG0000201	0	0	4	75	12	0	0	9	6	0	0	0	0	0
(null)	N0.HOG0000202	0	0	0	0	0	0	0	1	0	0	0	1	61	43
(null)	N0.HOG0000203	105	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000204	1	3	1	1	0	1	3	1	1	2	3	2	2	2
(null)	N0.HOG0000205	1	5	1	1	1	1	1	0	1	3	0	6	10	4
(null)	N0.HOG0000206	1	6	1	1	2	2	1	4	2	5	1	3	4	13
(null)	N0.HOG0000207	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	N0.HOG0000208	1	0	1	1	1	1	1	1	1	1	1	1	0	2
(null)	N0.HOG0000209	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	N0.HOG0000210	5	3	5	5	5	7	7	3	5	4	5	4	4	5
(null)	N0.HOG0000211	0	0	0	78	21	0	0	0	0	0	0	0	0	6
(null)	N0.HOG0000212	96	0	0	3	0	0	0	0	5	0	0	0	0	0
(null)	N0.HOG0000213	7	0	4	25	44	16	0	0	5	1	0	0	0	2
(null)	N0.HOG0000214	0	0	0	104	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000215	0	0	0	0	0	0	0	0	1	0	0	0	0	103
(null)	N0.HOG0000216	0	0	0	0	0	0	0	0	1	0	0	0	103	0
(null)	N0.HOG0000217	0	0	1	0	0	8	1	0	0	0	0	0	0	1
(null)	N0.HOG0000218	0	0	0	0	0	0	2	0	0	0	0	1	0	1
(null)	N0.HOG0000219	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000220	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000221	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000222	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0000223	0	0	0	0	0	0	0	0	0	0	0	1	0	1
(null)	N0.HOG0000224	0	1	0	0	0	7	2	0	0	2	13	6	0	3
(null)	N0.HOG0000225	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000226	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000227	0	0	0	0	0	0	4	0	0	0	0	2	0	0
(null)	N0.HOG0000228	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000229	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000230	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000231	0	0	0	0	0	0	0	0	0	0	0	1	0	1
(null)	N0.HOG0000232	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	N0.HOG0000233	0	1	0	0	0	0	0	0	0	0	0	1	0	0
(null)	N0.HOG0000234	0	0	0	0	0	0	1	0	0	0	0	1	1	0
(null)	N0.HOG0000235	8	8	0	21	4	0	0	0	9	0	0	0	11	40
(null)	N0.HOG0000236	52	0	1	17	1	1	1	1	15	3	0	0	0	9
(null)	N0.HOG0000237	8	8	5	7	12	1	2	2	4	0	4	7	18	22
(null)	N0.HOG0000238	2	4	2	1	1	2	4	3	4	4	4	3	4	4
(null)	N0.HOG0000239	1	1	1	1	2	1	1	1	0	0	3	1	1	0
(null)	N0.HOG0000240	3	3	4	3	1	2	3	1	3	4	2	3	4	3
(null)	N0.HOG0000241	0	0	0	0	1	0	0	0	1	0	0	0	1	1
(null)	N0.HOG0000242	4	0	0	31	24	11	0	1	11	1	0	0	1	15
(null)	N0.HOG0000243	0	0	99	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000244	4	6	2	21	17	4	0	0	0	1	0	0	22	21
(null)	N0.HOG0000245	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0000246	0	1	0	0	0	0	1	0	1	1	1	1	1	1
(null)	N0.HOG0000247	1	1	1	1	1	1	8	1	4	3	1	1	1	1
(null)	N0.HOG0000248	5	5	3	2	2	0	5	3	4	2	4	2	2	10
(null)	N0.HOG0000249	1	2	1	1	0	19	17	0	1	1	6	1	1	1
(null)	N0.HOG0000250	0	0	0	25	0	0	3	0	0	4	0	0	4	10
(null)	N0.HOG0000251	39	0	9	5	7	0	0	0	3	0	0	0	6	29
(null)	N0.HOG0000252	25	0	1	10	29	13	0	1	3	2	0	0	0	13
(null)	N0.HOG0000253	3	12	2	4	4	3	1	2	1	12	3	5	10	35
(null)	N0.HOG0000254	0	1	0	26	0	28	23	1	0	2	0	2	4	10
(null)	N0.HOG0000255	7	0	2	45	14	7	0	0	7	13	1	0	0	0
(null)	N0.HOG0000256	1	4	1	1	1	5	1	1	6	23	2	4	13	33
(null)	N0.HOG0000257	9	0	2	30	10	1	0	0	40	0	0	0	1	2
(null)	N0.HOG0000258	4	11	6	3	1	5	0	5	28	8	3	6	8	7
(null)	N0.HOG0000259	0	1	0	0	0	0	1	0	1	0	0	0	0	1
(null)	N0.HOG0000260	2	4	2	2	1	1	6	4	29	7	9	5	7	12
(null)	N0.HOG0000261	6	3	8	8	19	1	2	8	3	2	5	4	13	12
(null)	N0.HOG0000262	0	0	0	0	0	0	0	1	0	0	0	0	93	0
(null)	N0.HOG0000263	28	0	4	39	5	1	0	1	7	0	0	0	3	5
(null)	N0.HOG0000264	0	0	0	93	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000265	7	7	9	6	11	5	0	4	8	4	4	8	11	8
(null)	N0.HOG0000266	81	0	0	0	0	0	0	0	1	3	0	0	1	6
(null)	N0.HOG0000267	16	0	4	16	14	0	1	0	1	0	0	0	7	33
(null)	N0.HOG0000268	3	15	6	3	3	5	0	4	5	5	11	8	10	14
(null)	N0.HOG0000269	0	33	0	0	0	1	0	0	0	0	0	2	29	27
(null)	N0.HOG0000270	0	0	0	0	92	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000271	1	0	1	0	1	1	0	1	0	0	1	1	1	0
(null)	N0.HOG0000272	2	1	1	2	0	1	1	2	1	1	2	1	1	1
(null)	N0.HOG0000273	0	1	0	0	0	1	1	1	0	0	1	1	2	1
(null)	N0.HOG0000274	3	9	3	1	2	8	1	1	1	0	4	11	4	9
(null)	N0.HOG0000275	0	2	0	12	0	0	0	0	0	0	0	11	42	24
(null)	N0.HOG0000276	0	0	0	0	0	91	0	0	0	0	0	0	0	0
(null)	N0.HOG0000277	0	9	0	0	0	3	0	2	6	4	3	10	26	27
(null)	N0.HOG0000278	12	0	1	36	21	0	0	0	15	2	0	0	0	1
(null)	N0.HOG0000279	2	0	17	3	1	1	0	1	4	0	58	0	0	1
(null)	N0.HOG0000280	14	6	0	4	7	4	0	0	19	18	0	3	1	11
(null)	N0.HOG0000281	5	9	6	6	0	4	3	5	4	3	5	7	15	15
(null)	N0.HOG0000282	2	7	2	2	3	0	2	2	0	0	8	6	33	20
(null)	N0.HOG0000283	29	0	4	10	1	0	0	1	20	12	0	0	6	3
(null)	N0.HOG0000284	8	0	2	26	31	0	0	0	12	1	0	1	4	1
(null)	N0.HOG0000285	6	12	2	3	3	1	1	3	3	8	5	6	10	23
(null)	N0.HOG0000286	10	0	10	13	26	9	0	1	0	9	0	4	0	3
(null)	N0.HOG0000287	8	1	11	9	9	0	0	3	25	7	5	3	3	1
(null)	N0.HOG0000288	2	1	1	1	1	1	0	5	1	0	5	2	2	2
(null)	N0.HOG0000289	0	1	0	0	0	0	0	0	0	0	0	2	2	2
(null)	N0.HOG0000290	0	0	1	1	1	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000291	0	0	0	0	0	0	1	0	5	2	0	0	0	0
(null)	N0.HOG0000292	0	0	0	0	0	0	1	0	5	1	0	0	0	0
(null)	N0.HOG0000293	1	0	1	0	0	1	1	0	1	0	0	0	0	0
(null)	N0.HOG0000294	1	3	1	0	0	1	10	1	2	1	1	1	2	2
(null)	N0.HOG0000295	0	0	0	0	0	0	3	0	0	0	1	0	0	0
(null)	N0.HOG0000296	0	0	0	0	83	0	0	0	1	0	0	0	0	0
(null)	N0.HOG0000297	0	1	0	0	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000298	3	5	5	4	29	2	1	6	1	2	6	3	4	10
(null)	N0.HOG0000299	6	4	2	3	4	5	8	3	8	8	2	9	13	8
(null)	N0.HOG0000300	0	0	0	0	20	0	1	0	22	27	0	0	6	7
(null)	N0.HOG0000301	0	0	0	0	0	0	0	0	0	0	0	0	0	83
(null)	N0.HOG0000302	1	7	1	1	2	1	1	2	3	4	3	2	5	3
(null)	N0.HOG0000303	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(null)	N0.HOG0000304	1	1	1	1	2	1	1	1	3	3	2	1	2	2
(null)	N0.HOG0000305	1	2	1	2	1	1	1	1	2	0	2	1	1	3
(null)	N0.HOG0000306	2	0	4	2	3	1	1	3	0	0	6	0	0	0
(null)	N0.HOG0000307	5	5	3	3	2	0	1	3	1	1	10	3	10	13
(null)	N0.HOG0000308	5	1	6	8	9	3	0	0	14	7	8	4	6	11
(null)	N0.HOG0000309	0	0	0	0	26	7	0	1	8	13	0	14	3	10
(null)	N0.HOG0000310	21	1	0	28	7	5	0	3	9	1	0	0	0	6
(null)	N0.HOG0000311	32	0	1	36	7	5	0	0	0	0	0	0	0	0
(null)	N0.HOG0000312	35	1	5	0	4	6	0	0	1	21	0	0	2	6
(null)	N0.HOG0000313	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000314	0	0	0	0	0	0	0	0	0	0	0	0	0	3
(null)	N0.HOG0000315	1	0	0	0	0	0	1	0	3	0	0	0	0	1
(null)	N0.HOG0000316	5	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000317	0	2	0	1	0	0	3	1	16	6	6	0	1	0
(null)	N0.HOG0000318	0	0	0	1	0	0	3	0	0	0	0	0	0	0
(null)	N0.HOG0000319	1	1	1	2	1	1	2	1	1	1	1	0	0	1
(null)	N0.HOG0000320	1	5	1	1	2	2	0	1	0	0	1	2	3	4
(null)	N0.HOG0000321	0	0	0	0	0	1	0	0	0	0	0	0	3	1
(null)	N0.HOG0000322	1	0	1	1	1	0	2	1	0	0	1	0	0	0
(null)	N0.HOG0000323	0	0	0	1	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0000324	0	0	0	0	0	0	0	0	2	5	0	0	0	0
(null)	N0.HOG0000325	3	2	5	8	3	1	1	1	5	0	1	2	2	2
(null)	N0.HOG0000326	1	1	1	2	0	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0000327	2	1	1	2	0	1	1	0	0	1	0	1	1	1
(null)	N0.HOG0000328	1	1	1	1	1	1	1	1	1	1	3	1	1	0
(null)	N0.HOG0000329	0	1	1	2	1	1	1	0	1	1	2	1	1	1
