Desc	HOG	A_obtectus	A_verrucosus	B_siliquastri	C_chinensis	C_maculatus	C_septempunctata	D_melanogaster	D_ponderosae	I_luminosus	P_pyralis	R_ferrugineus	T_castaneum	T_molitor	Z_morio
(null)	N0.HOG0004341	1	1	1	1	1	0	0	1	1	1	4	1	3	1
(null)	N0.HOG0004342	1	1	1	2	2	1	1	0	1	1	2	1	1	2
(null)	N0.HOG0004343	1	2	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004344	1	1	1	3	2	1	0	1	2	1	1	1	1	1
(null)	N0.HOG0004345	1	1	1	1	1	1	1	1	2	3	1	1	1	1
(null)	N0.HOG0004346	2	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004347	1	1	1	2	2	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004348	1	1	1	2	2	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004349	1	1	1	2	2	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004350	2	1	1	3	1	1	1	1	1	2	1	1	0	1
(null)	N0.HOG0004351	1	2	1	1	1	1	1	1	2	1	1	2	1	1
(null)	N0.HOG0004352	1	0	7	3	5	0	0	0	0	0	1	0	0	0
(null)	N0.HOG0004353	2	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004354	2	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004355	1	1	1	2	4	1	1	1	0	1	1	1	1	1
(null)	N0.HOG0004356	1	1	1	1	4	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004357	2	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004358	1	1	1	1	1	1	1	1	1	1	1	4	1	1
(null)	N0.HOG0004359	1	0	1	1	1	1	2	1	1	2	1	1	0	2
(null)	N0.HOG0004360	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0004361	1	2	1	1	1	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0004362	1	2	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004363	1	1	1	1	1	1	1	2	1	1	3	1	1	1
(null)	N0.HOG0004364	1	1	1	1	0	1	0	2	2	2	0	1	0	5
(null)	N0.HOG0004365	1	0	1	2	1	1	1	0	1	1	0	1	1	1
(null)	N0.HOG0004366	0	1	0	1	0	0	1	0	0	0	0	0	0	0
(null)	N0.HOG0004367	1	1	1	1	2	1	3	1	0	2	1	1	1	1
(null)	N0.HOG0004368	1	1	1	2	1	1	1	1	1	1	1	1	3	1
(null)	N0.HOG0004369	1	1	1	2	1	1	1	1	1	1	1	1	3	1
(null)	N0.HOG0004370	2	2	1	1	1	0	1	1	1	1	1	1	1	3
(null)	N0.HOG0004371	2	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004372	1	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	N0.HOG0004373	1	1	1	1	1	1	2	2	1	1	2	1	1	1
(null)	N0.HOG0004374	2	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004375	2	1	1	1	2	1	0	3	1	1	1	1	1	1
(null)	N0.HOG0004376	1	1	1	1	2	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004377	1	1	1	1	1	1	1	3	1	1	1	1	2	1
(null)	N0.HOG0004378	1	1	1	1	3	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004379	1	1	1	1	1	1	1	4	1	1	1	1	1	1
(null)	N0.HOG0004380	2	1	1	1	1	1	1	1	2	1	1	1	1	2
(null)	N0.HOG0004381	1	1	1	2	1	1	1	2	1	1	1	1	1	2
(null)	N0.HOG0004382	1	1	1	1	1	1	1	1	1	1	1	4	2	0
(null)	N0.HOG0004383	1	1	1	2	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004384	1	1	1	1	1	1	1	1	1	1	1	4	1	1
(null)	N0.HOG0004385	1	1	1	1	1	1	1	1	1	2	1	1	1	3
(null)	N0.HOG0004386	1	1	5	1	2	1	0	1	1	1	1	1	1	0
(null)	N0.HOG0004387	1	1	1	1	2	1	1	1	1	3	1	1	1	1
(null)	N0.HOG0004388	1	1	1	1	2	1	1	1	2	2	1	1	1	1
(null)	N0.HOG0004389	1	1	1	1	1	2	1	1	3	1	1	1	1	1
(null)	N0.HOG0004390	1	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	N0.HOG0004391	1	1	1	1	1	3	2	1	1	1	1	1	1	1
(null)	N0.HOG0004392	1	1	1	2	1	1	1	1	1	2	1	1	2	1
(null)	N0.HOG0004393	2	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004394	1	2	1	1	2	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004395	2	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004396	3	1	1	0	2	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004397	1	1	1	1	2	1	1	1	1	1	1	1	2	2
(null)	N0.HOG0004398	1	1	1	1	2	1	1	1	1	3	1	1	1	1
(null)	N0.HOG0004399	2	1	1	1	1	1	0	3	1	1	1	1	1	2
(null)	N0.HOG0004400	4	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004401	2	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004402	1	2	1	1	1	1	0	1	2	3	1	1	1	1
(null)	N0.HOG0004403	1	1	1	1	1	1	1	1	2	1	2	1	1	2
(null)	N0.HOG0004404	1	1	1	1	1	0	4	1	1	2	1	1	1	1
(null)	N0.HOG0004405	1	1	1	1	1	1	1	1	1	3	1	2	1	1
(null)	N0.HOG0004406	0	5	0	0	0	0	0	0	11	1	0	0	0	0
(null)	N0.HOG0004407	0	2	1	1	2	1	1	1	1	2	1	2	1	1
(null)	N0.HOG0004408	0	17	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004409	0	1	0	0	0	0	2	4	0	0	6	1	1	2
(null)	N0.HOG0004410	0	3	1	1	2	1	0	1	2	0	1	1	2	2
(null)	N0.HOG0004411	0	7	0	0	0	0	0	0	0	0	0	2	5	3
(null)	N0.HOG0004412	0	1	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0004413	0	1	0	0	0	1	3	1	2	1	1	1	2	1
(null)	N0.HOG0004414	0	1	0	1	2	1	0	2	2	1	3	2	1	1
(null)	N0.HOG0004415	0	1	0	0	0	0	1	0	4	2	0	1	2	6
(null)	N0.HOG0004416	0	1	1	2	1	1	1	1	1	2	1	1	3	1
(null)	N0.HOG0004417	0	1	0	0	11	0	0	0	0	1	2	2	0	0
(null)	N0.HOG0004418	0	0	2	0	0	3	0	6	4	2	0	0	0	0
(null)	N0.HOG0004419	0	0	0	11	6	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004420	0	0	0	16	1	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004421	0	0	0	1	16	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004422	0	0	0	1	16	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004423	0	0	0	1	16	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004424	0	0	0	17	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004425	0	0	0	0	17	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004426	0	0	0	0	14	2	0	0	0	0	0	0	0	1
(null)	N0.HOG0004427	0	0	0	0	17	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004428	0	0	0	0	2	2	0	0	10	2	1	0	0	0
(null)	N0.HOG0004429	0	0	0	0	17	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004430	0	0	0	0	17	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004431	0	0	0	0	0	17	0	0	0	0	0	0	0	0
(null)	N0.HOG0004432	0	0	0	0	0	17	0	0	0	0	0	0	0	0
(null)	N0.HOG0004433	0	0	0	0	0	3	0	0	0	14	0	0	0	0
(null)	N0.HOG0004434	0	0	0	0	0	7	0	0	1	4	0	0	0	5
(null)	N0.HOG0004435	0	0	0	0	0	1	0	0	1	0	0	5	0	10
(null)	N0.HOG0004436	0	0	0	0	0	0	17	0	0	0	0	0	0	0
(null)	N0.HOG0004437	0	0	0	0	0	0	0	2	15	0	0	0	0	0
(null)	N0.HOG0004438	0	0	0	0	0	0	0	0	17	0	0	0	0	0
(null)	N0.HOG0004439	0	0	0	0	0	0	0	0	17	0	0	0	0	0
(null)	N0.HOG0004440	0	0	0	0	0	0	0	0	11	6	0	0	0	0
(null)	N0.HOG0004441	0	0	0	0	0	0	0	0	3	0	0	2	2	10
(null)	N0.HOG0004442	0	0	0	0	0	0	0	0	0	0	0	0	17	0
(null)	N0.HOG0004443	0	0	0	0	0	0	0	0	0	0	0	0	17	0
(null)	N0.HOG0004444	0	0	0	0	0	0	0	0	0	0	0	0	0	17
(null)	N0.HOG0004445	0	0	0	0	0	0	0	0	0	0	0	0	0	17
(null)	N0.HOG0004446	1	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004447	1	2	1	1	0	1	1	0	1	2	2	1	1	2
(null)	N0.HOG0004448	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0004449	2	1	1	1	0	1	2	0	1	1	1	1	1	1
(null)	N0.HOG0004450	2	1	1	1	1	1	0	1	1	1	1	1	3	1
(null)	N0.HOG0004451	8	0	0	0	0	2	0	2	4	0	0	0	0	0
(null)	N0.HOG0004452	1	1	1	1	0	1	2	1	1	3	1	1	1	1
(null)	N0.HOG0004453	1	1	1	3	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004454	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004455	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004456	2	1	1	1	1	2	0	1	1	1	1	1	1	2
(null)	N0.HOG0004457	2	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004458	1	2	2	1	1	1	1	1	1	1	2	1	0	1
(null)	N0.HOG0004459	1	1	1	1	1	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0004460	1	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	N0.HOG0004461	2	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004462	1	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	N0.HOG0004463	1	1	1	1	1	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0004464	1	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004465	2	1	1	1	1	1	0	1	1	2	1	1	1	2
(null)	N0.HOG0004466	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004467	8	6	0	0	0	0	0	0	1	1	0	0	0	0
(null)	N0.HOG0004468	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004469	1	2	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004470	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004471	1	1	1	1	1	1	1	1	1	1	1	1	2	2
(null)	N0.HOG0004472	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004473	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004474	1	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	N0.HOG0004475	1	1	1	1	1	2	1	1	1	1	1	1	1	2
(null)	N0.HOG0004476	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004477	2	1	1	1	1	1	1	2	1	2	1	1	1	0
(null)	N0.HOG0004478	1	1	1	1	1	2	1	1	1	1	2	1	1	1
(null)	N0.HOG0004479	2	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004480	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004481	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004482	1	1	1	1	1	1	1	0	1	1	2	1	1	3
(null)	N0.HOG0004483	2	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004484	1	1	1	2	1	1	0	2	1	2	1	1	1	1
(null)	N0.HOG0004485	13	0	0	0	2	0	0	1	0	0	0	0	0	0
(null)	N0.HOG0004486	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004487	1	1	1	1	1	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0004488	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004489	14	0	0	0	0	2	0	0	0	0	0	0	0	0
(null)	N0.HOG0004490	1	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004491	1	1	1	1	1	1	1	1	1	2	2	1	1	1
(null)	N0.HOG0004492	1	1	1	1	1	1	1	1	1	1	1	1	1	3
(null)	N0.HOG0004493	9	0	1	2	1	1	0	0	0	2	0	0	0	0
(null)	N0.HOG0004494	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004495	2	1	1	1	1	1	1	1	2	1	1	1	2	0
(null)	N0.HOG0004496	1	3	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004497	1	1	1	2	2	1	1	1	1	2	1	1	0	1
(null)	N0.HOG0004498	1	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004499	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004500	1	1	1	1	1	1	2	1	1	2	1	1	1	1
(null)	N0.HOG0004501	1	1	1	1	1	1	1	1	1	2	2	1	1	1
(null)	N0.HOG0004502	1	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004503	1	1	1	1	1	1	1	1	1	1	1	2	2	1
(null)	N0.HOG0004504	1	2	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004505	4	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	N0.HOG0004506	1	2	1	1	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004507	2	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004508	1	1	1	1	1	1	1	2	0	1	2	1	1	2
(null)	N0.HOG0004509	2	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004510	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004511	1	0	1	2	1	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004512	1	2	1	1	1	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004513	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004514	1	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004515	8	0	0	0	2	2	0	0	2	2	0	0	0	0
(null)	N0.HOG0004516	2	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004517	1	1	1	1	1	1	0	3	1	1	1	1	2	1
(null)	N0.HOG0004518	1	2	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004519	1	1	1	1	1	1	0	2	1	1	1	1	1	3
(null)	N0.HOG0004520	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004521	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004522	9	0	0	0	0	0	0	0	7	0	0	0	0	0
(null)	N0.HOG0004523	1	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	N0.HOG0004524	2	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004525	1	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	N0.HOG0004526	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004527	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004528	1	2	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004529	1	0	1	2	1	1	1	1	1	1	2	1	1	2
(null)	N0.HOG0004530	1	1	1	1	3	1	1	2	1	1	0	1	1	1
(null)	N0.HOG0004531	1	0	2	1	1	2	1	1	1	2	1	1	1	1
(null)	N0.HOG0004532	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004533	1	1	1	1	1	1	1	2	2	2	0	1	1	1
(null)	N0.HOG0004534	1	0	1	3	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004535	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004536	1	1	1	2	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004537	2	1	2	1	1	1	0	2	0	2	1	1	1	1
(null)	N0.HOG0004538	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004539	1	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004540	1	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004541	1	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004542	1	1	1	1	1	1	0	1	2	2	2	1	1	1
(null)	N0.HOG0004543	1	1	1	1	1	1	2	2	1	1	1	1	1	1
(null)	N0.HOG0004544	1	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004545	2	2	1	1	1	1	0	1	1	1	2	1	1	1
(null)	N0.HOG0004546	1	1	1	1	1	1	2	1	1	1	1	1	1	2
(null)	N0.HOG0004547	1	1	1	1	2	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004548	2	3	1	1	1	1	1	1	0	1	1	1	1	1
(null)	N0.HOG0004549	2	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	N0.HOG0004550	1	3	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004551	2	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004552	2	1	1	1	1	1	0	1	1	1	1	1	3	1
(null)	N0.HOG0004553	3	1	1	1	2	1	1	1	1	1	1	1	1	0
(null)	N0.HOG0004554	1	1	1	1	1	2	2	1	0	1	1	1	1	2
(null)	N0.HOG0004555	1	1	1	1	2	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004556	0	1	0	0	0	0	1	0	0	0	0	0	0	1
(null)	N0.HOG0004557	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004558	1	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004559	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004560	2	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	N0.HOG0004561	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004562	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004563	15	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	N0.HOG0004564	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004565	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004566	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004567	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004568	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004569	1	1	1	2	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004570	1	1	1	1	1	1	2	1	1	1	2	1	1	1
(null)	N0.HOG0004571	1	1	1	1	1	2	2	1	1	1	1	1	1	1
(null)	N0.HOG0004572	1	1	1	1	1	1	1	1	1	1	1	1	1	3
(null)	N0.HOG0004573	2	1	1	0	1	2	1	1	1	0	2	1	2	1
(null)	N0.HOG0004574	1	1	1	2	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004575	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004576	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004577	1	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	N0.HOG0004578	2	1	1	1	1	2	0	1	1	2	1	1	1	1
(null)	N0.HOG0004579	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004580	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004581	2	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004582	1	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004583	1	1	1	2	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004584	4	2	1	1	1	1	0	0	1	1	0	1	1	2
(null)	N0.HOG0004585	1	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004586	2	1	0	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004587	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004588	1	1	1	1	1	2	2	1	1	1	1	1	1	1
(null)	N0.HOG0004589	2	0	1	2	1	2	0	1	1	1	1	1	1	2
(null)	N0.HOG0004590	1	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004591	2	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004592	1	1	1	1	1	1	1	1	1	1	2	1	1	2
(null)	N0.HOG0004593	1	1	1	2	1	2	0	1	1	1	1	2	1	1
(null)	N0.HOG0004594	1	1	1	1	2	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004595	1	1	1	1	2	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004596	1	1	1	1	1	1	3	1	1	1	1	1	1	1
(null)	N0.HOG0004597	1	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004598	1	1	1	1	1	1	1	2	2	1	1	1	1	1
(null)	N0.HOG0004599	1	1	1	1	1	1	3	1	1	1	1	1	1	1
(null)	N0.HOG0004600	1	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	N0.HOG0004601	1	1	1	2	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004602	1	1	1	1	1	1	3	1	1	1	1	1	1	1
(null)	N0.HOG0004603	1	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004604	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004605	2	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004606	1	1	2	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004607	1	1	1	1	1	1	3	1	1	1	1	1	1	1
(null)	N0.HOG0004608	1	1	1	1	1	1	2	1	1	2	1	1	1	1
(null)	N0.HOG0004609	1	1	1	1	1	1	2	2	1	1	1	1	1	1
(null)	N0.HOG0004610	1	1	1	1	1	1	1	1	2	1	1	1	2	1
(null)	N0.HOG0004611	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004612	1	2	1	1	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004613	1	1	2	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004614	1	2	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004615	1	2	1	1	1	1	1	1	2	2	1	1	0	1
(null)	N0.HOG0004616	1	1	1	1	1	1	1	1	2	1	1	1	2	1
(null)	N0.HOG0004617	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004618	16	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0004619	1	1	1	2	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004620	1	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004621	1	1	0	1	1	2	2	2	1	1	1	1	1	1
(null)	N0.HOG0004622	1	1	1	1	1	2	1	1	1	1	2	1	1	1
(null)	N0.HOG0004623	1	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	N0.HOG0004624	1	1	1	2	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004625	1	1	1	1	1	1	0	1	4	1	1	1	1	1
(null)	N0.HOG0004626	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004627	2	1	1	2	2	1	0	1	1	1	1	1	1	1
(null)	N0.HOG0004628	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004629	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004630	1	2	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004631	1	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004632	1	2	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004633	1	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	N0.HOG0004634	1	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004635	1	1	1	2	1	1	1	1	1	2	1	2	1	0
(null)	N0.HOG0004636	1	2	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004637	2	1	1	1	1	1	0	1	1	1	3	1	1	1
(null)	N0.HOG0004638	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004639	1	1	1	1	1	1	1	1	1	2	1	1	1	2
(null)	N0.HOG0004640	2	0	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004641	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004642	1	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	N0.HOG0004643	1	1	1	1	1	1	1	1	1	1	2	1	1	2
(null)	N0.HOG0004644	1	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004645	1	2	1	1	1	1	0	2	0	3	1	1	1	1
(null)	N0.HOG0004646	2	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	N0.HOG0004647	1	1	0	3	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004648	1	1	1	1	1	1	1	3	1	1	1	1	1	1
(null)	N0.HOG0004649	2	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004650	1	1	1	1	1	1	1	1	2	1	1	1	1	2
(null)	N0.HOG0004651	2	3	1	1	1	1	1	1	0	1	1	1	1	1
(null)	N0.HOG0004652	2	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0004653	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004654	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004655	2	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	N0.HOG0004656	2	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	N0.HOG0004657	1	1	1	2	1	1	1	1	1	1	2	1	1	1
(null)	N0.HOG0004658	1	2	1	1	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004659	2	1	1	2	1	1	0	1	1	1	1	1	1	2
(null)	N0.HOG0004660	2	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004661	1	1	1	3	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004662	1	1	1	1	1	1	2	1	1	2	1	1	1	1
(null)	N0.HOG0004663	1	1	1	1	1	2	1	1	1	2	1	1	1	1
(null)	N0.HOG0004664	1	1	1	1	2	1	1	1	1	1	1	1	2	1
(null)	N0.HOG0004665	2	1	1	2	1	1	1	1	2	1	1	1	0	1
(null)	N0.HOG0004666	4	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004667	1	1	1	1	2	1	1	2	1	1	1	1	1	1
(null)	N0.HOG0004668	2	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0004669	1	1	2	2	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0004670	1	1	1	3	1	1	1	1	1	1	1	1	1	1
