Desc	HOG	A_obtectus	A_verrucosus	B_siliquastri	C_chinensis	C_maculatus	C_septempunctata	D_melanogaster	D_ponderosae	I_luminosus	P_pyralis	R_ferrugineus	T_castaneum	T_molitor	Z_morio
(null)	N0.HOG0000000	0	0	0	0	0	756	0	0	0	0	0	0	0	1
(null)	N0.HOG0000001	0	0	0	0	3	0	0	0	0	0	2	0	0	0
(null)	N0.HOG0000002	0	0	0	0	0	0	0	4	0	0	0	0	0	0
(null)	N0.HOG0000003	0	2	0	0	0	0	0	0	0	2	0	1	4	2
(null)	N0.HOG0000004	2	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	N0.HOG0000005	1	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	N0.HOG0000006	0	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	N0.HOG0000007	0	0	0	0	0	0	0	0	4	2	3	0	0	0
(null)	N0.HOG0000008	1	0	0	0	0	0	1	0	1	16	0	0	0	0
(null)	N0.HOG0000009	2	1	0	21	27	54	0	0	0	6	1	0	8	3
(null)	N0.HOG0000010	0	0	0	0	0	0	4	0	0	0	0	0	0	0
(null)	N0.HOG0000011	5	14	6	9	33	47	0	37	1	9	9	4	8	15
(null)	N0.HOG0000012	22	0	0	0	0	0	1	5	3	1	2	0	1	0
(null)	N0.HOG0000013	4	0	1	0	0	0	3	0	1	1	1	0	0	0
(null)	N0.HOG0000014	121	34	6	38	56	13	1	1	29	60	3	1	4	10
(null)	N0.HOG0000015	1	1	1	1	2	1	1	1	9	1	4	1	1	1
(null)	N0.HOG0000016	0	0	1	3	1	0	1	0	0	0	2	2	1	2
(null)	N0.HOG0000017	1	0	2	2	3	1	1	9	3	0	8	0	2	3
(null)	N0.HOG0000018	0	0	0	0	0	1	1	1	0	1	1	0	0	0
(null)	N0.HOG0000019	0	0	0	0	0	0	1	1	0	0	0	0	0	0
(null)	N0.HOG0000020	3	2	2	8	5	1	1	5	4	0	3	1	4	3
(null)	N0.HOG0000021	2	0	3	1	1	0	0	1	0	0	2	2	1	2
(null)	N0.HOG0000022	0	2	1	0	0	1	0	4	0	0	5	1	2	1
(null)	N0.HOG0000023	7	8	9	14	15	4	1	10	13	0	16	9	14	15
(null)	N0.HOG0000024	4	0	4	3	3	3	1	7	6	0	7	0	2	3
(null)	N0.HOG0000025	0	0	0	328	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000026	1	0	0	317	1	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000027	9	29	14	10	12	10	16	8	73	28	18	35	52	2
(null)	N0.HOG0000028	1	1	1	1	1	3	0	1	2	0	1	1	1	1
(null)	N0.HOG0000029	2	1	2	2	3	2	7	2	4	10	2	2	1	2
(null)	N0.HOG0000030	10	17	10	7	10	11	3	12	11	22	16	26	23	33
(null)	N0.HOG0000031	3	3	4	3	2	5	1	3	3	4	3	3	2	5
(null)	N0.HOG0000032	53	8	7	37	52	27	0	1	43	55	0	2	18	7
(null)	N0.HOG0000033	53	8	14	18	53	33	1	1	39	64	2	0	0	14
(null)	N0.HOG0000034	23	15	4	31	42	7	0	8	81	6	63	1	1	13
(null)	N0.HOG0000035	135	5	1	32	17	19	1	3	11	23	4	1	10	15
(null)	N0.HOG0000036	1	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	N0.HOG0000037	10	48	6	6	8	3	3	0	1	0	5	22	21	39
(null)	N0.HOG0000038	1	5	4	2	1	1	3	5	33	11	1	7	7	13
(null)	N0.HOG0000039	4	3	3	2	3	5	3	6	8	1	5	3	6	4
(null)	N0.HOG0000040	1	1	0	0	1	1	1	1	1	1	0	1	1	1
(null)	N0.HOG0000041	1	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000042	1	1	0	1	0	1	1	0	1	1	0	1	1	1
(null)	N0.HOG0000043	6	13	2	4	8	11	0	10	13	12	13	18	17	21
(null)	N0.HOG0000044	2	2	1	1	3	1	2	0	1	2	1	1	2	0
(null)	N0.HOG0000045	14	28	16	15	18	17	2	14	37	22	12	19	11	29
(null)	N0.HOG0000046	35	6	19	20	80	34	0	0	2	40	0	5	11	0
(null)	N0.HOG0000047	3	64	11	6	6	3	0	0	38	41	1	12	28	38
(null)	N0.HOG0000048	77	7	6	27	22	14	0	0	46	30	3	0	5	10
(null)	N0.HOG0000049	62	22	9	9	18	24	1	2	45	18	0	7	11	15
(null)	N0.HOG0000050	5	0	2	4	5	0	1	2	9	3	4	14	6	7
(null)	N0.HOG0000051	1	0	1	1	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000052	1	0	6	22	17	0	0	0	4	2	0	0	4	2
(null)	N0.HOG0000053	1	3	0	5	4	3	1	7	2	7	0	31	20	2
(null)	N0.HOG0000054	0	0	0	0	13	0	5	0	2	7	0	0	0	0
(null)	N0.HOG0000055	42	6	10	4	17	20	0	2	21	59	1	2	10	10
(null)	N0.HOG0000056	7	46	9	6	6	4	3	7	11	4	24	19	44	33
(null)	N0.HOG0000057	0	0	0	207	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000058	64	8	5	12	18	9	0	2	23	41	0	0	14	5
(null)	N0.HOG0000059	7	10	1	7	6	7	6	9	57	32	10	20	26	3
(null)	N0.HOG0000060	25	5	0	18	40	27	0	0	12	31	0	3	8	28
(null)	N0.HOG0000061	2	3	2	2	4	2	8	2	2	3	8	3	3	3
(null)	N0.HOG0000062	7	5	3	6	11	8	0	7	5	5	4	6	7	9
(null)	N0.HOG0000063	0	0	0	0	0	0	0	0	2	2	0	0	0	0
(null)	N0.HOG0000064	0	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	N0.HOG0000065	0	1	0	0	0	0	0	1	0	0	1	0	0	0
(null)	N0.HOG0000066	0	1	0	0	0	0	1	1	0	0	0	1	1	0
(null)	N0.HOG0000067	2	3	2	4	4	11	1	3	0	0	6	3	3	5
(null)	N0.HOG0000068	16	1	4	5	48	21	1	0	43	39	2	4	2	4
(null)	N0.HOG0000069	39	11	7	6	19	8	1	2	19	48	0	2	2	18
(null)	N0.HOG0000070	55	1	0	0	49	42	0	0	12	6	1	16	0	0
(null)	N0.HOG0000071	7	11	2	16	4	0	1	0	7	3	0	2	2	13
(null)	N0.HOG0000072	39	8	1	15	11	10	1	1	21	0	0	0	1	5
(null)	N0.HOG0000073	15	14	15	13	18	5	1	16	21	10	18	16	15	4
(null)	N0.HOG0000074	17	4	3	2	38	9	0	2	75	14	0	0	1	11
(null)	N0.HOG0000075	6	22	0	1	10	67	4	4	12	10	0	2	19	19
(null)	N0.HOG0000076	60	6	3	8	49	19	0	2	8	11	0	1	4	4
(null)	N0.HOG0000077	19	12	7	3	21	7	0	8	6	13	1	13	17	41
(null)	N0.HOG0000078	5	34	7	6	7	7	9	9	2	5	7	17	41	17
(null)	N0.HOG0000079	2	1	2	2	1	3	1	1	1	0	1	1	2	3
(null)	N0.HOG0000080	2	5	4	4	6	4	0	16	31	5	3	5	5	17
(null)	N0.HOG0000081	1	0	1	1	1	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000082	0	1	0	0	0	0	18	1	0	0	0	1	2	0
(null)	N0.HOG0000083	0	1	0	0	0	0	3	0	6	0	0	1	1	1
(null)	N0.HOG0000084	0	0	0	0	0	0	4	0	1	0	0	0	0	0
(null)	N0.HOG0000085	2	7	4	7	7	10	13	9	6	7	6	2	5	21
(null)	N0.HOG0000086	4	8	4	5	3	1	6	1	10	4	1	5	4	7
(null)	N0.HOG0000087	23	0	2	3	5	3	1	3	3	28	1	1	8	9
(null)	N0.HOG0000088	5	6	3	2	8	14	1	2	10	4	0	5	4	9
(null)	N0.HOG0000089	7	8	6	5	8	5	6	10	31	43	10	7	5	17
(null)	N0.HOG0000090	8	0	4	14	33	4	3	14	37	17	1	4	19	9
(null)	N0.HOG0000091	8	6	5	9	12	16	0	3	44	39	3	5	7	4
(null)	N0.HOG0000092	0	7	0	0	0	0	2	0	4	4	0	8	9	19
(null)	N0.HOG0000093	0	28	0	0	0	0	2	6	1	1	0	28	37	9
(null)	N0.HOG0000094	20	8	6	19	2	9	0	1	37	37	0	0	10	13
(null)	N0.HOG0000095	7	13	14	8	14	2	15	7	20	11	5	10	5	29
(null)	N0.HOG0000096	9	0	0	18	60	7	0	2	30	13	0	0	1	19
(null)	N0.HOG0000097	12	9	0	2	35	22	0	3	30	18	0	7	3	14
(null)	N0.HOG0000098	31	13	1	11	22	3	0	1	30	13	1	9	3	18
(null)	N0.HOG0000099	7	17	3	11	8	9	0	2	30	23	4	8	21	13
(null)	N0.HOG0000100	2	1	3	4	2	0	10	3	3	3	2	1	1	1
(null)	N0.HOG0000101	0	14	0	0	0	6	3	2	24	11	1	15	19	24
(null)	N0.HOG0000102	22	4	4	27	20	33	0	0	14	26	0	1	0	2
(null)	N0.HOG0000103	2	1	1	1	1	1	1	1	0	0	0	1	1	0
(null)	N0.HOG0000104	2	0	1	1	1	1	1	1	1	2	0	1	1	1
(null)	N0.HOG0000105	1	0	1	1	1	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000106	0	3	0	0	0	0	1	0	0	0	2	2	2	2
(null)	N0.HOG0000107	0	0	0	0	0	0	1	0	1	0	0	1	1	1
(null)	N0.HOG0000108	14	5	9	8	10	8	4	2	8	4	15	7	6	7
(null)	N0.HOG0000109	7	10	10	20	3	0	0	5	3	0	10	19	30	34
(null)	N0.HOG0000110	47	1	1	26	19	10	0	0	8	28	0	1	3	4
(null)	N0.HOG0000111	15	1	11	10	62	5	0	4	11	17	0	0	5	7
(null)	N0.HOG0000112	3	4	2	3	3	5	19	0	6	1	2	7	3	13
(null)	N0.HOG0000113	5	5	2	4	6	10	1	9	1	19	6	5	0	2
(null)	N0.HOG0000114	14	4	2	0	22	16	0	0	16	61	0	1	2	4
(null)	N0.HOG0000115	28	4	4	25	19	7	0	3	11	14	1	10	2	9
(null)	N0.HOG0000116	17	2	0	5	18	8	0	0	41	22	0	4	2	18
(null)	N0.HOG0000117	33	7	1	14	19	7	0	4	26	12	0	6	3	5
(null)	N0.HOG0000118	1	1	1	0	1	1	3	1	1	1	1	1	1	1
(null)	N0.HOG0000119	4	10	2	2	3	5	5	5	10	7	9	9	12	39
(null)	N0.HOG0000120	3	13	3	4	3	4	14	4	3	12	8	15	20	31
(null)	N0.HOG0000121	2	19	8	0	2	11	1	6	53	14	1	1	9	9
(null)	N0.HOG0000122	1	3	6	11	12	35	0	2	12	41	0	2	2	9
(null)	N0.HOG0000123	18	6	5	11	11	9	0	0	30	19	0	2	6	14
(null)	N0.HOG0000124	21	9	1	15	7	10	0	1	28	27	0	0	2	3
(null)	N0.HOG0000125	0	2	0	0	0	4	3	2	12	2	0	1	12	2
(null)	N0.HOG0000126	5	12	1	4	0	17	2	7	13	15	0	0	3	5
(null)	N0.HOG0000127	2	0	2	6	1	1	1	0	2	9	0	2	0	2
(null)	N0.HOG0000128	0	1	0	0	1	1	0	0	0	0	0	1	1	2
(null)	N0.HOG0000129	0	0	0	0	0	1	0	0	0	2	0	0	0	0
(null)	N0.HOG0000130	0	0	0	2	1	2	2	0	0	0	0	0	0	0
(null)	N0.HOG0000131	0	0	0	1	0	0	1	0	0	1	0	0	0	0
(null)	N0.HOG0000132	0	0	0	0	0	0	1	0	0	1	0	0	0	0
(null)	N0.HOG0000133	7	2	0	3	15	0	0	0	0	10	0	0	2	0
(null)	N0.HOG0000134	15	2	0	1	1	3	0	0	0	12	0	0	0	0
(null)	N0.HOG0000135	22	13	1	8	9	9	1	4	38	9	1	2	2	1
(null)	N0.HOG0000136	0	0	0	0	0	3	2	1	3	0	12	0	0	0
(null)	N0.HOG0000137	0	0	0	0	1	0	1	0	2	0	1	0	0	0
(null)	N0.HOG0000138	5	0	0	0	0	0	6	1	1	1	0	0	0	0
(null)	N0.HOG0000139	44	0	1	0	3	2	2	1	3	6	12	0	4	0
(null)	N0.HOG0000140	5	9	3	2	6	8	6	1	26	8	6	8	17	14
(null)	N0.HOG0000141	12	8	9	9	10	4	2	3	7	21	6	8	9	11
(null)	N0.HOG0000142	2	26	3	2	4	4	1	2	19	13	6	9	17	10
(null)	N0.HOG0000143	15	0	10	16	28	8	0	4	3	23	0	1	5	4
(null)	N0.HOG0000144	4	5	6	3	6	5	0	1	19	14	1	9	7	37
(null)	N0.HOG0000145	11	10	5	8	8	1	2	6	4	1	11	5	19	25
(null)	N0.HOG0000146	42	14	9	10	12	5	0	0	5	12	0	0	1	5
(null)	N0.HOG0000147	4	11	1	18	16	35	0	13	0	2	0	4	2	3
(null)	N0.HOG0000148	10	4	7	7	13	14	0	6	10	26	10	4	2	2
(null)	N0.HOG0000149	2	5	2	7	8	36	0	0	3	28	0	1	15	8
(null)	N0.HOG0000150	7	33	1	2	2	20	0	0	19	0	0	4	10	15
(null)	N0.HOG0000151	50	0	1	5	34	0	0	0	11	11	0	0	0	1
(null)	N0.HOG0000152	11	0	0	0	4	97	0	0	1	0	0	0	0	0
(null)	N0.HOG0000153	19	0	4	8	11	11	0	0	22	30	0	2	1	4
(null)	N0.HOG0000154	22	0	2	1	15	45	0	0	8	19	0	0	0	0
(null)	N0.HOG0000155	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000156	0	0	5	9	20	0	1	5	2	1	0	2	5	4
(null)	N0.HOG0000157	0	0	2	1	7	0	3	6	5	3	10	3	6	10
(null)	N0.HOG0000158	25	0	0	11	11	9	0	0	22	27	0	2	1	3
(null)	N0.HOG0000159	1	1	1	1	1	1	3	1	1	2	4	2	3	2
(null)	N0.HOG0000160	1	3	1	2	2	2	1	4	3	7	4	1	1	1
(null)	N0.HOG0000161	1	8	1	1	2	1	1	0	1	1	0	8	10	19
(null)	N0.HOG0000162	0	0	0	0	46	14	0	40	11	0	0	0	0	0
(null)	N0.HOG0000163	9	0	5	17	15	10	0	0	15	5	0	4	0	30
(null)	N0.HOG0000164	17	2	4	5	5	9	1	4	1	19	1	1	3	1
(null)	N0.HOG0000165	1	0	0	0	4	1	1	1	1	0	0	0	0	0
(null)	N0.HOG0000166	4	0	2	2	4	2	1	2	2	5	0	1	2	1
(null)	N0.HOG0000167	10	23	1	6	22	3	0	0	22	13	0	4	2	4
(null)	N0.HOG0000168	0	1	0	0	31	0	0	0	11	44	0	0	10	13
(null)	N0.HOG0000169	1	11	1	2	0	9	1	7	8	7	0	0	9	4
(null)	N0.HOG0000170	1	10	1	2	0	6	1	8	10	2	1	1	5	1
(null)	N0.HOG0000171	2	2	1	2	0	1	1	1	0	1	1	1	1	0
(null)	N0.HOG0000172	1	1	1	1	1	0	4	0	0	1	0	1	2	2
(null)	N0.HOG0000173	1	12	1	1	1	3	4	2	22	16	1	7	6	2
(null)	N0.HOG0000174	2	7	3	5	1	4	11	3	19	13	0	13	17	10
(null)	N0.HOG0000175	43	2	1	10	6	2	0	3	26	7	0	3	2	2
(null)	N0.HOG0000176	39	7	8	9	7	3	0	0	18	6	4	0	0	6
(null)	N0.HOG0000177	9	11	6	3	1	6	3	4	6	10	5	12	19	12
(null)	N0.HOG0000178	6	2	3	4	29	20	0	4	19	3	1	0	0	11
(null)	N0.HOG0000179	6	7	8	12	13	1	2	9	4	3	6	4	15	16
(null)	N0.HOG0000180	3	0	0	5	2	9	0	1	24	17	5	2	7	30
(null)	N0.HOG0000181	7	10	3	16	29	19	0	0	1	4	0	0	1	15
(null)	N0.HOG0000182	3	4	4	3	5	2	2	2	3	2	2	3	4	3
(null)	N0.HOG0000183	1	0	1	1	1	2	1	1	2	1	2	1	1	1
(null)	N0.HOG0000184	2	4	2	2	3	2	4	4	4	4	5	3	5	2
(null)	N0.HOG0000185	1	1	1	1	1	0	1	1	1	1	1	1	1	0
(null)	N0.HOG0000186	1	0	1	2	3	0	1	1	2	1	1	1	1	2
(null)	N0.HOG0000187	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	N0.HOG0000188	4	3	4	4	4	1	7	4	6	7	5	4	4	5
(null)	N0.HOG0000189	1	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	N0.HOG0000190	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	N0.HOG0000191	0	1	1	1	1	0	2	0	2	0	0	1	1	3
(null)	N0.HOG0000192	1	0	1	0	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000193	0	0	0	0	0	0	2	0	10	3	0	0	0	0
(null)	N0.HOG0000194	0	19	0	0	0	2	2	0	2	0	0	7	22	5
(null)	N0.HOG0000195	0	1	0	0	0	1	0	0	2	2	0	1	0	1
(null)	N0.HOG0000196	2	3	5	5	30	16	0	2	2	16	0	9	9	4
(null)	N0.HOG0000197	1	16	1	3	5	33	0	0	0	7	0	12	6	19
(null)	N0.HOG0000198	15	7	7	9	12	4	1	8	10	3	2	6	9	9
(null)	N0.HOG0000199	13	10	6	9	11	10	0	0	5	1	0	4	17	15
(null)	N0.HOG0000200	27	3	6	15	15	5	1	4	2	14	2	1	1	5
(null)	N0.HOG0000201	1	2	4	5	22	6	0	2	19	24	3	10	1	2
(null)	N0.HOG0000202	4	5	1	37	7	5	0	0	9	23	0	1	3	6
(null)	N0.HOG0000203	9	0	1	18	29	16	0	0	7	17	1	0	0	2
(null)	N0.HOG0000204	6	20	6	7	7	4	6	2	14	6	7	4	10	1
(null)	N0.HOG0000205	2	2	2	8	28	7	0	1	10	35	0	1	2	2
(null)	N0.HOG0000206	24	1	1	13	5	4	0	0	13	21	0	0	2	15
(null)	N0.HOG0000207	22	3	4	23	23	11	0	2	0	7	0	0	2	1
(null)	N0.HOG0000208	2	0	0	0	0	88	0	1	2	2	0	0	0	3
(null)	N0.HOG0000209	0	1	0	0	0	1	0	0	1	0	0	1	1	1
(null)	N0.HOG0000210	2	0	1	1	1	0	1	0	0	0	1	0	1	0
(null)	N0.HOG0000211	0	0	0	0	0	1	1	1	1	1	0	1	0	1
(null)	N0.HOG0000212	2	0	1	1	0	1	1	0	1	1	1	0	0	0
(null)	N0.HOG0000213	0	0	0	0	0	1	1	0	0	0	2	0	0	0
(null)	N0.HOG0000214	0	1	1	1	1	2	1	1	1	4	2	3	3	3
(null)	N0.HOG0000215	6	1	7	6	1	2	1	2	1	1	4	1	3	1
(null)	N0.HOG0000216	1	1	1	1	1	0	1	1	1	0	1	1	1	1
(null)	N0.HOG0000217	1	0	0	1	0	0	1	2	1	1	1	0	0	0
(null)	N0.HOG0000218	5	13	3	4	4	1	1	6	2	1	5	12	8	13
(null)	N0.HOG0000219	0	0	0	0	0	1	1	1	1	0	0	0	0	0
(null)	N0.HOG0000220	13	5	7	12	8	3	5	10	0	0	8	7	10	6
(null)	N0.HOG0000221	8	8	1	4	0	18	2	1	20	20	0	0	7	8
(null)	N0.HOG0000222	1	32	0	0	0	0	0	0	0	0	0	21	22	21
(null)	N0.HOG0000223	0	0	1	4	92	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000224	5	14	3	3	3	1	0	5	4	2	3	6	11	35
(null)	N0.HOG0000225	7	12	0	2	2	9	0	0	41	11	0	1	4	5
(null)	N0.HOG0000226	25	7	0	35	0	4	0	1	7	13	0	0	1	0
(null)	N0.HOG0000227	4	2	4	6	7	17	0	3	2	7	0	8	2	31
(null)	N0.HOG0000228	26	0	20	29	17	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000229	18	0	1	5	8	13	0	0	10	25	0	7	0	4
(null)	N0.HOG0000230	8	12	5	7	5	2	0	1	33	11	0	0	3	4
(null)	N0.HOG0000231	4	15	4	5	3	4	0	3	3	3	4	8	7	28
(null)	N0.HOG0000232	1	1	1	1	1	1	3	0	1	3	1	1	1	1
(null)	N0.HOG0000233	0	0	0	0	0	0	1	0	28	2	0	0	0	1
(null)	N0.HOG0000234	1	0	1	1	1	2	5	2	3	8	0	2	2	11
(null)	N0.HOG0000235	0	0	0	0	0	0	0	0	1	2	0	0	0	0
(null)	N0.HOG0000236	1	5	0	0	10	14	0	1	17	22	1	6	0	14
(null)	N0.HOG0000237	1	16	0	0	0	11	0	1	4	20	0	17	7	14
(null)	N0.HOG0000238	64	0	0	5	17	0	0	0	2	2	0	0	0	0
(null)	N0.HOG0000239	1	1	1	2	1	1	2	1	1	1	1	1	1	1
(null)	N0.HOG0000240	1	0	1	2	1	0	1	0	1	0	2	1	1	0
(null)	N0.HOG0000241	3	2	2	3	4	3	1	7	9	17	3	2	2	4
(null)	N0.HOG0000242	16	2	0	5	13	22	1	1	8	10	0	0	3	8
(null)	N0.HOG0000243	37	6	2	1	2	3	0	0	11	18	0	0	8	1
(null)	N0.HOG0000244	3	7	1	2	2	4	4	4	18	16	3	9	9	7
(null)	N0.HOG0000245	0	0	0	0	0	1	1	0	0	0	0	0	1	0
(null)	N0.HOG0000246	0	0	0	0	0	1	20	0	1	0	0	0	0	0
(null)	N0.HOG0000247	0	0	0	0	0	0	8	0	1	0	0	0	0	0
(null)	N0.HOG0000248	0	0	0	0	0	10	24	0	13	1	0	0	3	0
(null)	N0.HOG0000249	35	4	1	5	1	7	0	0	4	22	0	2	1	6
(null)	N0.HOG0000250	5	0	3	0	26	36	0	2	10	0	0	0	1	5
(null)	N0.HOG0000251	5	12	6	8	5	6	0	5	7	3	4	14	2	10
(null)	N0.HOG0000252	21	1	0	6	5	8	0	0	11	30	0	0	0	5
(null)	N0.HOG0000253	8	14	9	9	6	1	0	10	2	1	10	4	7	6
(null)	N0.HOG0000254	1	0	0	12	8	32	0	6	13	1	3	6	1	4
(null)	N0.HOG0000255	0	3	8	2	7	11	0	4	3	3	0	22	15	9
(null)	N0.HOG0000256	30	0	1	1	11	7	0	0	12	18	1	0	0	5
(null)	N0.HOG0000257	4	0	0	29	15	2	0	3	5	21	0	1	2	4
(null)	N0.HOG0000258	0	3	0	22	25	7	0	0	1	20	0	0	1	7
(null)	N0.HOG0000259	0	0	0	0	86	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000260	11	2	9	7	14	4	1	4	8	9	13	1	2	0
(null)	N0.HOG0000261	8	6	20	5	6	8	0	0	4	1	0	1	16	10
(null)	N0.HOG0000262	2	1	2	3	4	1	1	1	2	3	1	1	1	1
(null)	N0.HOG0000263	3	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000264	1	3	1	2	1	5	1	1	2	3	1	2	3	3
(null)	N0.HOG0000265	1	2	1	1	2	1	1	1	1	1	1	1	1	1
(null)	N0.HOG0000266	2	2	2	2	1	2	1	2	1	2	2	2	2	2
(null)	N0.HOG0000267	1	1	1	1	1	1	1	0	2	2	1	1	1	1
(null)	N0.HOG0000268	3	4	3	5	2	4	1	0	5	2	5	3	4	2
(null)	N0.HOG0000269	15	0	1	11	17	1	0	0	6	32	0	0	0	1
(null)	N0.HOG0000270	7	8	2	33	1	0	0	1	18	0	0	6	0	7
(null)	N0.HOG0000271	1	2	2	1	2	1	1	1	2	2	2	1	1	2
(null)	N0.HOG0000272	1	1	1	1	1	0	0	0	0	1	1	0	0	0
(null)	N0.HOG0000273	2	0	2	2	2	2	1	1	1	1	2	2	2	0
(null)	N0.HOG0000274	3	4	3	3	3	1	1	2	2	4	2	2	2	3
(null)	N0.HOG0000275	0	0	0	0	0	0	1	0	2	0	0	0	0	0
(null)	N0.HOG0000276	8	5	4	5	8	7	1	3	7	10	5	6	5	6
(null)	N0.HOG0000277	28	0	1	16	7	1	0	7	11	0	0	6	2	3
(null)	N0.HOG0000278	9	1	9	6	10	5	3	2	12	9	1	4	4	7
(null)	N0.HOG0000279	0	1	0	0	0	0	1	2	1	1	0	1	0	0
(null)	N0.HOG0000280	0	0	0	0	0	0	4	0	1	0	0	0	0	0
(null)	N0.HOG0000281	8	1	9	9	1	0	0	3	21	9	3	2	2	2
(null)	N0.HOG0000282	2	2	2	2	2	3	4	3	11	6	2	2	2	4
(null)	N0.HOG0000283	3	4	1	1	1	2	1	2	5	6	2	2	2	3
(null)	N0.HOG0000284	5	10	3	5	8	4	1	2	13	13	2	4	6	6
(null)	N0.HOG0000285	0	1	0	0	3	7	0	0	4	0	0	17	41	8
(null)	N0.HOG0000286	15	1	3	4	15	0	0	0	21	20	0	0	0	1
(null)	N0.HOG0000287	0	5	1	1	1	4	0	1	36	5	1	2	11	12
(null)	N0.HOG0000288	4	7	4	5	8	4	0	1	2	8	3	3	15	15
(null)	N0.HOG0000289	2	3	2	2	3	2	0	1	1	13	1	17	26	6
(null)	N0.HOG0000290	0	0	0	79	0	0	0	0	0	0	0	0	0	0
(null)	N0.HOG0000291	1	1	2	2	1	2	1	1	1	1	2	1	1	1
(null)	N0.HOG0000292	0	0	0	0	1	0	0	1	1	0	0	0	0	0
(null)	N0.HOG0000293	4	2	3	4	3	3	1	1	2	2	3	2	2	3
(null)	N0.HOG0000294	0	0	0	0	0	0	1	0	0	1	1	0	0	0
(null)	N0.HOG0000295	3	1	2	3	3	1	0	1	0	1	1	1	1	1
(null)	N0.HOG0000296	11	1	2	0	23	6	1	0	14	0	2	1	0	17
(null)	N0.HOG0000297	5	4	2	5	6	3	0	3	3	18	4	6	13	6
(null)	N0.HOG0000298	30	2	0	4	7	4	0	0	7	13	0	0	1	9
(null)	N0.HOG0000299	14	0	3	13	25	5	0	0	1	7	0	0	0	9
(null)	N0.HOG0000300	4	3	4	4	4	2	0	4	17	11	5	5	6	8
(null)	N0.HOG0000301	2	22	1	3	5	2	0	1	3	4	1	6	12	15
(null)	N0.HOG0000302	1	2	1	59	3	2	1	3	0	1	0	1	0	3
(null)	N0.HOG0000303	0	7	0	1	2	0	2	2	4	1	0	0	2	0
(null)	N0.HOG0000304	0	6	0	2	2	14	9	0	11	2	0	1	1	6
(null)	N0.HOG0000305	6	5	5	6	8	3	2	10	2	13	7	3	2	4
(null)	N0.HOG0000306	3	7	1	4	1	6	0	4	29	7	0	4	2	8
(null)	N0.HOG0000307	3	2	5	5	3	1	1	1	7	3	1	2	2	2
(null)	N0.HOG0000308	2	2	2	2	1	3	2	3	1	2	2	4	6	6
(null)	N0.HOG0000309	1	25	1	1	1	9	0	2	5	2	1	8	12	8
(null)	N0.HOG0000310	4	6	5	2	2	3	0	11	0	0	10	9	21	3
(null)	N0.HOG0000311	3	1	2	2	2	2	4	2	1	1	2	2	2	2
(null)	N0.HOG0000312	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	N0.HOG0000313	1	1	1	1	1	1	2	2	2	1	1	1	1	2
(null)	N0.HOG0000314	3	1	3	3	3	1	1	1	5	1	1	1	1	2
(null)	N0.HOG0000315	5	3	3	4	3	1	4	8	8	4	3	3	8	17
(null)	N0.HOG0000316	3	8	3	6	5	4	1	2	8	9	2	7	8	9
(null)	N0.HOG0000317	1	13	1	1	1	4	2	4	9	2	2	7	14	14
(null)	N0.HOG0000318	19	0	4	11	13	5	0	0	1	20	0	0	1	0
(null)	N0.HOG0000319	7	1	1	5	7	0	2	2	32	6	2	2	1	6
(null)	N0.HOG0000320	7	1	11	10	11	0	0	3	12	9	4	3	2	1
(null)	N0.HOG0000321	15	0	2	6	21	1	0	1	11	11	0	0	0	5
(null)	N0.HOG0000322	27	1	3	0	2	8	0	0	2	23	0	0	0	7
(null)	N0.HOG0000323	1	0	0	0	23	14	0	0	9	11	0	5	0	10
(null)	N0.HOG0000324	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	N0.HOG0000325	0	0	0	0	0	0	0	0	0	2	0	0	0	0
(null)	N0.HOG0000326	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	N0.HOG0000327	0	0	0	0	0	0	0	0	2	0	0	0	0	0
(null)	N0.HOG0000328	0	4	0	0	0	2	2	2	1	0	2	2	4	5
(null)	N0.HOG0000329	1	1	1	1	1	1	2	1	3	0	1	1	1	4
