OG	slope	p-value	sig_after_multiple_testing
N0.HOG0002050	-0.000500385230512436	0.49636820258759473	x
N0.HOG0002051	0.002132753085827634	0.025417260860089823	n
N0.HOG0002052	-0.0009625818183185682	0.2927466623600546	x
N0.HOG0002053	0.00011903537892529011	0.7824977498060104	x
N0.HOG0002054	2.0364353407045965e-05	0.9482985212699793	x
N0.HOG0002055	0.00011717309911554041	0.8223130758489111	x
N0.HOG0002056	-0.00046083697789810435	0.5814724042179137	x
N0.HOG0002057	6.254550243364772e-05	0.9456166299299271	x
N0.HOG0002058	0.0	1.0	x
N0.HOG0002059	0.0005242939234414886	0.19020356635302268	x
N0.HOG0002060	-0.0006113671762807768	0.3476586380553075	x
N0.HOG0002061	0.0005599282608945433	0.19231201504988307	x
N0.HOG0002064	0.00013523164943753102	0.8312292644295377	x
N0.HOG0002066	-0.0005810111383061695	0.407389001925343	x
N0.HOG0002067	0.0	1.0	x
N0.HOG0002068	0.0006205379428044637	0.3468588791156568	x
N0.HOG0002069	0.0	1.0	x
N0.HOG0002070	6.659562086457573e-05	0.9050702345129739	x
N0.HOG0002072	7.67241957336792e-05	0.8664154129246165	x
N0.HOG0002073	0.0007582641472156868	0.23476802680289766	x
N0.HOG0002074	-3.542055198183234e-05	0.912633587075815	x
N0.HOG0002077	0.00037293119212129084	0.46962634981040685	x
N0.HOG0002078	0.0007909200469740025	0.015925699994128566	x
N0.HOG0002079	0.00031671361413484854	0.1038419676708266	x
N0.HOG0002080	0.0	1.0	x
N0.HOG0002082	0.0019135204915548458	0.0092187501367828	x
N0.HOG0002084	0.001251254138107718	0.04131415110754045	x
N0.HOG0002085	0.0007909200469740025	0.015925699994128566	x
N0.HOG0002086	0.0007909200469740025	0.015925699994128566	n
N0.HOG0002087	-0.00010952529118693475	0.8305113891731692	x
N0.HOG0002088	-0.00026331050403168943	0.6346419943148065	x
N0.HOG0002090	0.000970565579545301	0.0921086620800749	x
N0.HOG0002091	0.0014968002024065904	0.13973382734584539	n
N0.HOG0002092	0.00011577642975189401	0.8032789136361438	x
N0.HOG0002093	-0.00011635647468480026	0.8339000472308952	x
N0.HOG0002094	0.00027156799948418336	0.706675840288499	x
N0.HOG0002095	-0.0010695063809548595	0.2737599163230248	n
N0.HOG0002097	-0.00015106173280586793	0.8477809623586718	x
N0.HOG0002098	0.0017541851660275657	0.04082526698858185	n
N0.HOG0002099	-0.0007798714169685525	0.21418640429291655	x
N0.HOG0002101	-0.0005250290261506801	0.4697439954805811	x
N0.HOG0002102	-0.000686755122922056	0.24592987693121487	x
N0.HOG0002103	2.2198711611024494e-05	0.9636340331912774	x
N0.HOG0002104	0.0	1.0	x
N0.HOG0002105	0.0007909200469740025	0.015925699994128566	x
N0.HOG0002106	0.0	1.0	x
N0.HOG0002108	0.0008185973578768771	0.3125795831910379	x
N0.HOG0002109	-0.0004798567292979448	0.5855869620532843	x
N0.HOG0002110	0.0008251966565230054	0.1721065240357102	x
N0.HOG0002112	-0.000835969125532832	0.24828501196585206	n
N0.HOG0002113	0.0008517866017094361	0.2598644259442189	x
N0.HOG0002115	0.000622776249249804	0.3586419029655259	x
N0.HOG0002116	0.0008409636989188589	0.1665354055716275	x
N0.HOG0002117	0.00014032316525757269	0.8150198933765509	x
N0.HOG0002118	-0.00040586266331900833	0.5783138754136444	x
N0.HOG0002120	-2.7796995019127513e-05	0.9642432933119283	x
N0.HOG0002121	0.0006903691046516169	0.28845314735367705	x
N0.HOG0002123	0.0007551537897847641	0.22085895036237585	x
N0.HOG0002124	0.00020067973022099554	0.7288882875240462	x
N0.HOG0002126	0.0	1.0	x
N0.HOG0002127	0.00040285494770591045	0.2025370315590372	x
N0.HOG0002129	0.001588480216052104	0.011168318514910468	x
N0.HOG0002132	0.0011937749946799132	0.0011294275285476346	x
N0.HOG0002133	0.0	1.0	x
N0.HOG0002134	1.3797348870576494e-05	0.981350681239307	x
N0.HOG0002136	0.0005226726925614406	0.5154065597047024	n
N0.HOG0002137	0.00023506285579382287	0.535221864996076	x
N0.HOG0002138	0.00039461490356419856	0.48860856578800194	x
N0.HOG0002140	0.0030246420464844857	0.04018067703152668	n
N0.HOG0002142	9.218322587372945e-05	0.9229743988427579	n
N0.HOG0002146	-2.6603908703966887e-05	0.9676508862314652	n
N0.HOG0002163	0.00051489383891214	0.3921761943050651	x
N0.HOG0002165	0.0017411101166545536	0.20253703155903718	n
N0.HOG0002167	0.000517871769902466	0.33267088437642056	x
N0.HOG0002169	1.1365040131362003e-05	0.9736760044760968	x
N0.HOG0002170	0.0018011894506939998	0.007148814786267819	x
N0.HOG0002171	0.00015656618388610824	0.8466409516293543	x
N0.HOG0002172	0.0017008998219732315	0.020798234064023983	x
N0.HOG0002176	0.0011042342262236448	0.14071019168606216	n
N0.HOG0002178	-0.0005232362530791887	0.243831302148305	x
N0.HOG0002180	0.00035038323131280686	0.5755999086014674	x
N0.HOG0002188	0.00029075670437128534	0.37360833763236345	x
N0.HOG0002189	0.0005858610557621251	0.3132359915785081	x
N0.HOG0002190	0.0	1.0	x
N0.HOG0002191	9.098261842612261e-06	0.9821626556305074	x
N0.HOG0002192	0.0013029317650385319	0.08818518883300765	x
N0.HOG0002193	-0.0002216976249081915	0.7267951776644013	x
N0.HOG0002194	0.0005379751918184034	0.155676848443038	x
N0.HOG0002195	0.0007179833808780491	0.3683985969348258	x
N0.HOG0002196	-0.000566570913189461	0.26014458625657805	x
N0.HOG0002197	0.00037541287590632527	0.6463222595383276	n
N0.HOG0002199	0.0010446888656132415	0.04954629213521222	x
N0.HOG0002200	-0.0005983355506948846	0.548083551130762	x
N0.HOG0002201	0.0005879854998896904	0.3604031575880273	x
N0.HOG0002202	-6.914473060186803e-06	0.9926258126885755	x
N0.HOG0002203	0.0013662502054616421	0.13921303848244782	x
N0.HOG0002204	0.0006596431882657054	0.08259718186848583	x
N0.HOG0002206	0.0003968840542532495	0.2318172306368076	x
N0.HOG0002207	2.2198711611024494e-05	0.9636340331912774	x
N0.HOG0002209	0.00046428048474527286	0.5593257886827547	x
N0.HOG0002212	-0.00023466817863600459	0.590710226731991	x
N0.HOG0002213	8.999313275683975e-06	0.9659939511623504	x
N0.HOG0002215	-0.0007653863744522984	0.1852395445034308	x
N0.HOG0002216	-0.0002769121485672752	0.5159213585431989	x
N0.HOG0002217	0.0011295157139755597	0.0033859889631406796	x
N0.HOG0002218	0.0003198460030461639	0.5692282131175017	x
N0.HOG0002220	-0.00033556833335619536	0.683479598757254	x
N0.HOG0002223	0.0001497415004401497	0.6858235095875278	x
N0.HOG0002224	-0.00015121226069706435	0.5347104911065228	x
N0.HOG0002225	0.00010682210055657622	0.9068602897486226	n
N0.HOG0002226	0.001076998916516458	0.08271662580243881	x
N0.HOG0002227	0.0013864764192781916	0.05389911745698987	x
N0.HOG0002228	0.0005892018517097278	0.24956872266031863	x
N0.HOG0002229	0.0004287525053410782	0.38541008220351636	x
N0.HOG0002230	-0.00011761213928622876	0.8554480370187173	x
N0.HOG0002231	0.0005338506627416995	0.3114663992651299	x
N0.HOG0002233	0.0	1.0	x
N0.HOG0002234	0.0012233825694641437	0.045036455443984345	x
N0.HOG0002235	0.0011955563932845262	0.08196899915247287	x
N0.HOG0002236	0.0002199213015438935	0.7520173357335075	x
N0.HOG0002239	0.0002093364753806326	0.604025573123646	x
N0.HOG0002240	8.851758246649086e-05	0.9023393886363412	n
N0.HOG0002241	0.0017638795690772537	0.001930980846156437	x
N0.HOG0002243	-0.0004240806702789253	0.35795743995272666	x
N0.HOG0002244	0.0017447236063004225	0.03641169019338114	n
N0.HOG0002245	-0.00032852363517121646	0.5094311371038718	x
N0.HOG0002248	0.0005756436806106143	0.4757386979812902	x
N0.HOG0002249	0.0010389332225476159	0.035537404352355355	x
N0.HOG0002250	0.0008928194396819754	0.21119325671333378	x
N0.HOG0002251	0.00024637787147332703	0.6718168479013538	x
N0.HOG0002252	5.1669863557178175e-05	0.9476786766318364	x
N0.HOG0002253	0.0003909131608005885	0.31258087743415547	x
N0.HOG0002254	0.0	1.0	x
N0.HOG0002256	0.0017762443370714948	0.005942046870706073	x
N0.HOG0002257	-9.237049693551177e-06	0.9864663800308652	x
N0.HOG0002258	0.001393180843536243	0.006529799785784733	x
N0.HOG0002259	-0.00011193130119864705	0.8529049847574921	x
N0.HOG0002260	-0.0017741251591004755	0.039247522386337774	n
N0.HOG0002261	-0.0009634407809518474	0.0746604554551495	x
N0.HOG0002262	5.7403641022879714e-06	0.9821626556305074	x
N0.HOG0002263	-2.3052935037298732e-07	0.9993192178090677	x
N0.HOG0002264	0.0011295157139755597	0.0033859889631406796	x
N0.HOG0002265	0.000488337167441707	0.32302890541839757	x
N0.HOG0002269	0.001114200709071628	0.06689678925725814	x
N0.HOG0002270	0.0012242663869124776	0.05565711568362442	x
N0.HOG0002271	0.0008152394601365526	0.2980902837849832	x
N0.HOG0002272	0.001474259977629611	0.009665120038127304	x
N0.HOG0002273	-4.504147028299473e-05	0.9543194542547684	n
N0.HOG0002275	-0.0002486265335447305	0.5013333990490687	x
N0.HOG0002276	0.0007402509280119363	0.25061838449404567	x
N0.HOG0002278	-0.00018255677935425074	0.6231134186278326	x
N0.HOG0002279	0.0	1.0	x
N0.HOG0002280	0.0009311940643700798	0.06823711628399912	x
N0.HOG0002281	-0.00038019400871243977	0.43495685263113937	x
N0.HOG0002282	0.00019171731343379242	0.618055303258338	x
N0.HOG0002283	-0.000284431859391039	0.5280589583666142	x
N0.HOG0002284	0.001855681492567876	0.004032437365377324	x
N0.HOG0002285	0.0023932903534621135	0.002838209643114492	x
N0.HOG0002287	-0.00048803650141090315	0.5561681359911927	x
N0.HOG0002288	0.0	1.0	x
N0.HOG0002289	0.0003390283357047324	0.2850275088136289	x
N0.HOG0002290	0.0005572300480927609	0.5120485579519516	n
N0.HOG0002291	-0.0005395319099257953	0.4011173031307955	x
N0.HOG0002293	6.619486722629797e-05	0.927248567035712	x
N0.HOG0002296	-0.0002445022427621801	0.7386905783907223	x
N0.HOG0002298	0.0010107788964472684	0.0785144272947492	x
N0.HOG0002299	0.0007709152212225614	0.2657931625770399	x
N0.HOG0002300	-0.0010717639455980015	0.21407992148252658	x
N0.HOG0002305	0.00032366863361234336	0.6049784703549815	x
N0.HOG0002306	0.0005418388131722313	0.2283938548915308	x
N0.HOG0002307	0.00010254379333238286	0.8699162087306499	x
N0.HOG0002311	-0.001028572591676668	0.12946985883375048	x
N0.HOG0002312	-0.00011103297422893273	0.7571746007643986	x
N0.HOG0002313	0.0009325973061071874	0.2133692740532722	x
N0.HOG0002314	-0.00048158537238942727	0.4846817919973976	x
N0.HOG0002315	9.489714032272456e-05	0.8727907581299414	x
N0.HOG0002316	-0.0005150692009993949	0.4440938183528891	x
N0.HOG0002317	-0.00020240984219544594	0.799481221963944	x
N0.HOG0002318	0.0	1.0	x
N0.HOG0002319	0.0	1.0	x
N0.HOG0002320	0.00022642915518742457	0.7716335009647822	n
N0.HOG0002321	0.0007547131595999916	0.32638323230006916	x
N0.HOG0002322	0.0004613075249430572	0.40460938410212766	x
N0.HOG0002323	-0.0002544587217171008	0.7172329821556764	x
N0.HOG0002324	-0.0003698109794368344	0.49421835362429256	x
N0.HOG0002325	0.0004315352398862733	0.5190877129152383	x
N0.HOG0002326	0.0003081746426817213	0.5222780551759131	x
N0.HOG0002327	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002328	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0002329	0.0009272690886952294	0.09944294303512113	x
N0.HOG0002330	-0.0003541717698503589	0.47760920106231386	x
N0.HOG0002333	0.0005503127726722482	0.3016554804674553	x
N0.HOG0002334	-0.0005334508870484269	0.23551768582461635	x
N0.HOG0002335	0.00018691270816666256	0.7859157691529495	x
N0.HOG0002336	0.0015979348435096782	0.03203220924889171	x
N0.HOG0002337	7.19892075531878e-05	0.8851862183566588	x
N0.HOG0002338	-0.0003728810974823121	0.43088583757370713	x
N0.HOG0002339	-0.0006598769223787705	0.41035370539471105	x
N0.HOG0002340	0.0004933561901329877	0.4892438060169677	x
N0.HOG0002343	0.000535536392110092	0.4614355301181603	x
N0.HOG0002344	0.0009034109452722772	0.24166104656172244	x
N0.HOG0002345	0.0024653505557997164	0.00018064529449769116	y
N0.HOG0002346	0.0007926266932701984	0.1050525221895469	x
N0.HOG0002347	0.0	1.0	x
N0.HOG0002348	0.0003270865487994104	0.3861123732163979	x
N0.HOG0002349	0.0006638926351288834	0.29642464219901254	x
N0.HOG0002350	-0.00016043274996507044	0.7899534052568438	x
N0.HOG0002351	0.00040285494770591045	0.2025370315590372	x
N0.HOG0002352	0.0	1.0	x
N0.HOG0002354	0.0014255982220497732	0.008580319603622644	x
N0.HOG0002355	0.0	1.0	x
N0.HOG0002356	-7.867169880509248e-05	0.8722739145504409	x
N0.HOG0002358	0.0001382407647902737	0.7524417358073535	x
N0.HOG0002360	-0.00015718315414972535	0.5457375670678262	x
N0.HOG0002361	0.0	1.0	x
N0.HOG0002364	-0.0003121454707073936	0.5405294645813081	x
N0.HOG0002365	-0.0010392389954007103	0.31746720094777403	n
N0.HOG0002367	0.00025378982791042124	0.6790454286744285	x
N0.HOG0002372	-0.0009037228341971718	0.10514601795982866	x
N0.HOG0002386	0.00032848766842183207	0.5955775442746407	x
N0.HOG0002390	0.0014465459868547243	0.0032317001366625026	x
N0.HOG0002391	0.0	1.0	x
N0.HOG0002392	0.0009105745136798032	0.03403659556425953	x
N0.HOG0002393	0.00027969080836624474	0.7839433521003318	n
N0.HOG0002396	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002397	0.0	1.0	x
N0.HOG0002398	0.0	1.0	x
N0.HOG0002399	0.00040285494770591045	0.2025370315590372	x
N0.HOG0002401	0.0005239473841322564	0.3544704320423484	x
N0.HOG0002404	0.0005145808649025212	0.44406019829789256	x
N0.HOG0002405	-0.0002554008851613849	0.6219685848504264	x
N0.HOG0002407	0.0	1.0	x
N0.HOG0002408	0.0	1.0	x
N0.HOG0002410	7.762398172595183e-05	0.9149457205471083	x
N0.HOG0002411	0.0	1.0	x
N0.HOG0002412	0.0	1.0	x
N0.HOG0002413	-0.00018591467709457512	0.5457850867704364	x
N0.HOG0002414	0.0002373652370133204	0.635206019013794	x
N0.HOG0002416	4.439742322204899e-05	0.9636340331912774	x
N0.HOG0002417	-0.0010608921421607143	0.06908223370249213	x
N0.HOG0002418	0.00010596904918664034	0.7356036624549681	x
N0.HOG0002419	-0.000289573442042514	0.542071152417715	x
N0.HOG0002421	0.0011009015746805165	0.1393874366308683	x
N0.HOG0002423	-0.0006074709195973897	0.2759110750164436	x
N0.HOG0002424	0.0	1.0	x
N0.HOG0002425	0.0	1.0	x
N0.HOG0002426	0.0002487186343994882	0.5760234474742019	x
N0.HOG0002427	-3.677572729682956e-05	0.9367493113610301	x
N0.HOG0002429	0.0014411728026203585	0.0407532552787964	x
N0.HOG0002431	-0.0007512755698868041	0.14758150681076826	x
N0.HOG0002433	-2.059026189380292e-05	0.9728795895786183	x
N0.HOG0002434	0.0006467224196813151	0.3534162549068218	x
N0.HOG0002438	0.0	1.0	x
N0.HOG0002439	0.0	1.0	x
N0.HOG0002440	0.0004092884334846794	0.49242944380456033	x
N0.HOG0002441	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002442	0.0	1.0	x
N0.HOG0002443	-0.00015471870990226667	0.7602698190691196	x
N0.HOG0002444	0.0004212234081976875	0.32865649992418766	x
N0.HOG0002445	0.00012212032073434024	0.7632074450556847	x
N0.HOG0002446	0.0014512670914351331	0.018711804269967117	x
N0.HOG0002447	-0.0004720021481011981	0.6337826689687717	x
N0.HOG0002449	0.0	1.0	x
N0.HOG0002450	0.0	1.0	x
N0.HOG0002451	0.0009876194252984953	0.032652110775487735	x
N0.HOG0002452	0.0014986240857796983	0.01667390706656683	x
N0.HOG0002453	3.2128422037543084e-05	0.9404978217772655	x
N0.HOG0002454	0.0	1.0	x
N0.HOG0002455	0.0	1.0	x
N0.HOG0002457	0.000589307040761785	0.3502189796269375	x
N0.HOG0002458	-0.000380656236094886	0.362879242754359	x
N0.HOG0002459	0.0	1.0	x
N0.HOG0002461	0.0	1.0	x
N0.HOG0002462	0.0	1.0	x
N0.HOG0002463	0.0006381483328501064	0.14500712128038032	x
N0.HOG0002464	0.00031671361413484854	0.1038419676708266	x
N0.HOG0002465	0.0008977268004468242	0.14098739332215088	x
N0.HOG0002466	0.000986636582891195	0.12837219554610058	x
N0.HOG0002467	7.936528900649033e-05	0.8819713652427612	x
N0.HOG0002468	-0.0010357709835152817	0.2925117291714128	n
N0.HOG0002469	0.001293066494642847	0.020493901972663257	x
N0.HOG0002470	-0.00032663956222872987	0.724777266440339	x
N0.HOG0002471	-4.222059875439646e-05	0.9590350480771141	x
N0.HOG0002474	0.0011291540614818162	0.014481862387078805	x
N0.HOG0002476	0.0009380073576007737	0.05174940560730229	x
N0.HOG0002477	0.0017345437942227902	0.009586893717484323	x
N0.HOG0002479	-0.0006023388397364217	0.29086973155263884	x
N0.HOG0002481	0.00014961792177357414	0.839223426941319	x
N0.HOG0002482	6.323921113996876e-05	0.9391401022639223	x
N0.HOG0002486	-0.00021252525427427603	0.7464165950102848	x
N0.HOG0002487	-0.00018451915904959377	0.714099323877156	x
N0.HOG0002488	-0.00023706308373555227	0.5505984789725229	x
N0.HOG0002489	0.0	1.0	n
N0.HOG0002490	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002492	0.0013277077609691516	0.026595665780933034	x
N0.HOG0002493	0.002016513003909047	0.006099327431247421	x
N0.HOG0002495	-0.00035931689191943944	0.668215858625266	x
N0.HOG0002496	0.000557754191669933	0.38481228737200446	x
N0.HOG0002497	-0.0002777156067312686	0.5844896418241001	x
N0.HOG0002498	0.0004051091582466841	0.383890985818629	x
N0.HOG0002499	0.0004286535567741499	0.20591802328953274	x
N0.HOG0002500	0.0016161473251910476	0.019227096724160217	x
N0.HOG0002501	-0.00013703444253132104	0.7893440360523457	x
N0.HOG0002502	-0.00023966576285411854	0.5347104911065228	x
N0.HOG0002503	0.0	1.0	x
N0.HOG0002505	-2.595690976356323e-05	0.9203243860272625	x
N0.HOG0002507	-0.0005072682409321778	0.31389768626762454	x
N0.HOG0002508	0.0	1.0	x
N0.HOG0002509	0.0007909200469740025	0.015925699994128566	x
N0.HOG0002511	-0.0003103961383149391	0.7410541896138478	n
N0.HOG0002512	0.0012788753786489235	0.038454793135874486	x
N0.HOG0002514	0.0011462922107959579	0.05171358617999402	x
N0.HOG0002516	0.00040285494770591045	0.2025370315590372	x
N0.HOG0002517	0.0006385099853438503	0.2025370315590372	x
N0.HOG0002518	0.0010471368098996057	0.04260480609781747	x
N0.HOG0002520	8.999313275683975e-06	0.9659939511623504	x
N0.HOG0002521	-7.166814387755942e-05	0.8957898893801619	x
N0.HOG0002523	-0.0005077940936856419	0.4996667026486772	x
N0.HOG0002524	0.0011315217713892816	0.10698658154775231	x
N0.HOG0002525	-0.00021009212808805144	0.7292733980031101	x
N0.HOG0002526	0.0006711910525564526	0.042487983589850814	x
N0.HOG0002527	0.00014756687061042416	0.851598434371231	x
N0.HOG0002528	0.0009328274577964709	0.157200127279284	x
N0.HOG0002529	0.0014661227787719645	0.007809867206727633	x
N0.HOG0002530	0.0007754855113030725	0.11587828075117966	x
N0.HOG0002531	0.001023011114510903	0.21817534895088433	x
N0.HOG0002532	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002533	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0002534	0.00045611890641290614	0.4143960278685844	x
N0.HOG0002535	5.3646467485171275e-05	0.9423218731652421	x
N0.HOG0002536	0.00030873230766499503	0.6667868536314725	x
N0.HOG0002537	-0.0009510915695310633	0.06932634290020484	x
N0.HOG0002539	-0.0007150428012050383	0.11569767021554993	x
N0.HOG0002540	-3.5647869970418424e-05	0.9454730163467914	x
N0.HOG0002541	-0.0005630781644238528	0.246848408011315	x
N0.HOG0002543	-9.46364221826911e-06	0.9607310165411815	x
N0.HOG0002544	-0.000380656236094886	0.362879242754359	x
N0.HOG0002546	-0.0001790640305886426	0.6097708521021921	x
N0.HOG0002547	0.00014015800743721803	0.8206068066382335	x
N0.HOG0002548	0.0	1.0	x
N0.HOG0002550	0.00036913590266305144	0.4788243204332001	x
N0.HOG0002552	0.00013769281947065208	0.836714216032703	x
N0.HOG0002554	-2.595690976356323e-05	0.9203243860272625	x
N0.HOG0002555	0.0006972744947902617	0.11194864089142376	x
N0.HOG0002556	-0.0003802045307521906	0.3239761210082561	x
N0.HOG0002557	0.0004984168003576179	0.4219681867993811	x
N0.HOG0002558	-0.0003332768573056433	0.5263554462081887	x
N0.HOG0002559	-0.00018374189924460563	0.7679539535688215	x
N0.HOG0002560	0.00036091038857144107	0.3150918153442378	x
N0.HOG0002562	-0.00028682302653466115	0.6174891754509948	x
N0.HOG0002563	0.0008008925830562202	0.047001709622934706	x
N0.HOG0002564	7.002956842957394e-05	0.9146217951182218	x
N0.HOG0002565	-0.0005155400602749213	0.5156682486224807	x
N0.HOG0002566	-0.00011134086865968412	0.8454340313176355	x
N0.HOG0002567	0.0006091735766745104	0.19086780622634503	x
N0.HOG0002570	0.0005782229592750528	0.18483749110230627	x
N0.HOG0002571	-0.00010099026120077953	0.7613265824127331	x
N0.HOG0002572	0.0	1.0	x
N0.HOG0002574	0.0011917640405180448	0.01045051708243013	x
N0.HOG0002575	0.0012620293518329803	0.0493403188205668	x
N0.HOG0002576	0.0013598584515805653	0.013570022390127777	x
N0.HOG0002578	0.0006444910539769346	0.26510016851030915	x
N0.HOG0002579	0.0009192968135280918	0.3407224838370554	n
N0.HOG0002580	0.0005026044083797962	0.31510347842898667	x
N0.HOG0002581	-0.0013575353196895003	0.0418275605009842	x
N0.HOG0002582	0.0005838451147492399	0.39553915154144315	x
N0.HOG0002584	0.0005316650348247692	0.3809459035212899	x
N0.HOG0002586	-0.00011733408931800229	0.590710226731991	x
N0.HOG0002587	0.0	1.0	x
N0.HOG0002589	-0.00014929246654818906	0.8362687501698556	x
N0.HOG0002591	-0.0003584575244838614	0.6735893198806624	x
N0.HOG0002592	5.7403641022879714e-06	0.9821626556305074	x
N0.HOG0002593	0.00045864498338307	0.5042056445302656	x
N0.HOG0002595	8.999313275683975e-06	0.9659939511623504	x
N0.HOG0002596	0.0006337368928242772	0.17504249753097798	x
N0.HOG0002597	0.001935658278090556	0.0014978980976962423	x
N0.HOG0002598	0.0014409107605224288	0.04899871019875071	x
N0.HOG0002599	-0.0001900254885962753	0.6315924255944891	x
N0.HOG0002601	-0.0014099576074171486	0.1805051174624036	x
N0.HOG0002602	0.0	1.0	x
N0.HOG0002603	0.0004286535567741499	0.20591802328953274	x
N0.HOG0002604	0.0014016103264249925	0.08530904906049468	x
N0.HOG0002605	0.0009713690720007735	0.11859551166700799	x
N0.HOG0002606	0.0004930520262621346	0.42550760839152457	x
N0.HOG0002607	-0.00024017450461520884	0.7752500538510407	x
N0.HOG0002608	0.0010635134736009392	0.05193555221501717	x
N0.HOG0002609	-4.4932424638908376e-05	0.9507102717422904	x
N0.HOG0002610	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0002611	0.0	1.0	x
N0.HOG0002612	0.0005246597029388047	0.4024386813215517	x
N0.HOG0002614	0.0026830086478402625	0.0010063780287983546	n
N0.HOG0002615	0.00047336161843307265	0.5253023647215435	x
N0.HOG0002617	0.0011468797880062533	0.006424827763005747	x
N0.HOG0002618	-0.0003545664044875013	0.47271941953002905	x
N0.HOG0002619	-0.0003543576348525582	0.5189745959499528	x
N0.HOG0002620	0.0005066294967334257	0.14559149228877158	x
N0.HOG0002621	0.0004678305193924403	0.513932682527892	x
N0.HOG0002622	0.0010588480674545543	0.06579269731031395	x
N0.HOG0002623	0.0004938096205293121	0.38537617536111113	x
N0.HOG0002624	0.0016745311383466162	0.018882781850304987	x
N0.HOG0002625	0.0005032352029578458	0.4661557717794509	x
N0.HOG0002627	0.0	1.0	x
N0.HOG0002628	-0.00018057125245216478	0.6769820530940371	x
N0.HOG0002629	-0.00039862775256227446	0.4755705141247484	x
N0.HOG0002630	-0.0004194694639940969	0.43670240980342767	x
N0.HOG0002631	0.001083671094987436	0.0502163408766972	x
N0.HOG0002633	0.0007909200469740025	0.015925699994128566	x
N0.HOG0002634	0.00040285494770591045	0.2025370315590372	x
N0.HOG0002636	-0.000493720721567515	0.4060679012896471	x
N0.HOG0002637	9.963665260798697e-05	0.8523872162372925	x
N0.HOG0002638	0.00013069436521894888	0.8363103557563123	x
N0.HOG0002639	-0.00014443245379985544	0.7775975505398794	x
N0.HOG0002640	-0.0002744855640755695	0.7240414800940134	x
N0.HOG0002641	7.324668347767365e-05	0.8789600295575594	x
N0.HOG0002643	-0.0004599190003425973	0.5724794513485709	x
N0.HOG0002644	-0.00047312970660853376	0.5801766160751614	x
N0.HOG0002645	0.0007084084306300534	0.25890296003605223	x
N0.HOG0002646	-0.0013842595734347403	0.018884736333551668	x
N0.HOG0002647	-0.00033350914759476655	0.567560170765248	x
N0.HOG0002648	-0.0006954986171819291	0.18489040912237875	x
N0.HOG0002649	0.00014961792177357414	0.839223426941319	x
N0.HOG0002650	-8.393704883310602e-05	0.9211776781521434	x
N0.HOG0002651	4.648976748991371e-06	0.9949716013527619	x
N0.HOG0002653	0.00011136845878453418	0.8727763233838888	x
N0.HOG0002654	0.00020781862799155947	0.7130453044483978	x
N0.HOG0002655	0.0006589487758349733	0.18036497544018645	x
N0.HOG0002656	0.0008713869389492391	0.25412801754501435	x
N0.HOG0002657	0.0012331336180025155	0.05848834681592716	x
N0.HOG0002658	0.001609612862980456	0.007841816427594628	x
N0.HOG0002659	0.0007978994733011319	0.10198142609213963	x
N0.HOG0002660	0.0006243830130739347	0.21840684969511734	x
N0.HOG0002663	0.00023339194109642844	0.7209775222822634	x
N0.HOG0002664	0.00016815240000979254	0.7535094971108767	x
N0.HOG0002665	-0.0008549901775850089	0.2118238048139328	x
N0.HOG0002666	0.0008314828840503434	0.18887826431717086	x
N0.HOG0002667	0.0024473536102023225	0.0020033384987221048	x
N0.HOG0002669	0.0009222456329464189	0.13769135444002176	x
N0.HOG0002672	0.0	1.0	x
N0.HOG0002673	-0.00011159372521571439	0.7395903975574482	x
N0.HOG0002675	-0.0008490943218168339	0.2292562296263479	x
N0.HOG0002676	0.001864102942278895	0.0008070836878447587	x
N0.HOG0002678	0.0014762037957053071	0.032875336321649615	x
N0.HOG0002680	0.000667615064203339	0.11361390484882002	n
N0.HOG0002681	0.0	1.0	n
N0.HOG0002682	0.00033979346793464526	0.5489977454390187	x
N0.HOG0002686	0.0010922476399954878	0.10133088514079217	x
N0.HOG0002687	-8.653095852097025e-06	0.9824083716004568	x
N0.HOG0002688	0.0023760021250690787	0.00023950928336864837	x
N0.HOG0002689	0.0006681175601280809	0.34889631568377555	x
N0.HOG0002692	0.0008599734253487215	0.12122668464042699	x
N0.HOG0002693	0.0007567681494055623	0.24527050079738963	n
N0.HOG0002702	-0.00024385268938158537	0.7443221775233431	n
N0.HOG0002718	0.000716082549596787	0.22505081532944007	x
N0.HOG0002727	0.0014285225163990585	0.0036018207583603055	x
N0.HOG0002729	0.0008432682217692408	0.06584531724480015	x
N0.HOG0002731	0.0011495874490580675	0.06244138447096957	x
N0.HOG0002733	-8.251161634394934e-05	0.9168704579423603	x
N0.HOG0002734	-0.0008352372625130071	0.24018051703789886	x
N0.HOG0002735	-0.00010604877006244964	0.8550482097486518	x
N0.HOG0002736	0.0007047839825427085	0.10720920860885595	x
N0.HOG0002737	0.0005398271728557658	0.4357297741138393	x
N0.HOG0002738	0.0022088022150011082	0.00010389255362922111	x
N0.HOG0002740	0.0007909200469740025	0.015925699994128566	n
