OG	slope	p-value	sig_after_multiple_testing
N0.HOG0000140	0.0019801969552926076	0.04917214401536201	n
N0.HOG0000141	0.0003398843437532594	0.5521784613517993	n
N0.HOG0000142	0.0004947444288667826	0.627604545523377	n
N0.HOG0000145	0.0007922980895460328	0.4469420837421153	n
N0.HOG0000156	0.00014258547999817606	0.908416785772157	n
N0.HOG0000157	0.0015214145791925663	0.2530792517616737	n
N0.HOG0000159	-0.0004585279862907101	0.44296124959826855	x
N0.HOG0000160	0.00034314707644261626	0.6639967780146119	x
N0.HOG0000161	0.00044833750545749025	0.6617423873900677	n
N0.HOG0000164	-0.00011378347424186964	0.9334863316556636	n
N0.HOG0000165	0.001581840093948005	0.015925699994128566	n
N0.HOG0000166	0.0008668420728627623	0.19536557045590774	n
N0.HOG0000169	-0.0007176503923597141	0.5858544546619038	n
N0.HOG0000170	-0.0006279196153178561	0.6403099644782342	n
N0.HOG0000171	2.793907571331238e-05	0.9585151152413267	x
N0.HOG0000172	-0.00010858130117986968	0.7938573478482889	x
N0.HOG0000173	-4.8200353051282436e-05	0.9610899145469615	n
N0.HOG0000174	-0.0018133414861828555	0.08539045469380128	n
N0.HOG0000177	-0.0018233352462652334	0.06050694236371581	n
N0.HOG0000179	-1.785894755449999e-05	0.9818963258370249	n
N0.HOG0000182	0.00029501293051943786	0.44754548028167473	x
N0.HOG0000183	0.00034802764898041633	0.3207567599458263	x
N0.HOG0000184	5.1257690913689156e-05	0.9230749851112149	x
N0.HOG0000185	0.0	1.0	x
N0.HOG0000186	0.001424929378706568	0.01182231790602214	x
N0.HOG0000187	0.0	1.0	x
N0.HOG0000188	0.00014826489709130573	0.7802554758332028	x
N0.HOG0000190	0.0	1.0	x
N0.HOG0000191	0.0006836739128034786	0.1982136008590892	x
N0.HOG0000193	0.0008601588277499072	0.12292639497597534	x
N0.HOG0000194	-0.0008299455654764823	0.45889742206113127	n
N0.HOG0000198	0.0011503882300949839	0.1352664225114973	n
N0.HOG0000200	0.001848801581104174	0.1438083263081629	n
N0.HOG0000204	-7.508023338976787e-05	0.9522163491032859	n
N0.HOG0000210	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000211	0.0	1.0	x
N0.HOG0000212	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000213	2.231472156988378e-05	0.9266241907510523	x
N0.HOG0000214	-0.0004921206791254349	0.4219995738580212	x
N0.HOG0000215	-0.0025600239321445332	0.03405752220267458	n
N0.HOG0000216	0.0	1.0	x
N0.HOG0000217	-0.00015121226069706435	0.5347104911065228	x
N0.HOG0000218	0.00019740277121698869	0.8186766969428375	n
N0.HOG0000219	0.0	1.0	x
N0.HOG0000220	-0.0006511107510493522	0.378095488892075	n
N0.HOG0000221	0.0011317596975139947	0.4898522053652178	n
N0.HOG0000232	-0.00019543377384356967	0.6116342059538885	x
N0.HOG0000233	0.0014052206624758147	0.10223884651941763	n
N0.HOG0000234	0.00039039659333814993	0.7069396930662046	n
N0.HOG0000239	-0.0003866271295475469	0.37302087522051985	x
N0.HOG0000240	-0.00035834151452500217	0.454536948894955	x
N0.HOG0000241	0.0011151732007393484	0.142478514145684	n
N0.HOG0000242	0.004440331915416644	0.0026565893450969276	n
N0.HOG0000244	0.0009923815993997697	0.17487419586595637	n
N0.HOG0000245	0.0	1.0	x
N0.HOG0000246	-2.5805772164634466e-05	0.9607310165411815	x
N0.HOG0000247	-1.791268035798291e-05	0.9607310165411815	x
N0.HOG0000248	0.0006483971877151851	0.5681783970892367	n
N0.HOG0000260	0.0011352703433006124	0.1522071372546731	n
N0.HOG0000262	0.0008019345350660005	0.06307064805816397	x
N0.HOG0000263	0.0006385099853438503	0.2025370315590372	x
N0.HOG0000264	-0.00045864062433033343	0.49602532285469136	x
N0.HOG0000265	0.0007966604110762904	0.07679913414183939	x
N0.HOG0000266	-0.0011016627676561903	0.006815003876510692	x
N0.HOG0000267	0.0001993795248168462	0.35879488851275676	x
N0.HOG0000268	-0.000444856340154738	0.5955789800063505	n
N0.HOG0000271	0.0005434699133858066	0.3935913026848089	x
N0.HOG0000273	-0.00028323011991360475	0.48874451197792346	x
N0.HOG0000274	8.323206991670893e-05	0.8636696413172411	x
N0.HOG0000275	0.00031671361413484854	0.1038419676708266	x
N0.HOG0000276	0.0012435566660986565	0.011687487431289374	n
N0.HOG0000278	0.0011184744892443026	0.24474309668683508	n
N0.HOG0000279	-0.00015121226069706435	0.5347104911065228	x
N0.HOG0000280	-1.194178690532194e-05	0.9607310165411815	x
N0.HOG0000282	0.0007390985953638365	0.11637229492208734	x
N0.HOG0000283	0.0009176209134451479	0.13073853059320256	x
N0.HOG0000284	0.0015237470363648207	0.03982443404964451	n
N0.HOG0000291	-0.0010595203304707278	0.03537364328780242	x
N0.HOG0000293	0.00038256820299035604	0.43794358283746004	x
N0.HOG0000294	0.0	1.0	x
N0.HOG0000296	0.006474418564518959	0.0005625987169314766	n
N0.HOG0000302	-0.0008376810392922676	0.7138218783562432	n
N0.HOG0000303	0.0009513464610921916	0.3104975605300545	n
N0.HOG0000304	0.002026978310821264	0.07849101982530873	n
N0.HOG0000305	0.00024869413850347777	0.734757726786705	n
N0.HOG0000307	-0.00011404400180775817	0.8746297989176817	n
N0.HOG0000308	-0.001429544793384499	0.018015435746287785	x
N0.HOG0000311	2.4564255266144703e-05	0.9539611222827015	x
N0.HOG0000313	0.00039482384512931916	0.3420188858902	x
N0.HOG0000314	0.0011338366611791848	0.08128640286389123	x
N0.HOG0000315	0.00042677875563481096	0.6589605187857221	n
N0.HOG0000316	0.00035979360385938005	0.5938745554240713	n
N0.HOG0000317	3.16686840667031e-05	0.970475558670024	n
N0.HOG0000319	0.004135561807773691	0.0005062079428568976	n
N0.HOG0000324	0.0002352933851441959	0.46962634981040674	x
N0.HOG0000326	0.0	1.0	x
N0.HOG0000328	-0.0003174717531336539	0.5734277882249251	x
N0.HOG0000329	0.0009665950787073359	0.15780238265508004	x
N0.HOG0000338	0.0016300813234434743	0.021397724828039838	n
N0.HOG0000339	0.0013382551689486428	0.2025370315590372	n
N0.HOG0000340	0.0022324117258788246	0.11279180491211833	n
N0.HOG0000342	-0.0014685706529739646	0.08914375748621887	n
N0.HOG0000345	-0.0012954424533542317	0.24291928046051642	n
N0.HOG0000349	0.00031671361413484854	0.1038419676708266	x
N0.HOG0000350	-0.0005039024867233315	0.4604800696176725	x
N0.HOG0000351	-0.00013786794785207877	0.792400342985489	x
N0.HOG0000354	0.0	1.0	x
N0.HOG0000355	0.0	1.0	x
N0.HOG0000357	0.0	1.0	x
N0.HOG0000358	0.0	1.0	x
N0.HOG0000359	0.001144199721170145	0.11643725672974357	x
N0.HOG0000362	0.0006035276127159951	0.17104197476361743	x
N0.HOG0000365	0.0009359308296273581	0.3712381688919757	n
N0.HOG0000370	0.0008808505811675084	0.2287662399784732	n
N0.HOG0000371	0.0	1.0	x
N0.HOG0000372	0.00041026381087911674	0.23749024715089762	x
N0.HOG0000373	0.00022934041355712173	0.6252248455792568	x
N0.HOG0000374	-0.00011733408931800229	0.590710226731991	x
N0.HOG0000375	0.0005630400529093018	0.33708702432035365	n
N0.HOG0000376	0.0004567227850290791	0.5142307561743454	n
N0.HOG0000377	0.0012298413249991066	0.4589382825853118	n
N0.HOG0000378	5.5694002339946886e-05	0.9480985860936415	n
N0.HOG0000383	-0.0009643401558285301	0.3010292148002741	n
N0.HOG0000384	0.0	1.0	x
N0.HOG0000385	0.0006896448062561395	0.19433699095122006	n
N0.HOG0000386	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0000390	0.0005019792018716049	0.10384196767082672	x
N0.HOG0000391	0.0007132377774375591	0.2614734301537577	x
N0.HOG0000394	0.0009962279704417917	0.17590865940195777	n
N0.HOG0000395	0.00048385686258928864	0.5256883174897407	n
N0.HOG0000397	0.0005157438986521738	0.4363645680444479	n
N0.HOG0000399	-0.0006619100831143162	0.6060357418835918	n
N0.HOG0000401	0.0009380575179388989	0.3702810736773916	n
N0.HOG0000406	8.999313275683975e-06	0.9659939511623504	x
N0.HOG0000407	1.4263574074201163e-05	0.9659939511623505	x
N0.HOG0000409	0.0011612843505990266	0.2969723709321222	n
N0.HOG0000411	0.00014343851187579275	0.8651082197513463	n
N0.HOG0000413	0.0006325390918911894	0.21360559139683633	x
N0.HOG0000414	0.0020347853432968748	0.2368864956273485	n
N0.HOG0000415	6.64055142199035e-05	0.9196145436167922	n
N0.HOG0000416	0.0001014215136388612	0.8284888136444897	x
N0.HOG0000424	0.0012199552762556828	0.3117487070563655	n
N0.HOG0000427	0.0028979690539384624	0.03924753301750565	n
N0.HOG0000429	0.0049185433432224505	0.011162241669966023	n
N0.HOG0000431	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0000432	-0.00042617334181339965	0.32734735726688635	x
N0.HOG0000433	0.0011133740252111393	0.01918420387210904	x
N0.HOG0000436	0.0015585940110085154	0.12085829335158768	n
N0.HOG0000437	0.0	1.0	x
N0.HOG0000440	-9.46364221826911e-06	0.9607310165411815	x
N0.HOG0000441	-7.401600733712063e-05	0.9242303697212155	n
N0.HOG0000444	0.0008239698130014067	0.33900361980224714	n
N0.HOG0000445	0.00068830715807354	0.5729236559125718	n
N0.HOG0000449	0.0006735859576560004	0.08473005354580675	x
N0.HOG0000450	0.0005806898867659738	0.4518792889025489	n
N0.HOG0000453	-0.0003601147832879068	0.6459229837647974	n
N0.HOG0000454	-0.0011121023028487745	0.22724997771550326	n
N0.HOG0000459	2.4190082484182442e-05	0.9702999758116018	x
N0.HOG0000460	8.273479259767008e-05	0.8503724177541537	x
N0.HOG0000462	-0.0004108017559187785	0.6706298640680403	n
N0.HOG0000464	0.00026582602119334524	0.7051116317654162	x
N0.HOG0000465	0.0006921304762606843	0.20551073409214277	x
N0.HOG0000467	0.0006939665567115171	0.44029625082636525	n
N0.HOG0000468	0.0005488609393885577	0.3935097279787598	n
N0.HOG0000469	0.003422781459579503	0.0008634371695191468	n
N0.HOG0000471	0.00045002008587142865	0.5479729597032481	n
N0.HOG0000472	-0.00039958275054084475	0.6874923736407683	n
N0.HOG0000475	5.877700725510938e-05	0.9228797971838005	x
N0.HOG0000476	-0.0005892908879792313	0.2763170700535929	x
N0.HOG0000479	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0000480	-1.3803043919110124e-05	0.9844392183137856	n
N0.HOG0000483	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000484	0.0012160897162497965	0.0020470815578722806	x
N0.HOG0000485	0.0007239707904263979	0.20523624668434937	x
N0.HOG0000486	-0.00011733408931800229	0.590710226731991	x
N0.HOG0000488	7.426844510175621e-05	0.8644797166571756	x
N0.HOG0000489	0.0012842762371069903	0.1647658853555459	n
N0.HOG0000490	0.0006187318265795971	0.5234661794478443	n
N0.HOG0000492	0.00012442622527158114	0.891787330375406	n
N0.HOG0000505	0.0011442999878845536	0.20694434960212832	n
N0.HOG0000506	-0.00039156551271149725	0.4878055740967693	n
N0.HOG0000512	-0.0002920373597677803	0.6967922045101009	x
N0.HOG0000513	0.0008084763471690138	0.051532703249992706	x
N0.HOG0000514	-2.4926826350048333e-05	0.9737455628254128	n
N0.HOG0000516	1.4306840087802456e-05	0.970575619611677	x
N0.HOG0000517	-0.00042759386527846404	0.36672582027682243	x
N0.HOG0000521	-1.194178690532194e-05	0.9607310165411815	x
N0.HOG0000522	-0.0002698773437542325	0.7156650612267113	n
N0.HOG0000524	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0000525	0.0015905904402023915	0.009878252238254689	n
N0.HOG0000526	0.00021044406462462	0.8769048349298018	n
N0.HOG0000528	0.0	1.0	x
N0.HOG0000529	0.0003160975365760326	0.6550890692612071	n
N0.HOG0000531	0.0008988104511301413	0.2823268548103921	n
N0.HOG0000532	-0.0004979903254128882	0.2843691090827536	x
N0.HOG0000533	-0.00026269694026869237	0.6475622608907985	x
N0.HOG0000534	-0.0005401661389090057	0.3297997279260718	x
N0.HOG0000537	0.0	1.0	x
N0.HOG0000538	-0.001089435043560947	0.09094113743693266	x
N0.HOG0000539	0.00031671361413484854	0.1038419676708266	x
N0.HOG0000540	0.0	1.0	x
N0.HOG0000541	0.0020972899990165422	0.0437731879938249	n
N0.HOG0000543	0.0012072583488753627	0.0940164700087413	n
N0.HOG0000545	0.0004088604078717823	0.7649665871675431	n
N0.HOG0000549	0.0007171429033041725	0.30743623289280425	n
N0.HOG0000550	0.0015251811648240305	0.1949980094169248	n
N0.HOG0000554	0.0017587229727954435	0.16384618680858326	n
N0.HOG0000555	-0.0007212440186251874	0.3516817265814468	n
N0.HOG0000560	-0.0003757291272647093	0.5168759613651738	n
N0.HOG0000562	-0.0006802796763906358	0.2843572438032132	n
N0.HOG0000565	3.5584072328156895e-05	0.9469524434593487	n
N0.HOG0000566	0.0008947286515331237	0.17373329592602266	n
N0.HOG0000572	0.0020697163169419346	0.09863322465863326	n
N0.HOG0000573	-0.00041277071334465507	0.7405816778570546	n
N0.HOG0000576	0.0003088406575355274	0.5887419171284821	n
N0.HOG0000579	0.0008091080333688485	0.17854319717276962	x
N0.HOG0000580	-0.00040457693616084977	0.4803893858357722	x
N0.HOG0000581	-0.00012658466169675518	0.764694878352943	x
N0.HOG0000582	-0.0004894860403727257	0.5965594284866726	n
N0.HOG0000583	0.00045517893681468045	0.48502454304027354	x
N0.HOG0000585	0.0015139878386698142	0.36374607803529735	n
N0.HOG0000587	0.0008389119057919547	0.41747648775156354	n
N0.HOG0000590	0.0010729352507638655	0.22221478297541494	n
N0.HOG0000591	0.001234875961846694	0.01949302518443306	x
N0.HOG0000596	0.0007606035527191455	0.155678152866002	x
N0.HOG0000599	0.0004440147108615735	0.5955750452967233	n
N0.HOG0000602	0.0022124201919304335	0.20253703155903718	n
N0.HOG0000608	0.0009189150811418766	0.1527463793614838	n
N0.HOG0000609	0.0	1.0	x
N0.HOG0000610	0.00038170819545114087	0.6494992815719607	n
N0.HOG0000611	-5.97089345266097e-06	0.9607310165411815	x
N0.HOG0000612	0.0005179881078174864	0.2639725028657304	x
N0.HOG0000613	-0.00042962198118671986	0.7772376491777448	n
N0.HOG0000614	-0.0002561044054401621	0.6311208180906787	x
N0.HOG0000617	2.231472156988378e-05	0.9266241907510523	x
N0.HOG0000618	-0.00012223449995420665	0.9091951068018231	n
N0.HOG0000620	0.002401952984503881	0.10317042222487793	n
N0.HOG0000621	0.00010305663932247671	0.8281888058178806	x
N0.HOG0000622	0.0002352933851441959	0.46962634981040674	x
N0.HOG0000623	-0.00027926809584332763	0.5944305642437229	x
N0.HOG0000624	-0.0009643160610985309	0.16904199747672244	n
N0.HOG0000625	0.00031978222262972456	0.7087771784449104	n
N0.HOG0000626	-0.0004920009378857119	0.5813491513787452	n
N0.HOG0000628	0.00013647349435183697	0.8433481964754221	n
N0.HOG0000629	1.4690360753094415e-05	0.9758256202232798	x
N0.HOG0000639	0.0003202469083221262	0.665630193336306	x
N0.HOG0000640	0.00013249213378363806	0.8501833314863683	n
N0.HOG0000644	7.123811671373305e-05	0.8762021081653798	x
N0.HOG0000645	0.0005713395620143121	0.1499255876512139	x
N0.HOG0000647	0.00141952935424257	0.15184410114510666	n
N0.HOG0000648	0.0004328091048573894	0.7830264246200349	n
N0.HOG0000649	-0.0004901187259388773	0.5523981461560044	n
N0.HOG0000650	0.0007511272206941273	0.3195857200008591	x
N0.HOG0000651	-0.0005696584692904477	0.32580680597481404	x
N0.HOG0000652	0.001057957784233063	0.10607614530670002	x
N0.HOG0000653	0.0008403214205866481	0.2834439697717688	n
N0.HOG0000654	-0.0005982895211698637	0.4798354278522511	n
N0.HOG0000661	0.00023531098552750931	0.40520903193598423	x
N0.HOG0000662	-1.0140238647789697e-06	0.9991509830936685	n
N0.HOG0000664	-0.00035834151452500217	0.454536948894955	x
N0.HOG0000665	0.0	1.0	x
N0.HOG0000666	0.0	1.0	x
N0.HOG0000667	0.0	1.0	x
N0.HOG0000668	-8.677763020698223e-05	0.9212260941698236	n
N0.HOG0000669	0.0021434110235149964	0.008870387837665795	n
N0.HOG0000670	-0.0001353259486477223	0.7644707173949052	x
N0.HOG0000671	0.0008784049454488546	0.33957002972274963	n
N0.HOG0000673	4.450228246473521e-05	0.9565267946364667	n
N0.HOG0000680	0.001423569289788605	0.09201160369876105	n
N0.HOG0000682	0.0008518077205928213	0.36001726659774125	n
N0.HOG0000685	-0.000229816449689572	0.6553896821444223	x
N0.HOG0000686	0.0017472568670205027	0.17442435586936095	n
N0.HOG0000688	0.001614348335457772	0.0400927654883656	n
N0.HOG0000689	0.0007776429356572761	0.2934218842686071	n
N0.HOG0000690	0.001120947960593041	0.239782389385784	n
N0.HOG0000691	-0.000167451721600622	0.5707155579303282	x
N0.HOG0000692	-0.0007987533684242254	0.16009128136397863	x
N0.HOG0000693	-0.0002470234485397941	0.7259824283216683	n
N0.HOG0000694	0.0003390283357047324	0.2850275088136289	n
N0.HOG0000696	-0.0005725047191075482	0.5541225451779447	n
N0.HOG0000697	-0.00011733408931800229	0.590710226731991	x
N0.HOG0000699	-1.9002214126802005e-05	0.9728344179236053	x
N0.HOG0000700	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000705	-0.00011624457058055772	0.8320040020051268	x
N0.HOG0000706	0.000512979498815036	0.2513170240696383	x
N0.HOG0000707	0.0018733146364691602	0.20599338627614303	n
N0.HOG0000708	-0.00026852002597558275	0.6533198600401284	x
N0.HOG0000709	-0.0013296717596647455	0.12702946441304308	n
N0.HOG0000712	-0.0007505460118385538	0.4286470973198475	n
N0.HOG0000713	0.0004011412590055239	0.6019723788551312	n
N0.HOG0000715	-0.0004103695553480239	0.6057515197836109	n
N0.HOG0000719	3.4927487656083033e-06	0.9607310165411798	x
N0.HOG0000720	5.8322566794579493e-05	0.9073233590597358	x
N0.HOG0000721	0.00010132659384731831	0.8991784653185324	n
N0.HOG0000725	0.0008778797410221918	0.1579197319791118	x
N0.HOG0000726	-0.00011733408931800229	0.590710226731991	x
N0.HOG0000727	0.0	1.0	x
N0.HOG0000728	0.0003306317756858494	0.6067005939912065	x
N0.HOG0000729	-0.0002792879019222174	0.5336288440289259	x
N0.HOG0000730	-0.0005541276174303757	0.513066734807795	n
N0.HOG0000731	0.0008257313224457641	0.18183727571758543	x
N0.HOG0000732	0.000616659468055187	0.28243427518382247	x
N0.HOG0000735	0.0	1.0	n
N0.HOG0000736	-1.791268035798291e-05	0.9607310165411815	x
N0.HOG0000737	8.778579960113185e-05	0.8439243964744103	x
N0.HOG0000739	0.0	1.0	x
N0.HOG0000740	0.0009657931678339718	0.13805798587319604	x
N0.HOG0000741	9.832609555935182e-05	0.8691397813564374	x
N0.HOG0000742	-0.0002685463500150667	0.4010093433894103	x
N0.HOG0000743	0.00032511487369361533	0.6324745440425675	x
N0.HOG0000744	-7.288663799801654e-05	0.9079572732370418	x
N0.HOG0000745	0.0	1.0	x
N0.HOG0000746	0.00016185396982000186	0.845257319785444	n
N0.HOG0000750	0.000421142882780099	0.580427297255424	n
N0.HOG0000755	0.0	1.0	x
N0.HOG0000756	0.0007909200469740025	0.015925699994128566	n
N0.HOG0000761	0.0016810253338050056	0.0027429452157664196	n
N0.HOG0000764	6.691602521997385e-05	0.9475678954455039	n
N0.HOG0000767	-0.0019381789906859307	0.09179242710968387	n
N0.HOG0000768	-0.00089675998321776	0.1312702071368202	x
N0.HOG0000769	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000770	0.0004922661433326374	0.4658017822445698	x
N0.HOG0000771	0.00014885503936268627	0.7344635730754163	x
N0.HOG0000774	0.0029203855622246073	0.06769405220712295	n
N0.HOG0000775	0.0004932734169111229	0.6856590722665785	n
N0.HOG0000776	0.0	1.0	x
N0.HOG0000777	-0.0008574552485440299	0.36352547716845796	n
N0.HOG0000781	0.0	1.0	x
N0.HOG0000782	7.711625456970699e-05	0.9185441723202601	x
N0.HOG0000783	0.0006856546816647451	0.2916142691357341	x
N0.HOG0000785	0.0	1.0	x
N0.HOG0000786	0.0012532823296209198	0.07463930043858326	n
N0.HOG0000792	-0.0005305332560206627	0.370996036265001	x
N0.HOG0000793	-0.0008482039999061699	0.3357886453696808	n
N0.HOG0000794	0.0008186928160064534	0.10384196767082672	x
N0.HOG0000795	-0.0005831800133948766	0.19889910189796622	x
N0.HOG0000797	-0.00021773042197438094	0.7335553877130944	x
N0.HOG0000798	-0.0006139022878504107	0.5429272819014987	n
N0.HOG0000800	-8.899295644641071e-05	0.8793100476994988	x
N0.HOG0000801	-7.669918980457392e-05	0.8769104257852298	x
N0.HOG0000803	-0.00011733408931800229	0.590710226731991	x
N0.HOG0000804	-0.0011750690334890583	0.4129359405414653	n
N0.HOG0000806	0.0008154208532830384	0.13840785824497476	x
N0.HOG0000808	-0.0005466073545147769	0.585248023040329	n
N0.HOG0000810	0.00036110790565746796	0.5947649114093696	x
N0.HOG0000814	0.0013668936772335356	0.18022093939157718	n
N0.HOG0000817	-0.0015428242853377885	0.1773382971935028	n
N0.HOG0000824	0.0	1.0	x
N0.HOG0000825	0.001067817072975154	0.08160257583471756	x
N0.HOG0000826	0.0014646109584896295	0.08345742563271594	n
N0.HOG0000827	0.0023233634608608783	0.01933402569784413	n
N0.HOG0000828	0.0004435895016321237	0.4194596285768101	x
N0.HOG0000829	0.0002633484708163676	0.5541245250495916	x
N0.HOG0000830	0.000517147786071242	0.52399902147159	x
N0.HOG0000831	0.00010787157613560713	0.7716630055152299	x
N0.HOG0000832	0.0007909200469740025	0.015925699994128566	x
N0.HOG0000833	0.00021719339095298048	0.49293127648948076	x
N0.HOG0000836	0.002380717023965193	0.0251976787371056	n
N0.HOG0000838	-2.7639013036845005e-05	0.9094214014999626	x
N0.HOG0000852	0.001113613306636207	0.3302507789345802	n
N0.HOG0000854	0.000539677680421292	0.5306797267140801	n
N0.HOG0000856	8.012279225124915e-05	0.9030104247100206	x
N0.HOG0000857	0.00011795929582619358	0.7639766876609064	x
N0.HOG0000858	-2.527477883562809e-05	0.9766746209818796	x
N0.HOG0000859	0.0006834300140198403	0.30752548039404926	n
N0.HOG0000861	0.000904338894616887	0.2835009803849938	n
N0.HOG0000862	0.0012669698088986448	0.04490605904214268	n
N0.HOG0000865	0.0010881908292034244	0.13048416635304186	x
N0.HOG0000866	-0.0008468643568938178	0.33731350062512766	n
N0.HOG0000867	-0.0003194093726032045	0.7433327063938592	n
N0.HOG0000869	0.0004931471343931601	0.4657877295955518	x
N0.HOG0000870	0.0018523176045599978	0.0019694676226412818	x
N0.HOG0000875	0.0	1.0	x
N0.HOG0000877	0.00040285494770591045	0.2025370315590372	x
N0.HOG0000878	0.0	1.0	x
N0.HOG0000879	3.235147069001417e-05	0.9422003530511648	x
N0.HOG0000881	2.231472156988378e-05	0.9266241907510523	x
N0.HOG0000882	8.999313275683975e-06	0.9659939511623504	x
N0.HOG0000883	0.00040285494770591045	0.2025370315590372	x
