#FamilyID	pvalue	Significant at 0.05
N0.HOG0002972	0.806	n
N0.HOG0002973	0.873	n
N0.HOG0002974	0.575	n
N0.HOG0002975	0.552	n
N0.HOG0002976	0.97	n
N0.HOG0002978	0.743	n
N0.HOG0002979	0.9	n
N0.HOG0002980	0.674	n
N0.HOG0002982	0.918	n
N0.HOG0002983	0.826	n
N0.HOG0002984	0.875	n
N0.HOG0002985	0.84	n
N0.HOG0002986	0.663	n
N0.HOG0002987	0.837	n
N0.HOG0002988	0.76	n
N0.HOG0002989	0.864	n
N0.HOG0002990	0.896	n
N0.HOG0002991	0.894	n
N0.HOG0002992	0.918	n
N0.HOG0002993	0.817	n
N0.HOG0002994	0.893	n
N0.HOG0002995	0.769	n
N0.HOG0002997	0.879	n
N0.HOG0002998	0.762	n
N0.HOG0003000	0.707	n
N0.HOG0003001	0.893	n
N0.HOG0003003	0.77	n
N0.HOG0003004	0.89	n
N0.HOG0003006	0.999	n
N0.HOG0003007	0.78	n
N0.HOG0003009	0.903	n
N0.HOG0003011	0.697	n
N0.HOG0003012	0.777	n
N0.HOG0003013	0.905	n
N0.HOG0003014	0.841	n
N0.HOG0003015	0.889	n
N0.HOG0003016	0.89	n
N0.HOG0003017	0.931	n
N0.HOG0003020	0.899	n
N0.HOG0003021	0.743	n
N0.HOG0003022	0.966	n
N0.HOG0003023	0.944	n
N0.HOG0003024	0.894	n
N0.HOG0003027	0.673	n
N0.HOG0003028	0.722	n
N0.HOG0003029	0.678	n
N0.HOG0003030	0.889	n
N0.HOG0003031	0.95	n
N0.HOG0003032	0.928	n
N0.HOG0003034	0.806	n
N0.HOG0003035	0.75	n
N0.HOG0003036	0.86	n
N0.HOG0003037	0.548	n
N0.HOG0003039	0.842	n
N0.HOG0003040	0.741	n
N0.HOG0003041	0.854	n
N0.HOG0003042	0.729	n
N0.HOG0003043	0.842	n
N0.HOG0003044	0.903	n
N0.HOG0003045	0.907	n
N0.HOG0003046	0.936	n
N0.HOG0003047	0.91	n
N0.HOG0003048	0.84	n
N0.HOG0003049	0.821	n
N0.HOG0003051	0.624	n
N0.HOG0003052	0.752	n
N0.HOG0003053	0.72	n
N0.HOG0003055	0.785	n
N0.HOG0003061	0.425	n
N0.HOG0003064	0.53	n
N0.HOG0003065	0.627	n
N0.HOG0003068	0.414	n
N0.HOG0003072	0.376	n
N0.HOG0003103	0.911	n
N0.HOG0003104	0.834	n
N0.HOG0003105	0.729	n
N0.HOG0003106	0.96	n
N0.HOG0003107	0.9	n
N0.HOG0003108	0.708	n
N0.HOG0003109	0.9	n
N0.HOG0003110	0.873	n
N0.HOG0003111	0.643	n
N0.HOG0003113	0.876	n
N0.HOG0003115	0.783	n
N0.HOG0003118	0.94	n
N0.HOG0003119	0.271	n
N0.HOG0003120	0.834	n
N0.HOG0003121	0.716	n
N0.HOG0003122	0.793	n
N0.HOG0003125	0.893	n
N0.HOG0003132	0.994	n
N0.HOG0003136	0.818	n
N0.HOG0003139	0.928	n
N0.HOG0003140	0.917	n
N0.HOG0003141	0.907	n
N0.HOG0003144	0.567	n
N0.HOG0003145	0.837	n
N0.HOG0003146	0.793	n
N0.HOG0003147	0.853	n
N0.HOG0003148	0.648	n
N0.HOG0003150	0.812	n
N0.HOG0003151	0.915	n
N0.HOG0003152	0.764	n
N0.HOG0003154	0.905	n
N0.HOG0003155	0.724	n
N0.HOG0003156	0.743	n
N0.HOG0003157	0.789	n
N0.HOG0003158	0.932	n
N0.HOG0003159	0.629	n
N0.HOG0003160	0.85	n
N0.HOG0003161	0.807	n
N0.HOG0003162	0.803	n
N0.HOG0003163	0.946	n
N0.HOG0003164	0.795	n
N0.HOG0003165	0.753	n
N0.HOG0003166	0.794	n
N0.HOG0003167	0.809	n
N0.HOG0003168	0.544	n
N0.HOG0003169	0.928	n
N0.HOG0003170	0.905	n
N0.HOG0003171	0.863	n
N0.HOG0003172	0.9	n
N0.HOG0003173	0.742	n
N0.HOG0003174	0.674	n
N0.HOG0003175	0.884	n
N0.HOG0003176	0.931	n
N0.HOG0003177	0.668	n
N0.HOG0003178	0.932	n
N0.HOG0003179	0.808	n
N0.HOG0003180	0.843	n
N0.HOG0003181	0.927	n
N0.HOG0003182	0.84	n
N0.HOG0003183	0.639	n
N0.HOG0003184	0.776	n
N0.HOG0003186	0.587	n
N0.HOG0003187	0.98	n
N0.HOG0003188	0.904	n
N0.HOG0003189	0.969	n
N0.HOG0003190	0.903	n
N0.HOG0003191	0.692	n
N0.HOG0003192	0.925	n
N0.HOG0003193	0.98	n
N0.HOG0003194	0.883	n
N0.HOG0003196	0.653	n
N0.HOG0003197	0.869	n
N0.HOG0003199	0.66	n
N0.HOG0003200	0.962	n
N0.HOG0003201	0.813	n
N0.HOG0003203	0.956	n
N0.HOG0003204	0.724	n
N0.HOG0003205	0.707	n
N0.HOG0003206	0.806	n
N0.HOG0003207	0.713	n
N0.HOG0003208	0.927	n
N0.HOG0003209	0.774	n
N0.HOG0003211	0.903	n
N0.HOG0003212	0.795	n
N0.HOG0003213	0.932	n
N0.HOG0003214	0.869	n
N0.HOG0003215	0.759	n
N0.HOG0003216	0.904	n
N0.HOG0003217	0.864	n
N0.HOG0003218	0.723	n
N0.HOG0003219	0.859	n
N0.HOG0003221	0.885	n
N0.HOG0003223	0.516	n
N0.HOG0003224	0.804	n
N0.HOG0003226	0.319	n
N0.HOG0003227	0.795	n
N0.HOG0003229	0.976	n
N0.HOG0003230	0.899	n
N0.HOG0003231	0.77	n
N0.HOG0003232	0.972	n
N0.HOG0003233	0.963	n
N0.HOG0003234	0.945	n
N0.HOG0003235	0.811	n
N0.HOG0003236	0.849	n
N0.HOG0003238	0.808	n
N0.HOG0003239	0.854	n
N0.HOG0003240	0.956	n
N0.HOG0003241	0.859	n
N0.HOG0003242	0.703	n
N0.HOG0003243	0.96	n
N0.HOG0003244	0.816	n
N0.HOG0003245	0.721	n
N0.HOG0003246	0.859	n
N0.HOG0003247	0.931	n
N0.HOG0003248	0.724	n
N0.HOG0003250	0.834	n
N0.HOG0003251	0.83	n
N0.HOG0003252	0.931	n
N0.HOG0003253	0.939	n
N0.HOG0003254	0.9	n
N0.HOG0003257	0.917	n
N0.HOG0003258	0.777	n
N0.HOG0003259	0.153	n
N0.HOG0003260	0.83	n
N0.HOG0003261	0.847	n
N0.HOG0003262	0.988	n
N0.HOG0003263	0.923	n
N0.HOG0003264	0.951	n
N0.HOG0003265	0.808	n
N0.HOG0003266	0.762	n
N0.HOG0003267	0.972	n
N0.HOG0003269	0.993	n
N0.HOG0003271	0.694	n
N0.HOG0003272	0.799	n
N0.HOG0003273	0.715	n
N0.HOG0003274	0.837	n
N0.HOG0003275	0.883	n
N0.HOG0003276	0.691	n
N0.HOG0003277	0.799	n
N0.HOG0003278	0.71	n
N0.HOG0003279	0.869	n
N0.HOG0003282	0.876	n
N0.HOG0003283	0.876	n
N0.HOG0003285	0.806	n
N0.HOG0003286	0.441	n
N0.HOG0003288	0.41	n
N0.HOG0003289	0.752	n
N0.HOG0003290	0.962	n
N0.HOG0003291	0.781	n
N0.HOG0003292	0.912	n
N0.HOG0003293	0.905	n
N0.HOG0003295	0.809	n
N0.HOG0003296	0.803	n
N0.HOG0003298	0.728	n
N0.HOG0003299	0.751	n
N0.HOG0003300	0.852	n
N0.HOG0003301	0.96	n
N0.HOG0003302	0.904	n
N0.HOG0003304	0.724	n
N0.HOG0003305	0.853	n
N0.HOG0003306	0.9	n
N0.HOG0003307	0.897	n
N0.HOG0003308	0.857	n
N0.HOG0003309	0.856	n
N0.HOG0003311	0.816	n
N0.HOG0003312	0.856	n
N0.HOG0003313	0.969	n
N0.HOG0003314	0.873	n
N0.HOG0003315	0.527	n
N0.HOG0003316	0.924	n
N0.HOG0003317	0.843	n
N0.HOG0003318	0.927	n
N0.HOG0003319	0.885	n
N0.HOG0003320	0.946	n
N0.HOG0003321	0.873	n
N0.HOG0003322	0.784	n
N0.HOG0003324	0.864	n
N0.HOG0003325	0.808	n
N0.HOG0003326	0.89	n
N0.HOG0003327	0.93	n
N0.HOG0003328	0.793	n
N0.HOG0003329	0.957	n
N0.HOG0003330	0.67	n
N0.HOG0003331	0.808	n
N0.HOG0003332	0.869	n
N0.HOG0003333	0.947	n
N0.HOG0003335	0.774	n
N0.HOG0003336	0.751	n
N0.HOG0003337	0.779	n
N0.HOG0003338	0.905	n
N0.HOG0003339	0.71	n
N0.HOG0003340	0.786	n
N0.HOG0003341	0.944	n
N0.HOG0003342	0.64	n
N0.HOG0003343	0.741	n
N0.HOG0003344	0.793	n
N0.HOG0003345	0.775	n
N0.HOG0003346	0.932	n
N0.HOG0003347	0.916	n
N0.HOG0003348	0.871	n
N0.HOG0003349	0.863	n
N0.HOG0003351	0.583	n
N0.HOG0003352	0.446	n
N0.HOG0003353	0.89	n
N0.HOG0003355	0.764	n
N0.HOG0003356	0.863	n
N0.HOG0003357	0.936	n
N0.HOG0003358	0.9	n
N0.HOG0003359	0.772	n
N0.HOG0003360	0.797	n
N0.HOG0003361	0.914	n
N0.HOG0003362	0.91	n
N0.HOG0003363	0.774	n
N0.HOG0003364	0.749	n
N0.HOG0003366	0.783	n
N0.HOG0003367	0.713	n
N0.HOG0003369	0.595	n
N0.HOG0003371	0.806	n
N0.HOG0003372	0.725	n
N0.HOG0003373	0.777	n
N0.HOG0003374	0.76	n
N0.HOG0003375	0.923	n
N0.HOG0003377	0.869	n
N0.HOG0003378	0.903	n
N0.HOG0003379	0.742	n
N0.HOG0003380	0.729	n
N0.HOG0003381	0.927	n
N0.HOG0003382	0.923	n
N0.HOG0003383	0.752	n
N0.HOG0003384	0.933	n
N0.HOG0003385	0.724	n
N0.HOG0003387	0.903	n
N0.HOG0003388	0.715	n
N0.HOG0003390	0.292	n
N0.HOG0003393	0.887	n
N0.HOG0003394	0.754	n
N0.HOG0003395	0.995	n
N0.HOG0003397	0.821	n
N0.HOG0003398	0.999	n
N0.HOG0003400	0.857	n
N0.HOG0003401	0.741	n
N0.HOG0003402	0.716	n
N0.HOG0003403	0.764	n
N0.HOG0003404	0.762	n
N0.HOG0003405	0.958	n
N0.HOG0003406	0.733	n
N0.HOG0003407	0.485	n
N0.HOG0003408	0.731	n
N0.HOG0003409	0.985	n
N0.HOG0003410	0.933	n
N0.HOG0003411	0.768	n
N0.HOG0003412	0.95	n
N0.HOG0003414	0.729	n
N0.HOG0003415	0.783	n
N0.HOG0003417	0.84	n
N0.HOG0003418	0.903	n
N0.HOG0003419	0.804	n
N0.HOG0003421	0.779	n
N0.HOG0003422	0.873	n
N0.HOG0003423	0.756	n
N0.HOG0003424	0.932	n
N0.HOG0003425	0.776	n
N0.HOG0003426	0.806	n
N0.HOG0003427	0.917	n
N0.HOG0003428	0.905	n
N0.HOG0003429	0.845	n
N0.HOG0003430	0.875	n
N0.HOG0003431	0.96	n
N0.HOG0003434	0.876	n
N0.HOG0003435	0.721	n
N0.HOG0003436	0.89	n
N0.HOG0003437	0.985	n
N0.HOG0003438	0.794	n
N0.HOG0003439	0.918	n
N0.HOG0003440	0.802	n
N0.HOG0003441	0.875	n
N0.HOG0003442	0.89	n
N0.HOG0003443	0.805	n
N0.HOG0003444	0.945	n
N0.HOG0003446	0.752	n
N0.HOG0003447	0.65	n
N0.HOG0003448	0.905	n
N0.HOG0003450	0.874	n
N0.HOG0003451	0.869	n
N0.HOG0003452	0.927	n
N0.HOG0003453	0.741	n
N0.HOG0003454	0.735	n
N0.HOG0003455	0.902	n
N0.HOG0003457	0.789	n
N0.HOG0003458	0.775	n
N0.HOG0003459	0.737	n
N0.HOG0003461	0.806	n
N0.HOG0003462	0.912	n
N0.HOG0003463	0.742	n
N0.HOG0003464	0.899	n
N0.HOG0003465	0.928	n
N0.HOG0003466	0.827	n
N0.HOG0003467	0.934	n
N0.HOG0003468	0.786	n
N0.HOG0003469	0.772	n
N0.HOG0003470	0.91	n
N0.HOG0003471	0.774	n
N0.HOG0003472	0.9	n
N0.HOG0003473	0.733	n
N0.HOG0003474	0.987	n
N0.HOG0003476	0.75	n
N0.HOG0003478	0	y
N0.HOG0003479	0.799	n
N0.HOG0003480	0.678	n
N0.HOG0003481	0.799	n
N0.HOG0003482	0.94	n
N0.HOG0003483	0.931	n
N0.HOG0003484	0.943	n
N0.HOG0003485	0.822	n
N0.HOG0003486	0.808	n
N0.HOG0003487	0.856	n
N0.HOG0003488	0.884	n
N0.HOG0003489	0.907	n
N0.HOG0003490	0.756	n
N0.HOG0003491	0.978	n
N0.HOG0003492	0.724	n
N0.HOG0003494	0.932	n
N0.HOG0003495	0.929	n
N0.HOG0003496	0.926	n
N0.HOG0003497	0.741	n
N0.HOG0003498	0.789	n
N0.HOG0003499	0.678	n
N0.HOG0003500	0.762	n
N0.HOG0003501	0.887	n
N0.HOG0003502	0.764	n
N0.HOG0003503	0.903	n
N0.HOG0003504	0.943	n
N0.HOG0003505	0.905	n
N0.HOG0003507	0.599	n
N0.HOG0003508	0.887	n
N0.HOG0003509	0.935	n
N0.HOG0003510	0.817	n
N0.HOG0003511	0.886	n
N0.HOG0003513	0.75	n
N0.HOG0003517	0.873	n
N0.HOG0003519	0.77	n
N0.HOG0003523	0.542	n
N0.HOG0003526	0.759	n
N0.HOG0003531	0.772	n
N0.HOG0003532	0.96	n
N0.HOG0003535	0.678	n
N0.HOG0003540	0.461	n
N0.HOG0003573	0.819	n
N0.HOG0003575	0.897	n
N0.HOG0003576	0.805	n
N0.HOG0003577	0.786	n
N0.HOG0003582	0.831	n
N0.HOG0003583	0.927	n
N0.HOG0003585	0.793	n
N0.HOG0003586	0.798	n
N0.HOG0003587	0.907	n
N0.HOG0003588	0.784	n
N0.HOG0003590	0.793	n
N0.HOG0003591	0.793	n
N0.HOG0003593	0.436	n
N0.HOG0003594	0.41	n
N0.HOG0003595	0.814	n
N0.HOG0003596	0.777	n
N0.HOG0003597	0.809	n
N0.HOG0003600	0.785	n
N0.HOG0003602	0.623	n
N0.HOG0003604	0.808	n
N0.HOG0003606	0.676	n
N0.HOG0003607	0.785	n
N0.HOG0003608	0.92	n
N0.HOG0003609	0.98	n
N0.HOG0003610	0.702	n
N0.HOG0003611	0.938	n
N0.HOG0003613	0.785	n
N0.HOG0003614	0.927	n
N0.HOG0003615	0.844	n
N0.HOG0003616	0.819	n
N0.HOG0003617	0.831	n
N0.HOG0003618	0.785	n
N0.HOG0003619	0.924	n
N0.HOG0003620	0.806	n
N0.HOG0003623	0.789	n
N0.HOG0003624	0.783	n
N0.HOG0003625	0.945	n
N0.HOG0003627	0.84	n
N0.HOG0003629	0.928	n
N0.HOG0003631	0.95	n
N0.HOG0003632	0.783	n
N0.HOG0003633	0.837	n
N0.HOG0003634	0.84	n
N0.HOG0003635	0.836	n
N0.HOG0003636	0.927	n
N0.HOG0003637	0.932	n
N0.HOG0003639	0.95	n
N0.HOG0003640	0.844	n
N0.HOG0003641	0.689	n
N0.HOG0003642	0.271	n
N0.HOG0003643	0.784	n
N0.HOG0003644	0.852	n
N0.HOG0003645	0.796	n
N0.HOG0003646	0.735	n
N0.HOG0003647	0.755	n
N0.HOG0003648	0.86	n
N0.HOG0003649	0.456	n
N0.HOG0003651	0.867	n
N0.HOG0003653	0.843	n
N0.HOG0003654	0.825	n
N0.HOG0003655	0.836	n
N0.HOG0003656	0.638	n
N0.HOG0003657	0.826	n
N0.HOG0003659	0.715	n
N0.HOG0003660	0.821	n
N0.HOG0003662	0.784	n
N0.HOG0003663	0.931	n
N0.HOG0003664	0.918	n
N0.HOG0003666	0.817	n
N0.HOG0003667	0.703	n
N0.HOG0003668	0.01	y
N0.HOG0003669	0.844	n
N0.HOG0003671	0.918	n
N0.HOG0003672	0.78	n
N0.HOG0003673	0.797	n
N0.HOG0003674	0.843	n
N0.HOG0003676	0.994	n
N0.HOG0003677	0.831	n
N0.HOG0003678	0.837	n
N0.HOG0003679	0.882	n
N0.HOG0003680	0.817	n
N0.HOG0003681	0.793	n
N0.HOG0003682	0.931	n
N0.HOG0003685	0.944	n
N0.HOG0003686	0.808	n
N0.HOG0003687	0.793	n
N0.HOG0003688	0.932	n
N0.HOG0003689	0.833	n
N0.HOG0003690	0.977	n
N0.HOG0003691	0.604	n
N0.HOG0003692	0.733	n
N0.HOG0003694	0.924	n
N0.HOG0003695	0.843	n
N0.HOG0003697	0.922	n
N0.HOG0003698	0.663	n
N0.HOG0003699	0.702	n
N0.HOG0003700	0.92	n
N0.HOG0003701	0.823	n
N0.HOG0003702	0.537	n
N0.HOG0003703	0.784	n
N0.HOG0003704	0.784	n
N0.HOG0003705	0.939	n
N0.HOG0003706	0.904	n
N0.HOG0003707	0.76	n
N0.HOG0003708	0.83	n
N0.HOG0003709	0.498	n
N0.HOG0003710	0.932	n
N0.HOG0003711	0.821	n
N0.HOG0003712	0.775	n
N0.HOG0003713	0.786	n
N0.HOG0003714	0.983	n
N0.HOG0003716	0.943	n
N0.HOG0003717	0.785	n
N0.HOG0003718	0.739	n
N0.HOG0003719	0.867	n
N0.HOG0003720	0.918	n
N0.HOG0003721	0.829	n
N0.HOG0003723	0.963	n
N0.HOG0003724	0.945	n
N0.HOG0003726	0.922	n
N0.HOG0003729	0.918	n
N0.HOG0003730	0.776	n
N0.HOG0003731	0.275	n
N0.HOG0003732	0.821	n
N0.HOG0003733	0.825	n
N0.HOG0003734	0.646	n
N0.HOG0003735	0.646	n
N0.HOG0003736	0.593	n
N0.HOG0003739	0.683	n
N0.HOG0003741	0.883	n
N0.HOG0003743	0.764	n
N0.HOG0003746	0.775	n
N0.HOG0003748	0.947	n
N0.HOG0003749	0.783	n
N0.HOG0003750	0.835	n
N0.HOG0003751	0.83	n
N0.HOG0003752	0.802	n
N0.HOG0003753	0.838	n
N0.HOG0003754	0.793	n
N0.HOG0003755	0.811	n
N0.HOG0003756	0.844	n
N0.HOG0003757	0.821	n
N0.HOG0003758	0.807	n
N0.HOG0003759	0.646	n
N0.HOG0003760	0.83	n
N0.HOG0003761	0.784	n
N0.HOG0003762	0.933	n
N0.HOG0003764	0.797	n
N0.HOG0003765	0.96	n
N0.HOG0003766	0.945	n
N0.HOG0003767	0.881	n
N0.HOG0003768	0.844	n
N0.HOG0003769	0.992	n
N0.HOG0003770	0.764	n
N0.HOG0003773	0.785	n
N0.HOG0003774	0.945	n
N0.HOG0003775	0.88	n
N0.HOG0003776	0.829	n
N0.HOG0003777	0.96	n
N0.HOG0003778	0.91	n
N0.HOG0003779	0.795	n
N0.HOG0003780	0.807	n
N0.HOG0003782	0.808	n
N0.HOG0003783	0.845	n
N0.HOG0003785	0.787	n
N0.HOG0003786	0.694	n
N0.HOG0003787	0.837	n
N0.HOG0003788	0.786	n
N0.HOG0003789	0.533	n
N0.HOG0003790	0.69	n
N0.HOG0003791	0.924	n
N0.HOG0003793	0.884	n
N0.HOG0003794	0.945	n
N0.HOG0003795	0.656	n
N0.HOG0003796	0.71	n
N0.HOG0003798	0.924	n
N0.HOG0003799	0.9	n
N0.HOG0003800	0.789	n
N0.HOG0003801	0.844	n
N0.HOG0003802	0.783	n
N0.HOG0003803	0.808	n
N0.HOG0003804	0.833	n
N0.HOG0003805	0.838	n
N0.HOG0003807	0.789	n
N0.HOG0003808	0.982	n
N0.HOG0003809	0.932	n
N0.HOG0003810	0.927	n
N0.HOG0003811	0.931	n
N0.HOG0003812	0.841	n
N0.HOG0003813	0.924	n
N0.HOG0003814	0.845	n
N0.HOG0003815	0.802	n
N0.HOG0003816	0.95	n
N0.HOG0003817	0.817	n
N0.HOG0003818	0.927	n
N0.HOG0003819	0.77	n
N0.HOG0003820	0.835	n
N0.HOG0003821	0.817	n
N0.HOG0003822	0.519	n
N0.HOG0003823	0.847	n
N0.HOG0003824	0.775	n
N0.HOG0003825	0.979	n
N0.HOG0003826	0.834	n
N0.HOG0003827	0.793	n
N0.HOG0003828	0.938	n
N0.HOG0003829	0.632	n
N0.HOG0003831	0.797	n
N0.HOG0003833	0.735	n
N0.HOG0003834	0.757	n
N0.HOG0003835	0.825	n
N0.HOG0003836	0.286	n
N0.HOG0003837	0.983	n
N0.HOG0003838	0.957	n
N0.HOG0003839	0.696	n
N0.HOG0003840	0.82	n
N0.HOG0003841	0.859	n
N0.HOG0003842	0.567	n
N0.HOG0003843	0.783	n
N0.HOG0003844	0.769	n
N0.HOG0003845	0.665	n
N0.HOG0003846	0.893	n
N0.HOG0003847	0.793	n
N0.HOG0003848	0.977	n
N0.HOG0003849	0.806	n
N0.HOG0003851	0.96	n
N0.HOG0003853	0.844	n
N0.HOG0003854	0.783	n
N0.HOG0003855	0.918	n
N0.HOG0003856	0.819	n
N0.HOG0003857	0.945	n
N0.HOG0003858	0.981	n
N0.HOG0003860	0.783	n
N0.HOG0003861	0.68	n
N0.HOG0003862	0.849	n
N0.HOG0003863	0.797	n
N0.HOG0003865	0.918	n
N0.HOG0003867	0.902	n
N0.HOG0003868	0.95	n
N0.HOG0003869	0.781	n
N0.HOG0003871	0.966	n
N0.HOG0003872	0.805	n
N0.HOG0003873	0.837	n
N0.HOG0003874	0.805	n
N0.HOG0003875	0.945	n
N0.HOG0003876	0.728	n
N0.HOG0003877	0.816	n
N0.HOG0003878	0.938	n
N0.HOG0003879	0.793	n
N0.HOG0003880	0.789	n
N0.HOG0003881	0.838	n
N0.HOG0003882	0.933	n
N0.HOG0003883	0.924	n
N0.HOG0003884	0.783	n
N0.HOG0003885	0.982	n
N0.HOG0003886	0.826	n
N0.HOG0003887	0.95	n
N0.HOG0003889	0.949	n
N0.HOG0003890	0.797	n
N0.HOG0003892	0.818	n
N0.HOG0003894	0.927	n
N0.HOG0003895	0.918	n
N0.HOG0003896	0.927	n
N0.HOG0003897	0.945	n
N0.HOG0003898	0.932	n
N0.HOG0003901	0.95	n
N0.HOG0003902	0.793	n
N0.HOG0003903	0.816	n
N0.HOG0003905	0.847	n
N0.HOG0003906	0.785	n
N0.HOG0003907	0.78	n
N0.HOG0003908	0.776	n
N0.HOG0003909	0.919	n
N0.HOG0003910	0.991	n
N0.HOG0003911	0.927	n
N0.HOG0003912	0.53	n
N0.HOG0003913	0.708	n
N0.HOG0003914	0.887	n
N0.HOG0003916	0.856	n
N0.HOG0003917	0.95	n
N0.HOG0003918	0.792	n
N0.HOG0003919	0.83	n
N0.HOG0003920	0.781	n
N0.HOG0003921	0.713	n
N0.HOG0003922	0.939	n
N0.HOG0003923	0.927	n
N0.HOG0003926	0.783	n
N0.HOG0003927	0.922	n
N0.HOG0003929	0.781	n
N0.HOG0003930	0.978	n
N0.HOG0003931	0.983	n
N0.HOG0003932	0.69	n
N0.HOG0003933	0.702	n
N0.HOG0003934	0.843	n
N0.HOG0003935	0.809	n
N0.HOG0003936	0.819	n
N0.HOG0003937	0.931	n
N0.HOG0003938	0.83	n
N0.HOG0003939	0.92	n
N0.HOG0003941	0.943	n
N0.HOG0003942	0.927	n
N0.HOG0003943	0.843	n
N0.HOG0003944	0.928	n
N0.HOG0003946	0.804	n
N0.HOG0003947	0.781	n
N0.HOG0003948	0.937	n
N0.HOG0003949	0.864	n
N0.HOG0003950	0.937	n
N0.HOG0003951	0.792	n
N0.HOG0003952	0.785	n
N0.HOG0003953	0.86	n
N0.HOG0003954	0.82	n
N0.HOG0003955	0.784	n
N0.HOG0003956	0.794	n
N0.HOG0003957	0.813	n
N0.HOG0003958	0.962	n
N0.HOG0003959	0.837	n
N0.HOG0003960	0.806	n
N0.HOG0003961	0.844	n
N0.HOG0003962	0.814	n
N0.HOG0003963	0.944	n
N0.HOG0003964	0.537	n
N0.HOG0003965	0.785	n
N0.HOG0003967	0.651	n
N0.HOG0003968	0.808	n
N0.HOG0003969	0.786	n
N0.HOG0003970	0.968	n
N0.HOG0003971	0.814	n
N0.HOG0003972	0.747	n
N0.HOG0003974	0.797	n
N0.HOG0003975	0.943	n
N0.HOG0003976	0.831	n
N0.HOG0003978	0.655	n
N0.HOG0003979	0.868	n
N0.HOG0003981	0.808	n
N0.HOG0003982	0.775	n
N0.HOG0003983	0.966	n
N0.HOG0003984	0.684	n
N0.HOG0003985	0.958	n
N0.HOG0003986	0.944	n
N0.HOG0003987	0.793	n
N0.HOG0003988	0.926	n
N0.HOG0003989	0.936	n
N0.HOG0003991	0.927	n
N0.HOG0003992	0.945	n
N0.HOG0003993	0.927	n
N0.HOG0003994	0.933	n
N0.HOG0003995	0.945	n
N0.HOG0003996	0.909	n
N0.HOG0003997	0.922	n
N0.HOG0003998	0.801	n
N0.HOG0003999	0.927	n
N0.HOG0004000	0.833	n
N0.HOG0004001	0.975	n
N0.HOG0004002	0.931	n
N0.HOG0004003	0.844	n
N0.HOG0004004	0.702	n
N0.HOG0004005	0.963	n
N0.HOG0004006	0.943	n
N0.HOG0004007	0.931	n
N0.HOG0004008	0.786	n
N0.HOG0004010	0.378	n
N0.HOG0004011	0.982	n
N0.HOG0004012	0.808	n
N0.HOG0004013	0.931	n
N0.HOG0004014	0.966	n
N0.HOG0004015	0.92	n
N0.HOG0004016	0.927	n
N0.HOG0004017	0.95	n
N0.HOG0004018	0.95	n
N0.HOG0004021	0.535	n
N0.HOG0004022	0.836	n
N0.HOG0004023	0.793	n
N0.HOG0004025	0.799	n
N0.HOG0004026	0.776	n
N0.HOG0004027	0.784	n
N0.HOG0004028	0.977	n
N0.HOG0004030	0.964	n
N0.HOG0004031	0.854	n
N0.HOG0004032	0.821	n
N0.HOG0004033	0.792	n
N0.HOG0004034	0.836	n
N0.HOG0004035	0.818	n
N0.HOG0004036	0.781	n
N0.HOG0004037	0.831	n
N0.HOG0004038	0.806	n
N0.HOG0004039	0.945	n
N0.HOG0004040	0.782	n
N0.HOG0004041	0.982	n
N0.HOG0004042	0.456	n
N0.HOG0004043	0.87	n
N0.HOG0004044	0.82	n
N0.HOG0004045	0.936	n
N0.HOG0004046	0.927	n
N0.HOG0004047	0.809	n
N0.HOG0004048	0.937	n
N0.HOG0004050	0.836	n
N0.HOG0004051	0.784	n
N0.HOG0004052	0.945	n
N0.HOG0004053	0.792	n
N0.HOG0004054	0.819	n
N0.HOG0004055	0.886	n
N0.HOG0004056	0.819	n
N0.HOG0004057	0.821	n
N0.HOG0004058	0.862	n
N0.HOG0004059	0.759	n
N0.HOG0004060	0.772	n
N0.HOG0004061	0.792	n
N0.HOG0004062	0.838	n
N0.HOG0004063	0.814	n
N0.HOG0004064	0.927	n
N0.HOG0004067	0.786	n
N0.HOG0004068	0.834	n
N0.HOG0004069	0.819	n
N0.HOG0004070	0.924	n
N0.HOG0004071	0.92	n
N0.HOG0004072	0.927	n
N0.HOG0004073	0.844	n
N0.HOG0004074	0.82	n
N0.HOG0004075	0.798	n
N0.HOG0004076	0.59	n
N0.HOG0004077	0.544	n
N0.HOG0004078	0.945	n
N0.HOG0004079	0.937	n
N0.HOG0004080	0.818	n
N0.HOG0004081	0.943	n
N0.HOG0004083	0.943	n
N0.HOG0004084	0.917	n
N0.HOG0004085	0.862	n
N0.HOG0004086	0.852	n
N0.HOG0004087	0.84	n
N0.HOG0004088	0.785	n
N0.HOG0004089	0.728	n
N0.HOG0004090	0.918	n
N0.HOG0004091	0.978	n
N0.HOG0004092	0.819	n
N0.HOG0004093	0.927	n
N0.HOG0004094	0.983	n
N0.HOG0004095	0.806	n
N0.HOG0004096	0.837	n
N0.HOG0004097	0.69	n
N0.HOG0004098	0.344	n
N0.HOG0004099	0.86	n
N0.HOG0004100	0.784	n
N0.HOG0004101	0.783	n
N0.HOG0004102	0.548	n
N0.HOG0004103	0.783	n
N0.HOG0004104	0.832	n
N0.HOG0004105	0.831	n
N0.HOG0004106	0.831	n
N0.HOG0004107	0.821	n
N0.HOG0004108	0.793	n
N0.HOG0004109	0.983	n
N0.HOG0004110	0.819	n
