#FamilyID	pvalue	Significant at 0.05
N0.HOG0001646	0.899	n
N0.HOG0001647	0.854	n
N0.HOG0001650	0.715	n
N0.HOG0001651	0.836	n
N0.HOG0001652	0.789	n
N0.HOG0001654	0.999	n
N0.HOG0001655	0.917	n
N0.HOG0001657	0.604	n
N0.HOG0001658	0.863	n
N0.HOG0001659	0.916	n
N0.HOG0001660	0.782	n
N0.HOG0001661	0.782	n
N0.HOG0001663	0.873	n
N0.HOG0001664	0.732	n
N0.HOG0001665	0.873	n
N0.HOG0001666	0.641	n
N0.HOG0001668	0.704	n
N0.HOG0001669	0.843	n
N0.HOG0001670	0.844	n
N0.HOG0001671	0.645	n
N0.HOG0001672	0.821	n
N0.HOG0001673	0.917	n
N0.HOG0001675	0.867	n
N0.HOG0001676	0.897	n
N0.HOG0001677	0.801	n
N0.HOG0001678	0.519	n
N0.HOG0001680	0.655	n
N0.HOG0001682	0.9	n
N0.HOG0001683	0.86	n
N0.HOG0001684	0.838	n
N0.HOG0001685	0.716	n
N0.HOG0001686	0.536	n
N0.HOG0001687	0.999	n
N0.HOG0001688	0.834	n
N0.HOG0001689	0.611	n
N0.HOG0001690	0.922	n
N0.HOG0001691	0.773	n
N0.HOG0001692	0.7	n
N0.HOG0001693	0.801	n
N0.HOG0001695	0.764	n
N0.HOG0001696	0.861	n
N0.HOG0001697	0.714	n
N0.HOG0001698	0.939	n
N0.HOG0001699	0.917	n
N0.HOG0001700	0.136	n
N0.HOG0001701	0.733	n
N0.HOG0001702	0.726	n
N0.HOG0001703	0.813	n
N0.HOG0001706	0.472	n
N0.HOG0001707	0.141	n
N0.HOG0001708	0.716	n
N0.HOG0001709	0.816	n
N0.HOG0001711	0.693	n
N0.HOG0001713	0.333	n
N0.HOG0001715	0.031	y
N0.HOG0001716	0.902	n
N0.HOG0001717	0.331	n
N0.HOG0001719	0.984	n
N0.HOG0001720	0.873	n
N0.HOG0001721	0.701	n
N0.HOG0001722	0.583	n
N0.HOG0001723	0.788	n
N0.HOG0001724	0.85	n
N0.HOG0001725	0.928	n
N0.HOG0001726	0.675	n
N0.HOG0001727	0.299	n
N0.HOG0001729	0.634	n
N0.HOG0001730	0.055	n
N0.HOG0001731	0.822	n
N0.HOG0001734	0.457	n
N0.HOG0001735	0	y
N0.HOG0001752	0.693	n
N0.HOG0001754	0.806	n
N0.HOG0001756	0.187	n
N0.HOG0001761	0.497	n
N0.HOG0001762	0.097	n
N0.HOG0001766	0.765	n
N0.HOG0001768	0.801	n
N0.HOG0001769	0.866	n
N0.HOG0001770	0.3	n
N0.HOG0001771	0.829	n
N0.HOG0001772	0.91	n
N0.HOG0001773	0.883	n
N0.HOG0001774	0	y
N0.HOG0001776	0.941	n
N0.HOG0001777	0.714	n
N0.HOG0001778	0.802	n
N0.HOG0001779	0.686	n
N0.HOG0001780	0.788	n
N0.HOG0001781	0.708	n
N0.HOG0001782	0.742	n
N0.HOG0001783	0.769	n
N0.HOG0001784	0.715	n
N0.HOG0001786	0.842	n
N0.HOG0001787	0.588	n
N0.HOG0001789	0.681	n
N0.HOG0001790	0.92	n
N0.HOG0001792	0.777	n
N0.HOG0001793	0.345	n
N0.HOG0001794	0.363	n
N0.HOG0001796	0.725	n
N0.HOG0001797	0.939	n
N0.HOG0001798	0.856	n
N0.HOG0001799	0.773	n
N0.HOG0001800	0.932	n
N0.HOG0001802	0.799	n
N0.HOG0001803	0.616	n
N0.HOG0001804	0.873	n
N0.HOG0001805	0.887	n
N0.HOG0001807	0.909	n
N0.HOG0001808	0.9	n
N0.HOG0001809	0.585	n
N0.HOG0001810	0.842	n
N0.HOG0001811	0.431	n
N0.HOG0001812	0.927	n
N0.HOG0001813	0.927	n
N0.HOG0001814	0.668	n
N0.HOG0001816	0.518	n
N0.HOG0001817	0.63	n
N0.HOG0001819	0.89	n
N0.HOG0001821	0.799	n
N0.HOG0001822	0.12	n
N0.HOG0001823	0.687	n
N0.HOG0001824	0.986	n
N0.HOG0001825	0.873	n
N0.HOG0001826	0.304	n
N0.HOG0001827	0.014	y
N0.HOG0001828	0.673	n
N0.HOG0001829	0.603	n
N0.HOG0001830	0.825	n
N0.HOG0001831	0.394	n
N0.HOG0001833	0.796	n
N0.HOG0001834	0.63	n
N0.HOG0001835	0.983	n
N0.HOG0001836	0.708	n
N0.HOG0001837	0.042	y
N0.HOG0001839	0.887	n
N0.HOG0001840	0.786	n
N0.HOG0001841	0.804	n
N0.HOG0001842	0.745	n
N0.HOG0001843	0.835	n
N0.HOG0001844	0.41	n
N0.HOG0001845	0.845	n
N0.HOG0001846	0.641	n
N0.HOG0001847	0.752	n
N0.HOG0001851	0.28	n
N0.HOG0001872	0.777	n
N0.HOG0001877	0.561	n
N0.HOG0001880	0.854	n
N0.HOG0001881	0.72	n
N0.HOG0001884	0.843	n
N0.HOG0001885	0.766	n
N0.HOG0001886	0.145	n
N0.HOG0001887	0.653	n
N0.HOG0001888	0.737	n
N0.HOG0001889	0.821	n
N0.HOG0001890	0.673	n
N0.HOG0001891	0.681	n
N0.HOG0001892	0.131	n
N0.HOG0001893	0.624	n
N0.HOG0001894	0.68	n
N0.HOG0001895	0.752	n
N0.HOG0001897	0.821	n
N0.HOG0001899	0.825	n
N0.HOG0001900	0.361	n
N0.HOG0001901	0.85	n
N0.HOG0001902	0.9	n
N0.HOG0001904	0.752	n
N0.HOG0001905	0.593	n
N0.HOG0001906	0.882	n
N0.HOG0001907	0.537	n
N0.HOG0001911	0.643	n
N0.HOG0001912	0.186	n
N0.HOG0001914	0.849	n
N0.HOG0001916	0.719	n
N0.HOG0001917	0.757	n
N0.HOG0001919	0.928	n
N0.HOG0001920	0.886	n
N0.HOG0001922	0.835	n
N0.HOG0001923	0.932	n
N0.HOG0001924	0.698	n
N0.HOG0001926	0.721	n
N0.HOG0001927	0.196	n
N0.HOG0001928	0.882	n
N0.HOG0001929	0.703	n
N0.HOG0001930	0.939	n
N0.HOG0001931	0.73	n
N0.HOG0001934	0.953	n
N0.HOG0001935	0.743	n
N0.HOG0001936	0.096	n
N0.HOG0001937	0.921	n
N0.HOG0001938	0.622	n
N0.HOG0001939	0.624	n
N0.HOG0001940	0.894	n
N0.HOG0001941	0.924	n
N0.HOG0001943	0.621	n
N0.HOG0001944	0.782	n
N0.HOG0001945	0.276	n
N0.HOG0001946	0.916	n
N0.HOG0001948	0.866	n
N0.HOG0001949	0.658	n
N0.HOG0001950	0.615	n
N0.HOG0001951	0.834	n
N0.HOG0001952	0.899	n
N0.HOG0001954	0.821	n
N0.HOG0001955	0.866	n
N0.HOG0001957	0.06	n
N0.HOG0001960	0.379	n
N0.HOG0001961	0.035	y
N0.HOG0001962	0.277	n
N0.HOG0001963	0.507	n
N0.HOG0001970	0	y
N0.HOG0001982	0.629	n
N0.HOG0001987	0.466	n
N0.HOG0001988	0.644	n
N0.HOG0001989	0.871	n
N0.HOG0001992	0.776	n
N0.HOG0001994	0.615	n
N0.HOG0001995	0.126	n
N0.HOG0001996	0.932	n
N0.HOG0001997	0.85	n
N0.HOG0001998	0.835	n
N0.HOG0002006	0.937	n
N0.HOG0002007	0.932	n
N0.HOG0002008	0.924	n
N0.HOG0002009	0.24	n
N0.HOG0002010	0.369	n
N0.HOG0002011	0.902	n
N0.HOG0002012	0.7	n
N0.HOG0002013	0.514	n
N0.HOG0002014	0.708	n
N0.HOG0002015	0.311	n
N0.HOG0002016	0.771	n
N0.HOG0002017	0.537	n
N0.HOG0002018	0.713	n
N0.HOG0002019	0.914	n
N0.HOG0002020	0.894	n
N0.HOG0002021	0.93	n
N0.HOG0002022	0.546	n
N0.HOG0002024	0.543	n
N0.HOG0002026	0.772	n
N0.HOG0002027	0.843	n
N0.HOG0002028	0.599	n
N0.HOG0002029	0.834	n
N0.HOG0002030	0.819	n
N0.HOG0002031	0.899	n
N0.HOG0002032	0.865	n
N0.HOG0002033	0.275	n
N0.HOG0002034	0.983	n
N0.HOG0002037	0.645	n
N0.HOG0002038	0.487	n
N0.HOG0002039	0.752	n
N0.HOG0002041	0.784	n
N0.HOG0002042	0.72	n
N0.HOG0002043	0.672	n
N0.HOG0002044	0.599	n
N0.HOG0002048	0.765	n
N0.HOG0002049	0.96	n
N0.HOG0002051	0.351	n
N0.HOG0002052	0.801	n
N0.HOG0002053	0.393	n
N0.HOG0002055	0.776	n
N0.HOG0002056	0.997	n
N0.HOG0002057	0.689	n
N0.HOG0002058	0.936	n
N0.HOG0002059	0.702	n
N0.HOG0002060	0.798	n
N0.HOG0002061	0.759	n
N0.HOG0002062	0.762	n
N0.HOG0002063	0.885	n
N0.HOG0002064	0.928	n
N0.HOG0002065	0.943	n
N0.HOG0002066	0.905	n
N0.HOG0002067	0.745	n
N0.HOG0002068	0.928	n
N0.HOG0002069	0.472	n
N0.HOG0002070	0.842	n
N0.HOG0002071	0.794	n
N0.HOG0002072	0.845	n
N0.HOG0002074	0.238	n
N0.HOG0002075	0.906	n
N0.HOG0002076	0.87	n
N0.HOG0002077	0.789	n
N0.HOG0002078	0.527	n
N0.HOG0002079	0.414	n
N0.HOG0002081	0.764	n
N0.HOG0002083	0.55	n
N0.HOG0002084	0.704	n
N0.HOG0002085	0.12	n
N0.HOG0002087	0	y
N0.HOG0002111	0.726	n
N0.HOG0002112	0.591	n
N0.HOG0002121	0.933	n
N0.HOG0002123	0.7	n
N0.HOG0002126	0.773	n
N0.HOG0002127	0.999	n
N0.HOG0002129	0.76	n
N0.HOG0002132	0.203	n
N0.HOG0002133	0.833	n
N0.HOG0002135	0.691	n
N0.HOG0002138	0.254	n
N0.HOG0002139	0.715	n
N0.HOG0002140	0.142	n
N0.HOG0002141	0.695	n
N0.HOG0002144	0.602	n
N0.HOG0002145	0.897	n
N0.HOG0002146	0.803	n
N0.HOG0002147	0.918	n
N0.HOG0002148	0.979	n
N0.HOG0002149	0.945	n
N0.HOG0002150	0.842	n
N0.HOG0002152	0.398	n
N0.HOG0002153	0.743	n
N0.HOG0002154	0.935	n
N0.HOG0002155	0.759	n
N0.HOG0002157	0.734	n
N0.HOG0002158	0.792	n
N0.HOG0002159	0.664	n
N0.HOG0002160	0.896	n
N0.HOG0002161	0.887	n
N0.HOG0002162	0.814	n
N0.HOG0002163	0.751	n
N0.HOG0002164	0.846	n
N0.HOG0002165	0.776	n
N0.HOG0002166	0.829	n
N0.HOG0002170	0.865	n
N0.HOG0002172	0.25	n
N0.HOG0002173	0.879	n
N0.HOG0002175	0.953	n
N0.HOG0002176	0.68	n
N0.HOG0002177	0.689	n
N0.HOG0002179	0.786	n
N0.HOG0002180	0.562	n
N0.HOG0002181	0.744	n
N0.HOG0002182	0.845	n
N0.HOG0002183	0.738	n
N0.HOG0002185	0.521	n
N0.HOG0002186	0.817	n
N0.HOG0002187	0.983	n
N0.HOG0002188	0.753	n
N0.HOG0002189	0.966	n
N0.HOG0002191	0.945	n
N0.HOG0002192	0.761	n
N0.HOG0002196	0.795	n
N0.HOG0002198	0.689	n
N0.HOG0002199	0.786	n
N0.HOG0002200	0.889	n
N0.HOG0002201	0.503	n
N0.HOG0002202	0.941	n
N0.HOG0002204	0.769	n
N0.HOG0002205	0.577	n
N0.HOG0002206	0.819	n
N0.HOG0002207	0.759	n
N0.HOG0002208	0.803	n
N0.HOG0002209	0.698	n
N0.HOG0002210	0.931	n
N0.HOG0002211	0.69	n
N0.HOG0002212	0.767	n
N0.HOG0002214	0.607	n
N0.HOG0002215	0.354	n
N0.HOG0002216	0.519	n
N0.HOG0002218	0.907	n
N0.HOG0002219	0.898	n
N0.HOG0002221	0.103	n
N0.HOG0002222	0.522	n
N0.HOG0002223	0.847	n
N0.HOG0002224	0.815	n
N0.HOG0002225	0.906	n
N0.HOG0002226	0.871	n
N0.HOG0002227	0.376	n
N0.HOG0002228	0.408	n
N0.HOG0002229	0.779	n
N0.HOG0002230	0.777	n
N0.HOG0002231	0.767	n
N0.HOG0002232	0.506	n
N0.HOG0002233	0.927	n
N0.HOG0002234	0.871	n
N0.HOG0002235	0.79	n
N0.HOG0002236	0.613	n
N0.HOG0002237	0.575	n
N0.HOG0002238	0.815	n
N0.HOG0002239	0.404	n
N0.HOG0002241	0.466	n
N0.HOG0002242	0.829	n
N0.HOG0002243	0.739	n
N0.HOG0002245	0.717	n
N0.HOG0002247	0.029	y
N0.HOG0002273	0.905	n
N0.HOG0002276	0.567	n
N0.HOG0002277	0.836	n
N0.HOG0002279	0.908	n
N0.HOG0002281	0.118	n
N0.HOG0002283	0.552	n
N0.HOG0002284	0.773	n
N0.HOG0002288	0	y
N0.HOG0002289	0.976	n
N0.HOG0002292	0.673	n
N0.HOG0002293	0.725	n
N0.HOG0002297	0.404	n
N0.HOG0002298	0.729	n
N0.HOG0002300	0.999	n
N0.HOG0002304	0.588	n
N0.HOG0002305	0.694	n
N0.HOG0002307	0.89	n
N0.HOG0002308	0.804	n
N0.HOG0002310	0.705	n
N0.HOG0002311	0.402	n
N0.HOG0002312	0.793	n
N0.HOG0002313	0.814	n
N0.HOG0002314	0.903	n
N0.HOG0002315	0.287	n
N0.HOG0002316	0.924	n
N0.HOG0002317	0.847	n
N0.HOG0002318	0.905	n
N0.HOG0002319	0.801	n
N0.HOG0002320	0.863	n
N0.HOG0002323	0.582	n
N0.HOG0002324	0.899	n
N0.HOG0002327	0.668	n
N0.HOG0002328	0.727	n
N0.HOG0002329	0.564	n
N0.HOG0002330	0.602	n
N0.HOG0002331	0.436	n
N0.HOG0002332	0.655	n
N0.HOG0002333	0.708	n
N0.HOG0002334	0.777	n
N0.HOG0002335	0.871	n
N0.HOG0002336	0.685	n
N0.HOG0002337	0.738	n
N0.HOG0002338	0.774	n
N0.HOG0002339	0.549	n
N0.HOG0002340	0.948	n
N0.HOG0002341	0.902	n
N0.HOG0002342	0.65	n
N0.HOG0002343	0.879	n
N0.HOG0002344	0.907	n
N0.HOG0002345	0.612	n
N0.HOG0002346	0.899	n
N0.HOG0002347	0.872	n
N0.HOG0002349	0.731	n
N0.HOG0002350	0.823	n
N0.HOG0002351	0.89	n
N0.HOG0002352	0.801	n
N0.HOG0002353	0.936	n
N0.HOG0002354	0.629	n
N0.HOG0002355	0.003	y
N0.HOG0002358	0.349	n
N0.HOG0002359	0.349	n
N0.HOG0002360	0.804	n
N0.HOG0002361	0.938	n
N0.HOG0002362	0.933	n
N0.HOG0002363	0.431	n
N0.HOG0002364	0.817	n
N0.HOG0002365	0.691	n
N0.HOG0002367	0.926	n
N0.HOG0002368	0.786	n
N0.HOG0002369	0.69	n
N0.HOG0002370	0.72	n
N0.HOG0002371	0.905	n
N0.HOG0002372	0.663	n
N0.HOG0002373	0.646	n
N0.HOG0002375	0.509	n
N0.HOG0002376	0.649	n
N0.HOG0002377	0.684	n
N0.HOG0002378	0.9	n
N0.HOG0002379	0.829	n
N0.HOG0002380	0.905	n
N0.HOG0002381	0.641	n
N0.HOG0002382	0.902	n
N0.HOG0002384	0.331	n
N0.HOG0002385	0.701	n
N0.HOG0002386	0.71	n
N0.HOG0002387	0.689	n
N0.HOG0002388	0.868	n
N0.HOG0002389	0.809	n
N0.HOG0002390	0.98	n
N0.HOG0002391	0.753	n
N0.HOG0002392	0.072	n
N0.HOG0002393	0.469	n
N0.HOG0002394	0.713	n
N0.HOG0002395	0.746	n
N0.HOG0002396	0.903	n
N0.HOG0002397	0.631	n
N0.HOG0002398	0.646	n
N0.HOG0002399	0.873	n
N0.HOG0002400	0.119	n
N0.HOG0002401	0.748	n
N0.HOG0002402	0.743	n
N0.HOG0002403	0.446	n
N0.HOG0002404	0.366	n
N0.HOG0002406	0.538	n
N0.HOG0002407	0.941	n
N0.HOG0002410	0.007	y
N0.HOG0002411	0.344	n
N0.HOG0002412	0.591	n
N0.HOG0002414	0.894	n
N0.HOG0002415	0.536	n
N0.HOG0002416	0.818	n
N0.HOG0002417	0.945	n
N0.HOG0002418	0.613	n
N0.HOG0002420	0.894	n
N0.HOG0002424	0.809	n
N0.HOG0002425	0.652	n
N0.HOG0002428	0.884	n
N0.HOG0002429	0.762	n
N0.HOG0002430	0.772	n
N0.HOG0002460	0.741	n
N0.HOG0002462	0.753	n
N0.HOG0002463	0.798	n
N0.HOG0002464	0.89	n
N0.HOG0002465	0.686	n
N0.HOG0002468	0.849	n
N0.HOG0002469	0.675	n
N0.HOG0002472	0.723	n
N0.HOG0002473	0.985	n
N0.HOG0002475	0.823	n
N0.HOG0002477	0.9	n
N0.HOG0002478	0.708	n
N0.HOG0002479	0.792	n
N0.HOG0002480	0.739	n
N0.HOG0002485	0.35	n
N0.HOG0002486	0.817	n
N0.HOG0002488	0.862	n
N0.HOG0002489	0.825	n
N0.HOG0002495	0.843	n
N0.HOG0002496	0.882	n
N0.HOG0002497	0.957	n
N0.HOG0002498	0.744	n
N0.HOG0002502	0.9	n
N0.HOG0002503	0.619	n
N0.HOG0002504	0.714	n
N0.HOG0002505	0.69	n
N0.HOG0002507	0.96	n
N0.HOG0002508	0.726	n
N0.HOG0002509	0.806	n
N0.HOG0002510	0.87	n
N0.HOG0002511	0.585	n
N0.HOG0002513	0.862	n
N0.HOG0002514	0.766	n
N0.HOG0002515	0.924	n
N0.HOG0002516	0.763	n
N0.HOG0002517	0.912	n
N0.HOG0002518	0.635	n
N0.HOG0002519	0.793	n
N0.HOG0002521	0.747	n
N0.HOG0002522	0.912	n
N0.HOG0002523	0.792	n
N0.HOG0002524	0.71	n
N0.HOG0002525	0.924	n
N0.HOG0002526	0.671	n
N0.HOG0002527	0.966	n
N0.HOG0002528	0.796	n
N0.HOG0002530	0.76	n
N0.HOG0002533	0.675	n
N0.HOG0002534	0.86	n
N0.HOG0002537	0.618	n
N0.HOG0002538	0.757	n
N0.HOG0002539	0.668	n
N0.HOG0002540	0.812	n
N0.HOG0002541	0.932	n
N0.HOG0002542	0.77	n
N0.HOG0002543	0.863	n
N0.HOG0002544	0.83	n
N0.HOG0002545	0.95	n
N0.HOG0002547	0.886	n
N0.HOG0002548	0.883	n
N0.HOG0002549	0.885	n
N0.HOG0002550	0.862	n
N0.HOG0002551	0.73	n
N0.HOG0002552	0.68	n
N0.HOG0002553	0.746	n
N0.HOG0002554	0.751	n
N0.HOG0002555	0.782	n
N0.HOG0002556	0.112	n
N0.HOG0002557	0.532	n
N0.HOG0002558	0.925	n
N0.HOG0002560	0.753	n
N0.HOG0002561	0.781	n
N0.HOG0002563	0.466	n
N0.HOG0002564	0.9	n
N0.HOG0002565	0.867	n
N0.HOG0002566	0.798	n
N0.HOG0002567	0.776	n
N0.HOG0002569	0.753	n
N0.HOG0002570	0.999	n
N0.HOG0002571	0.928	n
N0.HOG0002573	0.905	n
N0.HOG0002574	0.91	n
N0.HOG0002575	0.641	n
N0.HOG0002577	0.958	n
N0.HOG0002578	0.982	n
N0.HOG0002579	0.806	n
N0.HOG0002580	0.793	n
N0.HOG0002581	0.809	n
N0.HOG0002582	0.207	n
N0.HOG0002583	0.931	n
N0.HOG0002584	0.757	n
N0.HOG0002586	0.571	n
N0.HOG0002587	0.747	n
N0.HOG0002588	0.867	n
N0.HOG0002589	0.911	n
N0.HOG0002590	0.627	n
N0.HOG0002591	0.786	n
N0.HOG0002592	0.905	n
N0.HOG0002593	0.638	n
N0.HOG0002595	0.334	n
N0.HOG0002596	0.818	n
N0.HOG0002597	0.885	n
N0.HOG0002598	0.68	n
N0.HOG0002600	0.742	n
N0.HOG0002601	0.708	n
N0.HOG0002602	0.658	n
N0.HOG0002603	0.551	n
N0.HOG0002604	0.825	n
N0.HOG0002605	0.738	n
N0.HOG0002606	0.155	n
N0.HOG0002607	0.861	n
N0.HOG0002608	0.661	n
N0.HOG0002609	0.809	n
N0.HOG0002610	0.932	n
N0.HOG0002611	0.999	n
N0.HOG0002612	0.697	n
N0.HOG0002613	0.885	n
N0.HOG0002614	0.864	n
N0.HOG0002615	0.796	n
N0.HOG0002617	0.848	n
N0.HOG0002618	0.708	n
N0.HOG0002619	0.927	n
N0.HOG0002623	0.856	n
N0.HOG0002625	0.868	n
N0.HOG0002626	0.779	n
N0.HOG0002627	0.57	n
N0.HOG0002628	0.9	n
N0.HOG0002629	0.757	n
N0.HOG0002630	0.699	n
N0.HOG0002631	0.867	n
N0.HOG0002632	0.743	n
N0.HOG0002633	0.783	n
N0.HOG0002634	0.892	n
N0.HOG0002635	0.553	n
N0.HOG0002636	0.874	n
N0.HOG0002637	0.766	n
N0.HOG0002638	0.873	n
N0.HOG0002639	0.832	n
N0.HOG0002640	0.851	n
N0.HOG0002641	0.925	n
N0.HOG0002642	0.932	n
N0.HOG0002644	0.834	n
N0.HOG0002645	0.667	n
N0.HOG0002647	0.875	n
N0.HOG0002648	0.724	n
N0.HOG0002649	0.56	n
N0.HOG0002651	0.903	n
N0.HOG0002653	0.773	n
N0.HOG0002655	0.85	n
N0.HOG0002656	0.812	n
N0.HOG0002657	0.97	n
N0.HOG0002659	0.707	n
N0.HOG0002660	0.793	n
N0.HOG0002661	0.927	n
N0.HOG0002662	0.485	n
N0.HOG0002663	0.834	n
N0.HOG0002664	0.683	n
N0.HOG0002665	0.95	n
N0.HOG0002666	0.871	n
N0.HOG0002667	0.819	n
N0.HOG0002669	0.863	n
N0.HOG0002670	0.485	n
N0.HOG0002673	0.803	n
N0.HOG0002674	0.901	n
N0.HOG0002675	0.899	n
N0.HOG0002676	0.7	n
N0.HOG0002677	0.834	n
N0.HOG0002678	0.837	n
N0.HOG0002685	0.784	n
N0.HOG0002686	0.62	n
N0.HOG0002688	0.697	n
N0.HOG0002722	0.911	n
N0.HOG0002724	0.749	n
N0.HOG0002725	0.457	n
N0.HOG0002726	0.66	n
N0.HOG0002727	0.741	n
N0.HOG0002728	0.667	n
N0.HOG0002729	0.817	n
N0.HOG0002730	0.762	n
N0.HOG0002733	0.914	n
N0.HOG0002734	0.7	n
N0.HOG0002735	0.481	n
N0.HOG0002737	0.774	n
N0.HOG0002738	0.685	n
N0.HOG0002739	0.823	n
N0.HOG0002740	0.452	n
N0.HOG0002741	0.954	n
N0.HOG0002742	0.6	n
N0.HOG0002743	0.922	n
N0.HOG0002747	0.88	n
N0.HOG0002748	0.427	n
N0.HOG0002749	0.708	n
N0.HOG0002753	0.92	n
N0.HOG0002754	0.817	n
N0.HOG0002755	0.818	n
N0.HOG0002756	0.881	n
N0.HOG0002758	0.817	n
N0.HOG0002759	0.752	n
N0.HOG0002760	0.932	n
N0.HOG0002764	0.733	n
N0.HOG0002765	0.859	n
N0.HOG0002768	0.96	n
N0.HOG0002769	0.842	n
N0.HOG0002771	0.218	n
N0.HOG0002772	0.702	n
N0.HOG0002773	0.862	n
N0.HOG0002774	0.774	n
N0.HOG0002775	0.793	n
N0.HOG0002776	0.443	n
N0.HOG0002777	0.799	n
N0.HOG0002778	0.809	n
N0.HOG0002779	0.85	n
N0.HOG0002780	0.887	n
N0.HOG0002781	0.764	n
N0.HOG0002783	0.887	n
N0.HOG0002784	0.807	n
N0.HOG0002785	0.917	n
N0.HOG0002789	0.867	n
N0.HOG0002790	0.7	n
N0.HOG0002791	0.721	n
N0.HOG0002792	0.808	n
N0.HOG0002793	0.903	n
N0.HOG0002794	0.917	n
N0.HOG0002795	0.978	n
N0.HOG0002796	0.75	n
N0.HOG0002797	0.896	n
N0.HOG0002798	0.814	n
N0.HOG0002799	0.739	n
N0.HOG0002800	0.797	n
N0.HOG0002801	0.793	n
N0.HOG0002802	0.85	n
N0.HOG0002803	0.969	n
N0.HOG0002804	0.951	n
N0.HOG0002808	0.354	n
N0.HOG0002809	0.973	n
N0.HOG0002811	0.965	n
N0.HOG0002812	0.686	n
N0.HOG0002813	0.708	n
N0.HOG0002814	0.969	n
N0.HOG0002815	0.852	n
N0.HOG0002816	0.94	n
N0.HOG0002818	0.799	n
N0.HOG0002819	0.96	n
N0.HOG0002820	0.814	n
N0.HOG0002821	0.903	n
N0.HOG0002822	0.982	n
N0.HOG0002823	0.909	n
N0.HOG0002824	0.851	n
N0.HOG0002825	0.622	n
N0.HOG0002826	0.757	n
N0.HOG0002827	0.769	n
N0.HOG0002828	0.903	n
N0.HOG0002829	0.903	n
N0.HOG0002830	0.84	n
N0.HOG0002832	0.582	n
N0.HOG0002834	0.73	n
N0.HOG0002835	0.96	n
N0.HOG0002836	0.475	n
N0.HOG0002837	0.69	n
N0.HOG0002838	0.935	n
N0.HOG0002839	0.724	n
N0.HOG0002840	0.869	n
N0.HOG0002841	0.781	n
N0.HOG0002842	0.95	n
N0.HOG0002844	0.582	n
N0.HOG0002845	0.793	n
N0.HOG0002846	0.646	n
N0.HOG0002848	0.64	n
N0.HOG0002849	0.95	n
N0.HOG0002850	0.146	n
N0.HOG0002851	0.887	n
N0.HOG0002852	0.764	n
N0.HOG0002855	0.905	n
N0.HOG0002856	0.9	n
N0.HOG0002857	0.905	n
N0.HOG0002858	0.912	n
N0.HOG0002859	0.659	n
N0.HOG0002860	0.842	n
N0.HOG0002861	0.96	n
N0.HOG0002862	0.785	n
N0.HOG0002863	0.947	n
N0.HOG0002864	0.822	n
N0.HOG0002865	0.96	n
N0.HOG0002866	0.873	n
N0.HOG0002867	0.843	n
N0.HOG0002869	0.565	n
N0.HOG0002870	0.795	n
N0.HOG0002871	0.936	n
N0.HOG0002872	0.727	n
N0.HOG0002873	0.846	n
N0.HOG0002874	0.903	n
N0.HOG0002875	0.887	n
N0.HOG0002876	0.81	n
N0.HOG0002878	0.396	n
N0.HOG0002879	0.903	n
N0.HOG0002880	0.863	n
N0.HOG0002881	0.996	n
N0.HOG0002882	0.246	n
N0.HOG0002883	0.637	n
N0.HOG0002885	0.623	n
N0.HOG0002886	0.646	n
N0.HOG0002888	0.465	n
N0.HOG0002889	0.733	n
N0.HOG0002890	0.928	n
N0.HOG0002891	0.807	n
N0.HOG0002893	0.488	n
N0.HOG0002895	0.663	n
N0.HOG0002896	0.89	n
N0.HOG0002897	0.966	n
N0.HOG0002899	0.781	n
N0.HOG0002900	0.433	n
N0.HOG0002901	0.553	n
N0.HOG0002902	0.824	n
N0.HOG0002903	0.894	n
N0.HOG0002906	0.715	n
N0.HOG0002907	0.349	n
N0.HOG0002908	0.702	n
N0.HOG0002910	0.772	n
N0.HOG0002912	0.653	n
N0.HOG0002913	0.433	n
N0.HOG0002914	0.961	n
N0.HOG0002916	0.825	n
N0.HOG0002917	0.876	n
N0.HOG0002918	0.743	n
N0.HOG0002919	0.834	n
N0.HOG0002920	0.567	n
N0.HOG0002921	0.834	n
N0.HOG0002922	0.935	n
N0.HOG0002923	0.911	n
N0.HOG0002924	0.456	n
N0.HOG0002925	0.87	n
N0.HOG0002926	0.68	n
N0.HOG0002930	0.715	n
N0.HOG0002931	0.936	n
N0.HOG0002932	0.899	n
N0.HOG0002933	0.917	n
N0.HOG0002934	0.893	n
N0.HOG0002935	0.744	n
N0.HOG0002936	0.644	n
N0.HOG0002937	0.936	n
N0.HOG0002938	0.821	n
N0.HOG0002939	0.588	n
N0.HOG0002940	0.668	n
N0.HOG0002941	0.778	n
N0.HOG0002942	0.786	n
N0.HOG0002943	0.452	n
N0.HOG0002944	0.778	n
N0.HOG0002945	0.89	n
N0.HOG0002947	0.801	n
N0.HOG0002948	0.764	n
N0.HOG0002950	0.862	n
N0.HOG0002951	0.988	n
N0.HOG0002953	0.795	n
N0.HOG0002954	0.962	n
N0.HOG0002955	0.929	n
N0.HOG0002956	0.89	n
N0.HOG0002957	0.69	n
N0.HOG0002958	0.933	n
N0.HOG0002959	0.829	n
N0.HOG0002960	0.926	n
N0.HOG0002961	0.959	n
N0.HOG0002962	0.9	n
N0.HOG0002963	0.835	n
N0.HOG0002964	0.739	n
N0.HOG0002966	0.95	n
N0.HOG0002967	0.939	n
N0.HOG0002970	0.78	n
N0.HOG0002971	0.916	n
