OG	slope	p-value	sig_after_multiple_testing
N0.HOG0003089	-0.025376353820131852	0.04418484532985853	x
N0.HOG0003090	0.0	1.0	x
N0.HOG0003091	0.008184637149310673	0.2879543080596552	x
N0.HOG0003092	0.019675301778798986	0.2652679587009767	x
N0.HOG0003093	0.002531162794246037	0.8289129853189049	x
N0.HOG0003094	0.0060798333222613545	0.5473804271109717	x
N0.HOG0003095	0.003273763992544218	0.5877122648729892	x
N0.HOG0003096	0.012473024138276698	0.21831987716648263	x
N0.HOG0003097	0.025159711318638523	0.029094312449225803	x
N0.HOG0003102	0.0049487598926037085	0.4714711218269203	x
N0.HOG0003103	-0.007507867826052929	0.1265403020193908	x
N0.HOG0003105	-0.01445089330563865	0.33804117448984083	x
N0.HOG0003107	0.00041220406335973	0.9784861067086227	n
N0.HOG0003109	-0.02399478513860665	0.3093065380347693	n
N0.HOG0003110	-0.030688130756010307	0.1265403020193908	n
N0.HOG0003114	0.007561577288229465	0.43031310476618334	x
N0.HOG0003120	0.01408316454834145	0.47053919196278127	n
N0.HOG0003126	0.02918155188959498	0.2449436261074746	n
N0.HOG0003140	0.020461150187885437	0.16485882912088168	x
N0.HOG0003143	-0.013783980960146963	0.12669380146220238	x
N0.HOG0003144	-0.004970458305671126	0.4534346855785786	x
N0.HOG0003145	0.0010372281778021027	0.923274044223817	x
N0.HOG0003146	-0.010437005090618626	0.2201405210555233	x
N0.HOG0003147	-0.0026403261690184135	0.8099892634503794	x
N0.HOG0003148	0.0018862021369892331	0.8769360556910207	x
N0.HOG0003151	0.006810725397460398	0.5678122358053774	x
N0.HOG0003152	0.012266920272205472	0.21302385052119208	x
N0.HOG0003154	0.007150773966583985	0.42718999263579116	x
N0.HOG0003156	0.00044670986155254696	0.923274044223817	x
N0.HOG0003157	0.01056363040267802	0.10537448730153388	x
N0.HOG0003158	0.006848475635973022	0.5183241970929182	x
N0.HOG0003159	0.006677437860814447	0.659189653574944	n
N0.HOG0003162	0.011350525667024181	0.30622649256427176	x
N0.HOG0003165	-0.006661850625350678	0.3520311806386486	x
N0.HOG0003167	0.020269703059876906	0.038201860101887725	x
N0.HOG0003169	0.013958387138948024	0.23408476617508533	x
N0.HOG0003170	0.0074861694129855095	0.42294942795423707	x
N0.HOG0003171	-0.005223606414634857	0.6779323635144392	x
N0.HOG0003172	-0.01806130653087108	0.2526347312237431	x
N0.HOG0003173	0.0	1.0	x
N0.HOG0003174	0.0010612120399555909	0.9254987018391845	x
N0.HOG0003176	0.010849664634691152	0.35465188871152487	x
N0.HOG0003177	-0.015735600451153315	0.12220898820604455	x
N0.HOG0003178	-0.028964758436885563	0.05746392143873897	x
N0.HOG0003181	0.0	1.0	x
N0.HOG0003182	-0.001470035165670885	0.8687311224749242	x
N0.HOG0003185	0.008888740497083701	0.2749503508743689	x
N0.HOG0003186	0.021040047356385143	0.029898568749514985	x
N0.HOG0003190	0.007122792411582447	0.5216150215605415	x
N0.HOG0003191	-0.00294984302469383	0.7589717552510149	x
N0.HOG0003192	-0.0019444869638213429	0.7430410449691186	x
N0.HOG0003193	0.014262074901223007	0.2462963083737481	x
N0.HOG0003195	0.0015890155782620889	0.8912729426630381	x
N0.HOG0003196	-0.013999761639612269	0.17183230739810448	x
N0.HOG0003198	0.015307429560893121	0.0657851336954448	x
N0.HOG0003199	0.003763780955888218	0.7305675525422202	x
N0.HOG0003200	-0.01581810984750434	0.22350490298389405	x
N0.HOG0003201	0.011490664629488312	0.4714711218269204	x
N0.HOG0003202	0.009316081235389522	0.5329532335183439	x
N0.HOG0003203	0.011457050125783111	0.3091591420037312	x
N0.HOG0003204	-0.0030215929574399294	0.805412927260106	x
N0.HOG0003206	-0.004698933692160188	0.7523462175207722	x
N0.HOG0003207	-0.00020581362605592932	0.9891850439544072	x
N0.HOG0003208	0.011473109003031069	0.22842304893495444	x
N0.HOG0003209	0.017263885264875146	0.15027363535541	x
N0.HOG0003210	0.010076048844903839	0.47793639648858166	x
N0.HOG0003211	0.009078056872415769	0.43108371942931556	x
N0.HOG0003212	-0.007631652731877205	0.5689649316401515	x
N0.HOG0003213	-0.0090266065792827	0.6647321788262166	x
N0.HOG0003214	0.0023896519591544868	0.8703607820133097	x
N0.HOG0003215	0.010698995430122454	0.1763119184145933	x
N0.HOG0003216	0.019004138943443265	0.28795430805965494	x
N0.HOG0003217	0.0002429403703126453	0.9827346617846517	x
N0.HOG0003219	0.0	1.0	x
N0.HOG0003220	0.0	1.0	x
N0.HOG0003221	0.02178726114758663	0.1009599277408444	n
N0.HOG0003222	-0.006759121692802649	0.7137355638889664	x
N0.HOG0003223	0.01753540987838608	0.1633362559290757	x
N0.HOG0003224	0.009676692010022359	0.26942461977960336	x
N0.HOG0003225	0.0	1.0	x
N0.HOG0003226	0.0	1.0	x
N0.HOG0003228	-0.0019332192714412108	0.7323642036362294	x
N0.HOG0003229	0.015612584324798017	0.21710666524019825	x
N0.HOG0003230	-0.017432729238013197	0.1265403020193908	x
N0.HOG0003231	0.0021157054860590596	0.8698721845716274	x
N0.HOG0003232	0.0048432690950578295	0.711797664082126	x
N0.HOG0003233	0.005985988070405811	0.6369298420216202	x
N0.HOG0003234	-0.014458529546950889	0.16744303561613524	x
N0.HOG0003236	-0.02914822123226347	0.008176917172811963	x
N0.HOG0003237	-0.01806130653087108	0.2526347312237431	x
N0.HOG0003239	0.008400074941786613	0.4746239981616044	x
N0.HOG0003240	-0.0029130344527890733	0.8229908858798057	x
N0.HOG0003241	0.0017514949695934174	0.8517535510587569	x
N0.HOG0003242	0.0289211628634221	0.04254300066319875	x
N0.HOG0003243	0.004033459413868676	0.5508880687933466	x
N0.HOG0003244	-0.005999945924544789	0.6425624107400612	x
N0.HOG0003245	0.014023274746543418	0.08600021397170671	x
N0.HOG0003246	0.012678589809807354	0.06354974031217721	x
N0.HOG0003247	0.0	1.0	x
N0.HOG0003248	-0.004789880413040669	0.4956622078963807	x
N0.HOG0003250	-0.0007932658424131403	0.9410347311799712	x
N0.HOG0003251	-0.00695488340861946	0.42178366656995514	x
N0.HOG0003252	0.0011200431304850252	0.9232208894740594	x
N0.HOG0003253	0.01741508251032908	0.05016301931315982	x
N0.HOG0003254	0.0066968124245166205	0.46222808518504455	x
N0.HOG0003255	0.013958387138948024	0.23408476617508533	x
N0.HOG0003256	-0.02541667733238652	0.02803959606862979	x
N0.HOG0003257	0.01753540987838608	0.1633362559290757	x
N0.HOG0003258	0.004469482382605676	0.6923489948421375	x
N0.HOG0003259	0.014519681404879635	0.3194027382918843	x
N0.HOG0003260	-0.006215140763798132	0.4289534835705464	x
N0.HOG0003261	0.029311897954666707	0.02897809955764637	x
N0.HOG0003262	-0.001569248761875452	0.8917904103137826	x
N0.HOG0003267	0.0027885346973817843	0.8771360845239451	x
N0.HOG0003269	0.007295288448876481	0.5810836829976793	x
N0.HOG0003270	-0.001734117836415578	0.8659661574519232	x
N0.HOG0003272	0.0	1.0	x
N0.HOG0003273	0.005656778271866834	0.5709421539003212	x
N0.HOG0003275	0.012071552304186158	0.34543074867174395	x
N0.HOG0003276	0.000894770739176872	0.9350339128404666	x
N0.HOG0003277	-0.00045620036202161514	0.9711607954783494	x
N0.HOG0003278	0.006672752284360419	0.47098634328612476	x
N0.HOG0003279	0.004936305036840193	0.605949200256903	x
N0.HOG0003280	0.0	1.0	x
N0.HOG0003281	0.001610280711509538	0.816140238262959	x
N0.HOG0003282	0.01681598416017389	0.28399063684736847	x
N0.HOG0003283	0.00040954144401443863	0.9777027912004363	x
N0.HOG0003284	-0.002194804516896786	0.8369768241632665	x
N0.HOG0003285	-0.01940755679071768	0.1265403020193908	x
N0.HOG0003286	0.008197518057918119	0.48994109915581563	x
N0.HOG0003287	0.029311897954666707	0.02897809955764637	x
N0.HOG0003288	0.007384100929293027	0.553306282398137	x
N0.HOG0003289	-0.020972190725746524	0.030176853051806146	x
N0.HOG0003290	-0.01119167058540163	0.29104543237797986	x
N0.HOG0003292	0.020269703059876906	0.038201860101887725	x
N0.HOG0003293	-0.011158134985162533	0.2813920204567874	x
N0.HOG0003294	-0.010549398477998793	0.40862735883413503	x
N0.HOG0003295	0.002711405675183602	0.8373929441545772	x
N0.HOG0003296	0.0032391784933235076	0.603491765851644	x
N0.HOG0003297	0.009960313241494977	0.4815876852569745	x
N0.HOG0003298	-0.01175070370344106	0.24249868093562824	x
N0.HOG0003300	0.007452863763605122	0.5320860706748489	x
N0.HOG0003301	0.009908629541067384	0.3342614965026476	x
N0.HOG0003302	0.012796060761507392	0.21395353459547292	x
N0.HOG0003303	0.002827054130991671	0.5526104685523912	x
N0.HOG0003304	0.0009008119449329104	0.9460127720579988	x
N0.HOG0003305	0.0	1.0	x
N0.HOG0003306	0.01056363040267802	0.10537448730153388	x
N0.HOG0003307	0.018961137008920208	0.14430427077581037	x
N0.HOG0003308	0.004470553779516647	0.7211496718517426	x
N0.HOG0003310	-0.013941010005770183	0.12764050507805297	x
N0.HOG0003311	-0.011201556980855672	0.67005864615065	n
N0.HOG0003313	0.02214323481784962	0.09680848280172165	x
N0.HOG0003314	0.01260612496144131	0.24536592323268805	x
N0.HOG0003315	-0.004999309581054704	0.5167874023995846	x
N0.HOG0003316	0.025183771458794732	0.010894142227800073	x
N0.HOG0003317	0.007161311845192337	0.48268143134680774	x
N0.HOG0003318	0.01945628593125182	0.07617628988621161	x
N0.HOG0003319	0.02414373730614494	0.033759512883601586	x
N0.HOG0003320	0.015109113465183472	0.11750608533809839	x
N0.HOG0003321	-0.015340526955760327	0.21324847970207997	x
N0.HOG0003322	-0.005222940170888502	0.5757689212472017	x
N0.HOG0003323	-0.012148049884371032	0.4298759152174516	x
N0.HOG0003324	-0.009822502912215585	0.4745189509275921	x
N0.HOG0003325	-0.004680813695061257	0.4736596589378892	x
N0.HOG0003326	-0.012499723194446345	0.31590176030535433	x
N0.HOG0003327	0.010539597614779277	0.39762875152399657	x
N0.HOG0003330	0.004848722698024247	0.7509265530368096	x
N0.HOG0003333	0.011188869323926992	0.1382764790356308	x
N0.HOG0003334	0.0015248667739818182	0.8624500174098666	x
N0.HOG0003335	-0.005419295289998786	0.539518118053111	x
N0.HOG0003336	0.0013224503295200302	0.8921158439462963	x
N0.HOG0003337	-0.004640182058318103	0.7653186065946274	x
N0.HOG0003339	0.011132684024028132	0.5197299597594424	x
N0.HOG0003340	0.007384100929293027	0.553306282398137	x
N0.HOG0003341	0.012586649985782369	0.24536436087844551	x
N0.HOG0003342	0.004518446450671222	0.6071698045355329	x
N0.HOG0003344	-0.012744458100646143	0.04711766867103366	x
N0.HOG0003345	-0.00668612318732736	0.5791776728725739	x
N0.HOG0003347	0.015602376936224729	0.2086648359596593	x
N0.HOG0003348	-0.023353697169645568	0.050962317431357325	x
N0.HOG0003349	-0.013011685979889451	0.48244770191183095	x
N0.HOG0003350	0.008138766424076033	0.45257782600792784	x
N0.HOG0003351	0.01248172644597323	0.3103041250394994	x
N0.HOG0003352	0.00890746027279442	0.32265877552041466	x
N0.HOG0003353	-0.006068375550616242	0.6057296088684714	x
N0.HOG0003354	-0.008440147572150274	0.48925077074235224	x
N0.HOG0003355	0.00697105897197991	0.2822718148185737	x
N0.HOG0003356	-0.0031051069622987657	0.8407964391173463	x
N0.HOG0003357	0.0027885346973817843	0.8771360845239451	x
N0.HOG0003358	-0.004746048100190481	0.7918772764860645	n
N0.HOG0003359	-0.005358416533381586	0.5716565841118775	x
N0.HOG0003361	-0.023431873409148436	0.09690715236621827	x
N0.HOG0003362	0.015307429560893121	0.0657851336954448	x
N0.HOG0003363	0.010570846670784659	0.3058157090105229	x
N0.HOG0003366	0.005818524804550774	0.5046680616088483	x
N0.HOG0003367	-0.009314291707849972	0.43283749852293685	x
N0.HOG0003369	0.0	1.0	x
N0.HOG0003370	0.0049487598926037085	0.4714711218269203	x
N0.HOG0003372	-0.01456902579055331	0.176564743316263	x
N0.HOG0003373	0.0010372281778021027	0.923274044223817	x
N0.HOG0003374	0.007005750465665791	0.4354953177120956	x
N0.HOG0003375	0.014169722465730708	0.2412822981880552	x
N0.HOG0003376	0.01354104826406103	0.1908508726511968	x
N0.HOG0003377	-0.012653511379765663	0.40442615664295123	x
N0.HOG0003378	-0.005983088506509895	0.6870872603571839	x
N0.HOG0003380	0.0018862021369892331	0.8769360556910207	x
N0.HOG0003382	0.003656065253980584	0.7638644686107915	x
N0.HOG0003383	0.01125708253949621	0.1926771725879939	x
N0.HOG0003384	0.01228762279443473	0.1662697386643631	x
N0.HOG0003385	0.00826276167445085	0.5027951198594454	x
N0.HOG0003386	-0.0089516420899473	0.4905224776659717	x
N0.HOG0003387	0.003906354205417945	0.6664211988976463	x
N0.HOG0003389	0.006329037321649724	0.6129379224964023	x
N0.HOG0003390	0.0036580512558167474	0.810120381294816	x
N0.HOG0003391	0.0030977452294400237	0.7916795102925981	x
N0.HOG0003393	-0.006161617566206318	0.6647321788262166	x
N0.HOG0003394	0.0	1.0	x
N0.HOG0003395	-0.002994128129543021	0.8158082028471162	x
N0.HOG0003398	0.017210020488035046	0.13027284672590606	x
N0.HOG0003399	-0.01595680817634838	0.24575657617798444	x
N0.HOG0003400	-0.0019332192714412108	0.7323642036362294	x
N0.HOG0003401	-0.0065691904307351116	0.6390780231736468	x
N0.HOG0003402	-0.004552496768151244	0.7086187374911377	x
N0.HOG0003403	0.0016269965720572827	0.9179368879111731	x
N0.HOG0003404	-0.007916690951768224	0.5162245154941933	x
N0.HOG0003405	-0.01449957908374603	0.35838161165579696	x
N0.HOG0003406	0.01452765128988906	0.22327557578353052	x
N0.HOG0003409	0.0	1.0	x
N0.HOG0003411	0.0	1.0	x
N0.HOG0003412	0.0	1.0	x
N0.HOG0003413	-0.002699180754211413	0.743687480953396	x
N0.HOG0003414	0.005423451309157791	0.5591830824051037	x
N0.HOG0003415	-0.01250717740710763	0.07633076612154958	x
N0.HOG0003417	0.0073528518732876485	0.436200189584255	x
N0.HOG0003418	0.0007281436305040761	0.931715041456985	x
N0.HOG0003419	0.016975074169327854	0.07874703018283537	x
N0.HOG0003420	0.009663178403642279	0.4256965283116795	x
N0.HOG0003421	-0.004382658542620563	0.7849102182640073	x
N0.HOG0003422	-0.004788493965553999	0.5819972751882916	x
N0.HOG0003423	-0.0090266065792827	0.6647321788262166	x
N0.HOG0003424	-0.009692015830695698	0.39733795682964834	x
N0.HOG0003425	-0.008069644681137862	0.5065264219737975	x
N0.HOG0003426	-0.0187132551300603	0.08896750086112808	x
N0.HOG0003427	-0.0025515839167480066	0.794224149068938	x
N0.HOG0003428	0.01544810762482839	0.20442739963993659	x
N0.HOG0003429	0.005038746533546713	0.6737156710986758	x
N0.HOG0003430	0.0	1.0	x
N0.HOG0003431	-0.004789880413040669	0.4956622078963807	x
N0.HOG0003432	0.013867001405830023	0.11496172284569788	x
N0.HOG0003433	0.009624129424747361	0.33031755924859296	x
N0.HOG0003434	0.007384100929293027	0.553306282398137	x
N0.HOG0003435	0.022731752104976084	0.04518300828174217	x
N0.HOG0003436	0.021040047356385143	0.029898568749514985	x
N0.HOG0003437	0.003906354205417945	0.6664211988976463	x
N0.HOG0003438	-0.018903283504753968	0.14251543020457447	x
N0.HOG0003439	0.005049293067322836	0.6472778822269082	x
N0.HOG0003440	0.015189868419606335	0.12608587369419594	x
N0.HOG0003441	0.010534039225910563	0.38104980179348835	x
N0.HOG0003442	-0.01249369017204395	0.29904222662903945	x
N0.HOG0003443	-0.0006193004673385685	0.939632340699297	x
N0.HOG0003445	0.018357532460744085	0.06986778194809296	x
N0.HOG0003446	3.1952421513695592e-06	0.9997706071181572	x
N0.HOG0003447	0.010116700351023569	0.4451330857190645	x
N0.HOG0003448	0.018264393567610802	0.12892857664667565	x
N0.HOG0003449	0.007384100929293027	0.553306282398137	x
N0.HOG0003450	0.009681800095222206	0.4337214944524873	x
N0.HOG0003451	0.006388252168040394	0.6111886840057197	x
N0.HOG0003452	-0.004382658542620563	0.7849102182640073	x
N0.HOG0003453	0.0	1.0	x
N0.HOG0003454	0.006676082550029903	0.5118334134446997	x
N0.HOG0003455	-0.028587034314039847	0.053960162046863415	x
N0.HOG0003456	0.018264393567610802	0.12892857664667565	x
N0.HOG0003457	0.011953077646681916	0.33816159901103626	x
N0.HOG0003458	0.017312177801073966	0.06935149124496323	x
N0.HOG0003459	-0.010378253456776542	0.2203640633438479	x
N0.HOG0003460	0.01203127043942419	0.4090797117532442	x
N0.HOG0003461	-0.016177971908557486	0.1876121170689571	x
N0.HOG0003462	0.005072947878480864	0.5902438497920992	x
N0.HOG0003463	-0.0027126943605914923	0.8250320729358653	x
N0.HOG0003464	0.010159520757354273	0.30413127274353835	x
N0.HOG0003466	-0.0026538397753984966	0.8422647797901643	x
N0.HOG0003467	0.001385387256870365	0.9169322151098654	x
N0.HOG0003468	0.01801808479365567	0.0200759689864868	x
N0.HOG0003471	-0.005484848242948575	0.6627169745954338	x
N0.HOG0003472	0.01874609295330407	0.20578062180075987	x
N0.HOG0003473	0.0016207280281157626	0.8847552364741541	x
N0.HOG0003474	0.007161311845192337	0.48268143134680774	x
N0.HOG0003475	-0.006689518505361809	0.5054330742164339	x
N0.HOG0003476	0.01681598416017389	0.28399063684736847	x
N0.HOG0003477	0.004410730748763588	0.6933614988383279	x
N0.HOG0003479	-0.011305521937844827	0.3028752250353271	x
N0.HOG0003480	0.020912923755901695	0.04475405112507911	x
N0.HOG0003481	-0.010026470687633883	0.38544836178279973	x
N0.HOG0003483	0.005146462235454346	0.5705308752884461	x
N0.HOG0003484	0.0050307766485372845	0.7362768028527984	x
N0.HOG0003485	0.00294214553407532	0.811776531922357	x
N0.HOG0003486	0.012085703434926157	0.24028711589194637	x
N0.HOG0003487	0.008551617234112859	0.5120487092535057	x
N0.HOG0003488	0.022138427813878838	0.08145763536376414	x
N0.HOG0003489	0.014596080915960508	0.1994591839779625	x
N0.HOG0003490	-0.011662408271126247	0.12557625255781985	x
N0.HOG0003491	0.0129779200868733	0.26298640718313737	x
N0.HOG0003494	-0.006147870121313016	0.6533184798597602	x
N0.HOG0003495	0.005539307320166797	0.27940566429099467	x
N0.HOG0003496	0.005735655156949873	0.6978842141307497	x
N0.HOG0003497	0.012620620975740102	0.13772508085914797	x
N0.HOG0003498	0.020269703059876906	0.038201860101887725	x
N0.HOG0003499	0.013115654266348406	0.1815148687859612	x
N0.HOG0003500	-0.00398333556856112	0.6310632038930251	x
N0.HOG0003501	0.00042018799727361805	0.968818241095288	x
N0.HOG0003502	-0.004881613102049807	0.6775677644949598	x
N0.HOG0003503	-0.020252325926699073	0.04552077961995731	x
N0.HOG0003504	0.012796060761507392	0.21395353459547292	x
N0.HOG0003505	-0.02051315546724482	0.02355819655112798	x
N0.HOG0003506	-0.004552496768151244	0.7086187374911377	x
N0.HOG0003507	0.013419052825219269	0.289751816548931	x
N0.HOG0003508	0.015063042622495977	0.276751314046904	x
N0.HOG0003509	0.0	1.0	x
N0.HOG0003510	0.000676769323257747	0.9450635483987941	x
N0.HOG0003511	0.00891278077981475	0.48112286883517785	x
N0.HOG0003512	-0.007383679840175772	0.3761675740653413	x
N0.HOG0003513	-0.008562596456549266	0.4556757832499284	x
N0.HOG0003514	0.016419961149126822	0.12952975255393614	x
N0.HOG0003515	0.010972245431543085	0.4516093131266411	x
N0.HOG0003516	0.026932904701299363	0.07660769296436654	x
N0.HOG0003518	0.007451477919299626	0.2899409258234501	x
N0.HOG0003519	-0.006244066586244706	0.5643046353708816	x
N0.HOG0003520	-0.004226646577733166	0.61081744751349	x
N0.HOG0003521	0.022188472845311627	0.1569472459861106	x
N0.HOG0003522	0.002053202190295687	0.8299847705271246	x
N0.HOG0003523	0.008936840919970952	0.4325171031934735	x
N0.HOG0003524	-0.019032728087352384	0.1666966090348606	x
N0.HOG0003527	0.0080801521209693	0.3836545062237452	x
N0.HOG0003528	-0.004970458305671126	0.4534346855785786	x
N0.HOG0003529	0.017804170099678173	0.20061660927590172	x
N0.HOG0003530	0.008138766424076033	0.45257782600792784	x
N0.HOG0003531	0.013302120068627013	0.31610797925420725	x
N0.HOG0003535	0.0010747256463356698	0.8335025045736583	x
N0.HOG0003536	0.0	1.0	x
N0.HOG0003538	0.0	1.0	x
N0.HOG0003539	-0.013941010005770183	0.12764050507805297	x
N0.HOG0003540	-0.00434160900582542	0.6733893715976926	x
N0.HOG0003541	-0.004070917907377066	0.7948888117974753	x
N0.HOG0003542	0.011636284401679978	0.4615937298707933	x
N0.HOG0003543	-0.018903283504753968	0.14251543020457447	x
N0.HOG0003544	-0.005484848242948575	0.6627169745954338	x
N0.HOG0003545	0.010924040331477125	0.5134087337946764	x
N0.HOG0003548	-0.0038875478526481165	0.6647321788262166	x
N0.HOG0003549	0.0	1.0	x
N0.HOG0003550	0.008427577519623317	0.33389614178493254	x
N0.HOG0003552	0.0027885346973817843	0.8771360845239451	x
N0.HOG0003553	0.003763780955888218	0.7305675525422202	x
N0.HOG0003555	-0.02457190819640514	0.052755702494043315	x
N0.HOG0003557	0.002963904255002933	0.7984898729753789	x
N0.HOG0003558	0.010791645729567192	0.44844866659441374	x
N0.HOG0003559	0.015426809967942011	0.11541897553396731	x
N0.HOG0003560	0.002827054130991671	0.5526104685523912	x
N0.HOG0003561	0.00936503436273795	0.4568273018263119	x
N0.HOG0003562	0.025943569221526845	0.033996888172001444	x
N0.HOG0003563	0.021318034191225053	0.20482293972625468	x
N0.HOG0003564	0.020854272999529133	0.08458629559660838	x
N0.HOG0003565	0.005417986848965282	0.7185597292954189	x
N0.HOG0003566	0.004864178848918972	0.7170377077266272	x
N0.HOG0003567	-0.002787816379082642	0.7739332428469751	x
N0.HOG0003568	-0.0023829056046717873	0.8336254450055135	x
N0.HOG0003569	-0.0006532562163266014	0.9538723421784752	x
N0.HOG0003570	-0.005783875434296218	0.45748881229062377	x
N0.HOG0003571	-0.010951497979246988	0.48430531470109783	x
N0.HOG0003573	0.008647204391148694	0.49027084718304836	x
N0.HOG0003574	-0.022454156771351503	0.15225503715877112	x
N0.HOG0003575	-0.013222775530706698	0.3906775418325409	x
N0.HOG0003576	-0.006614448102947833	0.5250493333299079	x
N0.HOG0003577	0.010261823201759848	0.371213695663107	x
N0.HOG0003578	-0.01814399097911927	0.11553059691338635	x
N0.HOG0003579	0.018333121224137088	0.16875935494370706	x
N0.HOG0003580	-0.0022763136779319695	0.8394551594948785	x
N0.HOG0003581	0.0073528518732876485	0.436200189584255	x
N0.HOG0003582	0.01744399994495701	0.2530122337938199	x
N0.HOG0003583	0.00266502748538048	0.7769402702462963	x
N0.HOG0003584	0.011676478808793174	0.39776266689227935	x
N0.HOG0003586	-0.0007802006242261523	0.9576834007152933	x
N0.HOG0003587	-0.018903283504753968	0.14251543020457447	x
N0.HOG0003588	0.0010372281778021027	0.923274044223817	x
N0.HOG0003589	5.5974770307935395e-05	0.9952855011528676	x
N0.HOG0003590	0.010663295035850388	0.36474976771109713	x
N0.HOG0003591	-0.0018645282695437648	0.9239809982901106	n
N0.HOG0003592	0.015307429560893121	0.0657851336954448	x
N0.HOG0003593	0.015307429560893121	0.0657851336954448	x
N0.HOG0003595	0.010708533063312396	0.3410396191572854	x
N0.HOG0003596	0.00033154779399187313	0.979801235252735	x
N0.HOG0003597	0.018937076868764006	0.21223295456649116	x
N0.HOG0003598	-0.002787816379082642	0.7739332428469751	x
N0.HOG0003599	-0.0004927911163781117	0.9629479306775763	x
N0.HOG0003600	0.00697177947570806	0.6010121350994979	x
N0.HOG0003601	0.0025142179217723564	0.8383246624905528	x
N0.HOG0003602	0.0024554662879302715	0.8321675419501326	x
N0.HOG0003603	0.017769478605992293	0.1604772412333524	x
N0.HOG0003604	0.009624129424747361	0.33031755924859296	x
N0.HOG0003605	-0.011158134985162533	0.2813920204567874	x
N0.HOG0003606	-0.007602599668002203	0.5037917330502877	x
N0.HOG0003607	0.00039710566931158795	0.9757124696110193	x
N0.HOG0003608	0.007050006085209083	0.5798196846201311	x
N0.HOG0003609	0.021040047356385143	0.029898568749514985	x
N0.HOG0003610	-0.00038507541447047836	0.9742969601558227	x
N0.HOG0003611	-0.001855599827660949	0.8816586039566457	x
N0.HOG0003612	-0.00375218282520368	0.7159604569933599	x
N0.HOG0003613	0.014674945342484568	0.11556414120363305	x
N0.HOG0003614	0.02889675162681511	0.02665327749954018	x
N0.HOG0003615	-0.004040872220877157	0.6545108598598031	x
N0.HOG0003617	0.02987635510163696	0.018538734395859017	x
N0.HOG0003618	0.0068485785873239335	0.5905037535557517	x
N0.HOG0003619	0.025374305070585804	0.032632262220223605	x
N0.HOG0003620	-0.023800407031198113	0.03509560519036951	x
N0.HOG0003621	-0.0047618988580391325	0.660534319729634	x
N0.HOG0003622	-0.012865450844371927	0.2035766989965475	x
N0.HOG0003623	7.64730345629247e-05	0.9944743585591016	x
N0.HOG0003624	-0.021082419618185858	0.020159386536918535	x
N0.HOG0003625	0.009078056872415769	0.43108371942931556	x
N0.HOG0003626	0.008184637149310673	0.2879543080596552	x
N0.HOG0003627	0.0	1.0	x
N0.HOG0003628	0.020819581505843253	0.04882704875374822	x
N0.HOG0003629	0.013832392900103227	0.2581571593527101	x
N0.HOG0003630	0.016710964782291716	0.11602912800098136	x
N0.HOG0003631	0.017044210016653988	0.23155281730641922	x
N0.HOG0003632	-0.005223606414634857	0.6779323635144392	x
N0.HOG0003633	0.007681537381004824	0.4874981005396105	x
N0.HOG0003634	0.022138427813878838	0.08145763536376414	x
N0.HOG0003636	0.028484733258948444	0.03923981066170272	x
N0.HOG0003638	-0.014712511170977204	0.18991158304758435	x
N0.HOG0003639	0.0027885346973817843	0.8771360845239451	x
N0.HOG0003641	0.007161311845192337	0.48268143134680774	x
N0.HOG0003643	0.005197247258370484	0.7179849156285227	x
N0.HOG0003647	-0.008450160966082077	0.6035223833478288	x
N0.HOG0003649	0.00685731830270898	0.4602907590284778	x
N0.HOG0003650	0.0	1.0	x
N0.HOG0003653	-0.010690189461536409	0.5206925571102323	x
N0.HOG0003655	0.01945084880499581	0.2820000104800121	x
N0.HOG0003656	0.0007095715760169014	0.932965687994155	x
N0.HOG0003657	0.01129131082063351	0.39394872057017627	x
N0.HOG0003660	0.002259430705714435	0.794041825869235	x
N0.HOG0003693	0.004743799158215103	0.5740205661403008	x
N0.HOG0003695	-0.007283825204377764	0.4110555591460364	x
N0.HOG0003698	0.02595411575530297	0.008562146721930087	x
N0.HOG0003699	-0.012907400704526053	0.24894442979601691	x
N0.HOG0003700	-0.012960049613729888	0.25189905346189184	x
N0.HOG0003701	-0.000880608985049148	0.8827596723667281	x
N0.HOG0003702	-0.01415884027313453	0.26615819828061327	x
N0.HOG0003703	0.014278564979281117	0.24494362610747433	x
N0.HOG0003704	-0.0019848556376007736	0.8611648645592785	x
N0.HOG0003705	-0.02068436034375702	0.03175672840920079	x
N0.HOG0003706	0.01945628593125182	0.07617628988621161	x
N0.HOG0003707	0.0021012461926053776	0.8482591613734366	x
N0.HOG0003708	-0.005714907704653773	0.7016982941102659	x
N0.HOG0003709	0.012026314276724152	0.11346630177780559	x
N0.HOG0003711	0.007692056562523485	0.4755863184401097	x
N0.HOG0003712	0.007384100929293027	0.553306282398137	x
N0.HOG0003714	0.008004522469228796	0.443625642249187	x
N0.HOG0003715	0.0	1.0	x
N0.HOG0003716	-0.0011986790278991557	0.8921363457526856	x
N0.HOG0003718	0.007384100929293027	0.553306282398137	x
N0.HOG0003719	0.012026314276724152	0.11346630177780559	x
N0.HOG0003720	0.00671460198363979	0.478147655033207	x
N0.HOG0003721	0.02112726080535604	0.10537448730153388	x
N0.HOG0003722	0.0035024724381776395	0.7089264232128396	x
N0.HOG0003723	0.017189667921275138	0.12720075546757786	x
N0.HOG0003724	0.004071736589118676	0.6413798058232053	x
