OG	slope	p-value	sig_after_multiple_testing
N0.HOG0000276	0.030569058344654714	0.001531796814594207	n
N0.HOG0000278	0.03071504941093264	0.12114849635979265	n
N0.HOG0000279	-0.007507867826052929	0.1265403020193908	x
N0.HOG0000280	-0.0016748899055943174	0.7430410449691186	x
N0.HOG0000282	0.00580077652984415	0.5790304549326437	x
N0.HOG0000283	0.014462660539234723	0.2713212650486212	x
N0.HOG0000284	0.01675725580934207	0.3203061825455767	n
N0.HOG0000291	-0.009932419375743526	0.39080933781532035	x
N0.HOG0000293	0.019167916942794065	0.04677825873621662	x
N0.HOG0000294	0.0	1.0	x
N0.HOG0000296	0.09940765869898123	0.030961446943154565	n
N0.HOG0000302	-0.014275325376265703	0.7675302728839967	n
N0.HOG0000303	-0.021614366465822748	0.273283927836364	n
N0.HOG0000304	0.023569425849482212	0.3578060210411603	n
N0.HOG0000305	0.001836091059279123	0.9059386665624533	n
N0.HOG0000307	-0.005625612971043021	0.7117235265057231	n
N0.HOG0000308	-0.009658379933599649	0.5008902652842939	x
N0.HOG0000311	0.009115789104794493	0.29791724907913936	x
N0.HOG0000313	-0.0023805788737527945	0.7902557656788097	x
N0.HOG0000314	0.011788553281018636	0.4167340918218445	x
N0.HOG0000315	-0.011011869127584385	0.5888465926652806	n
N0.HOG0000316	0.008149888912279577	0.5669474303802535	n
N0.HOG0000317	-0.015222910157303579	0.39125784794534135	n
N0.HOG0000319	0.06250208702070881	0.03342852488727875	n
N0.HOG0000324	0.0049487598926037085	0.4714711218269203	x
N0.HOG0000326	0.0	1.0	x
N0.HOG0000328	-0.011769094921838669	0.31504089942723884	x
N0.HOG0000329	0.010670355543919794	0.4758172164752631	x
N0.HOG0000338	0.032420335929546226	0.0330559651772639	n
N0.HOG0000339	0.03509162061866241	0.10537448730153388	n
N0.HOG0000340	0.04979506464656448	0.09144327793682913	n
N0.HOG0000342	-0.032099802409365455	0.07686629472683039	n
N0.HOG0000345	-0.02217935315132108	0.34931309611226735	n
N0.HOG0000349	0.001015974012493584	0.816140238262959	x
N0.HOG0000350	-0.007247292166989735	0.6176871509989676	x
N0.HOG0000351	-0.011389707334438122	0.2912062612371603	x
N0.HOG0000354	0.0	1.0	x
N0.HOG0000355	0.0	1.0	x
N0.HOG0000357	0.0	1.0	x
N0.HOG0000358	0.0	1.0	x
N0.HOG0000359	0.0005855001090538347	0.9713599018060162	x
N0.HOG0000362	0.008893261052955676	0.35083573994498896	x
N0.HOG0000365	0.007000950152286956	0.7554411557466164	n
N0.HOG0000370	0.014194609081869968	0.36551580614597723	n
N0.HOG0000371	0.0	1.0	x
N0.HOG0000372	0.004297089296662556	0.5678122358053774	x
N0.HOG0000373	0.0038946957075485086	0.6950540021979894	x
N0.HOG0000374	0.00044670986155254696	0.923274044223817	x
N0.HOG0000375	0.011471720140013927	0.35511912344001306	n
N0.HOG0000376	0.007953032821386073	0.5919051531187735	n
N0.HOG0000377	0.03533332995686202	0.3080524065713895	n
N0.HOG0000378	-0.00441822068876515	0.8065651526860196	n
N0.HOG0000383	-0.006186489557175568	0.7588496682307821	n
N0.HOG0000384	0.0	1.0	x
N0.HOG0000385	0.00885957286734332	0.4415968377054551	n
N0.HOG0000386	-0.0008374449527971587	0.7430410449691186	x
N0.HOG0000390	0.001610280711509538	0.816140238262959	x
N0.HOG0000391	0.0033017468977373987	0.8109278172932586	x
N0.HOG0000394	0.008459983451559667	0.5998130680008491	n
N0.HOG0000395	-0.006662150774882971	0.6807316193777906	n
N0.HOG0000397	0.014305434716164833	0.3013364793270978	n
N0.HOG0000399	-0.025508867662373404	0.33919101375924965	n
N0.HOG0000401	0.0107889842681904	0.6302428696652429	n
N0.HOG0000406	0.004914068398917824	0.25569269318570076	x
N0.HOG0000407	0.007788614138263601	0.25569269318570076	x
N0.HOG0000409	0.040713707396843365	0.0682584225461885	n
N0.HOG0000411	-0.009991188290938318	0.5726127280571993	n
N0.HOG0000413	0.015905513106925426	0.13208679510527316	x
N0.HOG0000414	0.04981318750969835	0.16509074282950031	n
N0.HOG0000415	0.004348771831539437	0.7538082508407479	n
N0.HOG0000416	0.00978028784315988	0.31128539971795827	x
N0.HOG0000424	0.049473891349095175	0.035812686873855915	n
N0.HOG0000427	0.027532845741258062	0.39231626153646304	n
N0.HOG0000429	0.07188649670729755	0.10678864256891939	n
N0.HOG0000431	-0.0008374449527971587	0.7430410449691186	x
N0.HOG0000432	-0.008793694840089697	0.33906549684436005	x
N0.HOG0000433	0.003964020887211042	0.7268869806725924	x
N0.HOG0000436	0.006910939403620509	0.7577012150808102	n
N0.HOG0000437	0.0	1.0	x
N0.HOG0000440	-0.001327318846601695	0.7430410449691186	x
N0.HOG0000441	-0.0037899279437589037	0.817432214628109	n
N0.HOG0000444	0.015242927942983072	0.40470907971526915	n
N0.HOG0000445	0.02593028812014976	0.30620222390388147	n
N0.HOG0000449	0.00863134701086322	0.3176749821410207	x
N0.HOG0000450	0.008068824693661521	0.6232964683308825	n
N0.HOG0000453	-0.014334409424941878	0.38017134134624564	n
N0.HOG0000454	-0.004612584662401555	0.8185629175602723	n
N0.HOG0000459	0.010304429376517819	0.4463801735522137	x
N0.HOG0000460	-0.002311932410757891	0.8027565671743355	x
N0.HOG0000462	-0.017486632250703085	0.384826761102934	n
N0.HOG0000464	-0.0075498812498370725	0.6097824809960761	x
N0.HOG0000465	0.015917841266822108	0.16474385741282438	x
N0.HOG0000467	0.02042249374007666	0.27545630490300316	n
N0.HOG0000468	0.008553249160524249	0.5322142281692355	n
N0.HOG0000469	0.03408012359427923	0.19987615062918404	n
N0.HOG0000471	0.0076273160760242445	0.6307273531982629	n
N0.HOG0000472	-0.010358602517222605	0.6207526948201796	n
N0.HOG0000475	0.015539422334629176	0.20842791137355188	x
N0.HOG0000476	-0.010838416730667093	0.34645757263563226	x
N0.HOG0000479	-0.0008374449527971587	0.7430410449691186	x
N0.HOG0000480	0.004014885815310642	0.7878500466489218	n
N0.HOG0000483	0.01056363040267802	0.10537448730153388	x
N0.HOG0000484	0.01982299319832436	0.03199049837778457	x
N0.HOG0000485	0.010699224527886119	0.3848574444851509	x
N0.HOG0000486	0.00044670986155254696	0.923274044223817	x
N0.HOG0000488	-0.004488428481230672	0.6234820024582757	x
N0.HOG0000489	0.012287412264843804	0.5440500049942255	n
N0.HOG0000490	0.019335882421961367	0.3392999096163726	n
N0.HOG0000492	0.007541538303264708	0.6952626373155242	n
N0.HOG0000505	0.0285483693250323	0.1296490364307921	n
N0.HOG0000506	-0.0054191445937870515	0.6514893117801412	n
N0.HOG0000512	-0.009996123614453714	0.5251787899648721	x
N0.HOG0000513	0.011819196073118604	0.19939635811001705	x
N0.HOG0000514	0.015123052250793243	0.3336745527365048	n
N0.HOG0000516	0.00459785809672989	0.5716404064707503	x
N0.HOG0000517	0.0034399754599154595	0.7352275183353181	x
N0.HOG0000521	-0.0016748899055943174	0.7430410449691186	x
N0.HOG0000522	-0.0017972855660583333	0.9088071241194742	n
N0.HOG0000524	-0.0008374449527971587	0.7430410449691186	x
N0.HOG0000525	0.012516055982868025	0.40046931306055433	n
N0.HOG0000526	-0.013227584696375742	0.6432653180964869	n
N0.HOG0000528	0.0	1.0	x
N0.HOG0000529	-0.016442628008461496	0.259032660554598	n
N0.HOG0000531	0.01484928140070721	0.4054477740657052	n
N0.HOG0000532	-0.0034408379910955706	0.7324835945011223	x
N0.HOG0000533	0.0015079219015081383	0.9015631463854785	x
N0.HOG0000534	-0.017410463278621485	0.12423787816011948	x
N0.HOG0000537	0.0	1.0	x
N0.HOG0000538	-0.023873052488709728	0.07766885159960141	x
N0.HOG0000539	0.001015974012493584	0.816140238262959	x
N0.HOG0000540	0.0	1.0	x
N0.HOG0000541	0.005753929452420929	0.8113223267420187	n
N0.HOG0000543	0.039290413327571945	0.003449944723946986	n
N0.HOG0000545	-0.027737136327799942	0.3268260466287056	n
N0.HOG0000549	-0.0030568203948530873	0.8405705525797957	n
N0.HOG0000550	-0.0023246842913063077	0.9283566315994026	n
N0.HOG0000554	0.020751707178241225	0.4512891796679698	n
N0.HOG0000555	-0.01896628226387014	0.24049991885613117	n
N0.HOG0000560	-0.006695598531218473	0.5855041844521769	n
N0.HOG0000562	-0.004216005360832116	0.7592703216752337	n
N0.HOG0000565	0.0031859826222618297	0.7774841511062573	n
N0.HOG0000566	0.011191963674767741	0.4338206942205145	n
N0.HOG0000572	0.0662540160740203	0.005108106994304384	n
N0.HOG0000573	-0.03634454767095722	0.14806963230785775	n
N0.HOG0000576	0.01635778541527213	0.15814908110718148	n
N0.HOG0000579	0.00914035839172038	0.48543335330484383	x
N0.HOG0000580	-0.01132777951020908	0.3449656178163625	x
N0.HOG0000581	0.005841844652656868	0.509550810290418	x
N0.HOG0000582	-0.008443020562324897	0.666176924675171	n
N0.HOG0000583	0.003683707492505847	0.7910601064624432	x
N0.HOG0000585	0.023485225270143368	0.5085805585395946	n
N0.HOG0000587	-0.00040805326721009614	0.985331588726202	n
N0.HOG0000590	0.026853845912737647	0.1417274192951284	n
N0.HOG0000591	0.021347655749348986	0.06819439937699245	x
N0.HOG0000596	0.020150795579871292	0.0661277853407774	x
N0.HOG0000599	-0.015006769362615214	0.39048951147552524	n
N0.HOG0000602	0.05801390633542956	0.10537448730153388	n
N0.HOG0000608	0.004827339703335605	0.7339236097266091	n
N0.HOG0000609	0.0	1.0	x
N0.HOG0000610	0.0015996820406948403	0.9284774202576653	n
N0.HOG0000611	-0.0008374449527971587	0.7430410449691186	x
N0.HOG0000612	0.013943889253928837	0.14626076653261155	x
N0.HOG0000613	-0.008831960112232994	0.7830185549240922	n
N0.HOG0000614	0.005142044214901839	0.6482001254980949	x
N0.HOG0000617	0.0010747256463356698	0.8335025045736583	x
N0.HOG0000618	0.019077827465311607	0.39112735009129795	n
N0.HOG0000620	0.054407197113318026	0.07728051382243815	n
N0.HOG0000621	-0.00277430277270256	0.7818937244893873	x
N0.HOG0000622	0.0049487598926037085	0.4714711218269203	x
N0.HOG0000623	-0.00563189979392843	0.611354585565059	x
N0.HOG0000624	0.0003114062412495222	0.9839532949976943	n
N0.HOG0000625	-0.002138088696136502	0.9061482567404865	n
N0.HOG0000626	-0.014267631509609299	0.44593010605810446	n
N0.HOG0000628	0.011654131868887621	0.4173861332692803	n
N0.HOG0000629	-0.002641191877380892	0.7961007360802275	x
N0.HOG0000639	0.0002855511866574322	0.9855066872790639	x
N0.HOG0000640	-0.005578041710803912	0.7057798297410472	n
N0.HOG0000644	0.008772670896123679	0.35410070943381056	x
N0.HOG0000645	0.0023781696707545026	0.786591216559357	x
N0.HOG0000647	0.03834693026651334	0.05750527127708609	n
N0.HOG0000648	0.009733882498397663	0.7692595190540076	n
N0.HOG0000649	-0.01604216649081829	0.35119447626677314	n
N0.HOG0000650	0.005856371875162278	0.7188205834900439	x
N0.HOG0000651	0.0012684545002781134	0.9193282744596638	x
N0.HOG0000652	0.014035116616191149	0.3286578974279234	x
N0.HOG0000653	0.00183105866790278	0.9142150053497746	n
N0.HOG0000654	-0.021506736760535473	0.21796483338991618	n
N0.HOG0000661	0.004661484553545896	0.4358491340835843	x
N0.HOG0000662	0.016232629371507122	0.4124196581872389	n
N0.HOG0000664	-0.002812822206312447	0.7834705591848383	x
N0.HOG0000665	0.0	1.0	x
N0.HOG0000666	0.0	1.0	x
N0.HOG0000667	0.0	1.0	x
N0.HOG0000668	0.012035681720734489	0.5118006763144063	n
N0.HOG0000669	0.02747724890073594	0.15343186805352949	n
N0.HOG0000670	-0.0021231627167648793	0.8240166059806933	x
N0.HOG0000671	0.0066551443250928285	0.7367317086144074	n
N0.HOG0000673	-0.0004658009462242894	0.9784458313948146	n
N0.HOG0000680	0.010984011838009745	0.5614516058064449	n
N0.HOG0000682	0.022428536521424028	0.24822767941897322	n
N0.HOG0000685	0.005335684817128749	0.6233216765770829	x
N0.HOG0000686	0.004084355937133228	0.8854999139895606	n
N0.HOG0000688	0.029038250094689386	0.08977495481358806	n
N0.HOG0000689	0.0024288957364954553	0.8796153347603344	n
N0.HOG0000690	-0.0014822422344981522	0.9432031625381467	n
N0.HOG0000691	0.002980849127476614	0.6334471450976955	x
N0.HOG0000692	-0.006219591227930163	0.6189393523537139	x
N0.HOG0000693	0.009657339115179901	0.5133984913506435	n
N0.HOG0000694	0.0020906996588292543	0.7607390764883616	n
N0.HOG0000696	-0.021683597925380525	0.27932464141442714	n
N0.HOG0000697	0.00044670986155254696	0.923274044223817	x
N0.HOG0000699	0.0019673124411652655	0.8673256908008091	x
N0.HOG0000700	0.01056363040267802	0.10537448730153388	x
N0.HOG0000705	0.0015938815321297455	0.8905182779258891	x
N0.HOG0000706	0.016099799839417936	0.07519411769879988	x
N0.HOG0000707	0.06761903553445248	0.01800175233616092	n
N0.HOG0000708	-0.010608520414354883	0.3948878226037702	x
N0.HOG0000709	-0.0031589043853574366	0.8708167578017585	n
N0.HOG0000712	-0.004467744526828865	0.8258267729697781	n
N0.HOG0000713	-0.005381819453392725	0.7413497088947663	n
N0.HOG0000715	-0.0210422987762537	0.19506977680395543	n
N0.HOG0000719	0.0004898738938045393	0.7430410449691172	x
N0.HOG0000720	0.010570846670784659	0.3058157090105229	x
N0.HOG0000721	0.0036323541137898096	0.8295866536267686	n
N0.HOG0000725	0.00996347592235066	0.46330305528079807	x
N0.HOG0000726	0.00044670986155254696	0.923274044223817	x
N0.HOG0000727	0.0	1.0	x
N0.HOG0000728	0.005543926812326664	0.6834319581953887	x
N0.HOG0000729	-0.005939849660358536	0.5306692684754224	x
N0.HOG0000730	-0.016861061255324973	0.3404679681827074	n
N0.HOG0000731	0.009623339564491282	0.4745371450405841	x
N0.HOG0000732	0.009714795295353745	0.4284113309529691	x
N0.HOG0000735	0.0	1.0	n
N0.HOG0000736	-0.0025123348583914757	0.7430410449691186	x
N0.HOG0000737	-0.003327196538994537	0.7232794476060888	x
N0.HOG0000739	0.0	1.0	x
N0.HOG0000740	0.006119625091298233	0.6712978903106183	x
N0.HOG0000741	-0.0021024915219258465	0.8675099164165601	x
N0.HOG0000742	-0.00706115796450038	0.29104543237797986	x
N0.HOG0000743	-0.0028469383154387288	0.843504627193109	x
N0.HOG0000744	-0.012368226762794214	0.34270324390214335	x
N0.HOG0000745	0.0	1.0	x
N0.HOG0000746	0.012143985095275126	0.48331203586817617	n
N0.HOG0000750	-0.009373929456038077	0.5598298361174727	n
N0.HOG0000755	0.0	1.0	x
N0.HOG0000756	0.008184637149310673	0.2879543080596552	n
N0.HOG0000761	0.02761091573843063	0.03429435502915385	n
N0.HOG0000764	0.008444350119608241	0.6932896385760552	n
N0.HOG0000767	-0.05780427580285862	0.009462820283685437	n
N0.HOG0000768	-0.005989776517867346	0.6493493787751232	x
N0.HOG0000769	0.01056363040267802	0.10537448730153388	x
N0.HOG0000770	0.005197247258370484	0.7179849156285227	x
N0.HOG0000771	0.0068234488866470025	0.45686809687662777	x
N0.HOG0000774	0.07854782581150685	0.013325601678306136	n
N0.HOG0000775	0.0038966608698965286	0.8800567282080715	n
N0.HOG0000776	0.0	1.0	x
N0.HOG0000777	0.009073335384625413	0.6537138155429627	n
N0.HOG0000781	0.0	1.0	x
N0.HOG0000782	-0.0030399838050358154	0.8485069477353218	x
N0.HOG0000783	0.006670629800511003	0.6342542523510593	x
N0.HOG0000785	0.0	1.0	x
N0.HOG0000786	0.006777223858643611	0.6703343313917677	n
N0.HOG0000792	0.004739400030983096	0.7094970353967979	x
N0.HOG0000793	-0.002894808839376407	0.8789911720797803	n
N0.HOG0000794	0.0026262547240031215	0.8161402382629591	x
N0.HOG0000795	-0.00969614069542111	0.31926865438761187	x
N0.HOG0000797	-0.004643641890328131	0.7309967065467974	x
N0.HOG0000798	-0.005226811278040336	0.807639669473778	n
N0.HOG0000800	0.007655915215401308	0.5326204370057537	x
N0.HOG0000801	0.003100647945741028	0.766497606710995	x
N0.HOG0000803	0.00044670986155254696	0.923274044223817	x
N0.HOG0000804	-0.010481652105048228	0.7328781326769134	n
N0.HOG0000806	0.009512727020130111	0.43013760258055045	x
N0.HOG0000808	-0.00719189809180075	0.7349611512301174	n
N0.HOG0000810	-0.0001459301422194475	0.9919328284991922	x
N0.HOG0000814	0.007664712741712484	0.732341976472652	n
N0.HOG0000817	-0.007503057833552578	0.7655284819995708	n
N0.HOG0000824	0.0	1.0	x
N0.HOG0000825	0.010769842551713723	0.4316800300688046	x
N0.HOG0000826	0.022285940234563272	0.22880631354987072	n
N0.HOG0000827	0.03875871132788528	0.07989247176556949	n
N0.HOG0000828	-0.006027520424888571	0.6067415091513737	x
N0.HOG0000829	0.0007868952643461623	0.9338331333680165	x
N0.HOG0000830	0.00476719562177958	0.7825760240959001	x
N0.HOG0000831	0.008945427644456098	0.23994862736778136	x
N0.HOG0000832	0.008184637149310673	0.2879543080596552	x
N0.HOG0000833	0.005037839700538699	0.4503137348860454	x
N0.HOG0000836	0.018259587095538894	0.4630136474709391	n
N0.HOG0000838	0.0006113201881346148	0.9051479383105445	x
N0.HOG0000852	0.005508486848181949	0.8233524469630074	n
N0.HOG0000854	0.006872694322317186	0.7070500991255191	n
N0.HOG0000856	0.0007589434715455827	0.9564222020481972	x
N0.HOG0000857	0.005395469754156255	0.5120487092535057	x
N0.HOG0000858	-0.002091925111903672	0.9087401738742338	x
N0.HOG0000859	0.0007474658166127387	0.9588792743739912	n
N0.HOG0000861	0.019389966952499	0.2757704923644403	n
N0.HOG0000862	0.007949342980437342	0.5845728351801804	n
N0.HOG0000865	0.01164564712263203	0.46194467073675327	x
N0.HOG0000866	-0.0006358132156556741	0.9733763669060593	n
N0.HOG0000867	-0.01285142005283974	0.5298981925481376	n
N0.HOG0000869	0.017804170099678173	0.20061660927590172	x
N0.HOG0000870	0.03189937468474133	0.021033389770356747	x
N0.HOG0000875	0.0	1.0	x
N0.HOG0000877	0.01056363040267802	0.10537448730153388	x
N0.HOG0000878	0.0	1.0	x
N0.HOG0000879	0.009803697635790427	0.28510949207778463	x
N0.HOG0000881	0.0010747256463356698	0.8335025045736583	x
N0.HOG0000882	0.004914068398917824	0.25569269318570076	x
N0.HOG0000883	0.01056363040267802	0.10537448730153388	x
N0.HOG0000884	0.00242092133460096	0.9240668453567538	n
N0.HOG0000885	-0.004697748715746398	0.8013666545171947	n
N0.HOG0000886	0.015116027336683801	0.25499662390454503	x
N0.HOG0000888	0.016952851071404134	0.3810852079432582	n
N0.HOG0000889	0.01409528766842713	0.48078519806838504	n
N0.HOG0000890	-0.006955380876834796	0.7510704931497294	n
N0.HOG0000892	0.0014650460470932295	0.9262573350533982	n
N0.HOG0000894	0.014645460611799464	0.41103290304119033	n
N0.HOG0000896	0.01543893173955926	0.36331357144299137	n
N0.HOG0000897	-0.0026108701599373116	0.8722949497891863	x
N0.HOG0000898	0.01759858098059503	0.26466723211314486	x
N0.HOG0000899	0.004111314939806549	0.5718677941848467	x
