OG	correlation_coeff	p-value	sig_after_multiple_testing
N0.HOG0000157	0.1398601398601399	0.6646331617926677	n
N0.HOG0001112	-0.17482517482517487	0.5868236643627043	n
N0.HOG0000166	0.37762237762237766	0.22620604493502663	n
N0.HOG0000549	0.2027972027972028	0.5273023541661082	n
N0.HOG0001218	0.25982761239437596	0.4147509440053514	n
N0.HOG0004409	0.0	1.0	n
N0.HOG0000673	-0.13525272973953817	0.67513751307536	n
N0.HOG0001492	0.5160959424271852	0.085853443578498	n
N0.HOG0007210	0.0	1.0	n
N0.HOG0001239	-0.27272727272727276	0.3910967709418962	n
N0.HOG0000220	-0.1328671328671329	0.6805975082860818	n
N0.HOG0000248	0.1087670675718056	0.7365084730479962	n
N0.HOG0002868	0.11972127858467978	0.7109318595190937	n
N0.HOG0000926	0.1850826828014733	0.564695617691054	n
N0.HOG0001054	-0.2517482517482518	0.42991878503288405	n
N0.HOG0003778	0.4685314685314686	0.124454791188834	n
N0.HOG0000978	0.6713286713286714	0.016831456186893395	n
N0.HOG0019705	0.47132395947782424	0.1219218933169533	n
N0.HOG0008498	-0.08450913782447984	0.7939959959092632	n
N0.HOG0005513	0.416813248661316	0.1776753737252057	n
N0.HOG0013503	-0.26269742562687987	0.4094281948783638	n
N0.HOG0001777	0.514097255098919	0.08728638545976065	n
N0.HOG0000668	0.07692307692307693	0.8121826980280591	n
N0.HOG0000194	-0.1305204810861667	0.6859821382014442	n
N0.HOG0001040	0.25352741347343954	0.42655566586092764	n
N0.HOG0001774	-0.20154586040855682	0.529908390325752	n
N0.HOG0001557	-0.33625270480240615	0.28522608724863086	n
N0.HOG0001693	0.28873955423363945	0.36272223973310513	n
N0.HOG0000045	0.4895104895104896	0.106252371759346	n
N0.HOG0000244	0.27272727272727276	0.3910967709418962	n
N0.HOG0002244	0.6223776223776225	0.030675895061640132	n
N0.HOG0001274	0.43082377802808297	0.16205750617523712	n
N0.HOG0001030	-0.02097902097902098	0.9484022252365223	n
N0.HOG0002579	0.05253948512537598	0.8711783093619829	n
N0.HOG0000049	0.8671328671328673	0.00025981184986148103	y
N0.HOG0000707	0.30986683868975945	0.3270050102150108	n
N0.HOG0001077	0.26829210001045384	0.3991505469046428	n
