OG	correlation_coeff	p-value	sig_after_multiple_testing
N0.HOG0000613	-0.0979020979020979	0.762121655996299	n
N0.HOG0000562	-0.23135335350184164	0.46937777096642697	n
N0.HOG0000526	-0.1958041958041958	0.5419358857313175	n
N0.HOG0001719	0.028021058733533853	0.9311140674192737	n
N0.HOG0002028	0.3167761301794447	0.315758197187108	n
N0.HOG0000156	0.10489510489510491	0.7456094809807079	n
N0.HOG0000068	0.6433566433566434	0.024003191200713644	n
N0.HOG0000234	0.1708455533552061	0.5954984043740537	n
N0.HOG0000453	-0.14685314685314685	0.6487957097846664	n
N0.HOG0008798	0.2610409621723334	0.41249631869094106	n
N0.HOG0001429	0.1541158230344362	0.6324877788515912	n
N0.HOG0012931	0.007042428152039987	0.9826701704764307	n
N0.HOG0000618	0.33975533714409795	0.2799203496864415	n
N0.HOG0000427	0.34965034965034975	0.2652387868927897	n
N0.HOG0000890	-0.2027972027972028	0.5273023541661082	n
N0.HOG0001353	0.45775782988259917	0.13454859464804922	n
N0.HOG0000804	0.18881118881118883	0.5567370561768314	n
N0.HOG0000170	-0.5078816895453011	0.09184579185725565	n
N0.HOG0001388	0.48582623515406503	0.10931209150022679	n
N0.HOG0001692	0.2183152727132396	0.49545035953231165	n
N0.HOG0002136	-0.02175341351436112	0.9464999715858183	n
N0.HOG0000169	-0.3537658665108649	0.25926652867631444	n
N0.HOG0000940	0.10563642228059983	0.7438646724028309	n
N0.HOG0000125	-0.0563394252163199	0.8619373037131002	n
N0.HOG0000610	-0.07005264683383464	0.8287278541011254	n
N0.HOG0001206	0.5384615384615385	0.07089431754922315	n
N0.HOG0004415	0.07251137838120374	0.8227991261167644	n
N0.HOG0000073	-0.11188811188811189	0.729194990751066	n
N0.HOG0000814	0.1188811188811189	0.712884219214772	n
N0.HOG0000585	-0.04195804195804196	0.8969858708195542	n
N0.HOG0000305	-0.06293706293706294	0.8459309212287789	n
N0.HOG0000365	0.05913123959890826	0.8551579906775546	n
N0.HOG0000126	0.15384615384615385	0.6330906812462618	n
N0.HOG0001763	0.3636363636363637	0.2452650007307772	n
N0.HOG0007183	-0.1377716189242871	0.6693880133068077	n
N0.HOG0003797	0.42732114568639123	0.16587727319738638	n
N0.HOG0003107	-0.22377622377622378	0.48445166145539886	n
N0.HOG0001574	0.1398601398601399	0.6646331617926677	n
N0.HOG0000861	0.4755244755244756	0.11817595701303213	n
N0.HOG0000338	0.5125366600656184	0.08841643063431351	n
N0.HOG0001066	-0.12676370673671977	0.6946303258690809	n
N0.HOG0001034	0.1258741258741259	0.6966831093957659	n
N0.HOG0004994	0.2491497653096756	0.43485380702768006	n
N0.HOG0010919	0.14593057682423857	0.6508776410237396	n
N0.HOG0000415	0.06293706293706294	0.8459309212287789	n
N0.HOG0013621	0.007118564723133589	0.9824828407045115	n
N0.HOG0001502	0.07042428152039987	0.827831199192635	n
N0.HOG0002176	0.38528955758609046	0.21614675953998513	n
N0.HOG0000576	0.48686589549515064	0.10844282195191488	n
N0.HOG0001295	0.049036852783684234	0.8797094411808868	n
N0.HOG0001411	-0.38796177741078064	0.21270554169981246	n
N0.HOG0000671	-0.08542277667760305	0.7918118156313141	n
N0.HOG0000608	0.14084856304079973	0.6623867956109182	n
N0.HOG0000319	0.5174825174825175	0.08486877113393493	n
N0.HOG0001037	0.013986013986013986	0.9655902689187795	n
